
Intensity Sum Ch=1 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,TrackID,ID,
1.19663e+08,,Spot,1,Image 1,1,1000000003,3,
1.22437e+08,,Spot,1,Image 1,2,1000000003,13,
1.21154e+08,,Spot,1,Image 1,3,1000000003,20,
1.19123e+08,,Spot,1,Image 1,4,1000000003,28,
1.18844e+08,,Spot,1,Image 1,5,1000000003,40,
1.20183e+08,,Spot,1,Image 1,6,1000000003,53,
1.2156e+08,,Spot,1,Image 1,7,1000000003,65,
1.20953e+08,,Spot,1,Image 1,8,1000000003,75,
1.21484e+08,,Spot,1,Image 1,9,1000000003,86,
1.19053e+08,,Spot,1,Image 1,10,1000000003,96,
1.2031e+08,,Spot,1,Image 1,11,1000000003,106,
1.21004e+08,,Spot,1,Image 1,12,1000000003,116,
1.21619e+08,,Spot,1,Image 1,13,1000000003,126,
1.22941e+08,,Spot,1,Image 1,14,1000000003,136,
1.22826e+08,,Spot,1,Image 1,15,1000000003,146,
1.23608e+08,,Spot,1,Image 1,16,1000000003,156,
1.27541e+08,,Spot,1,Image 1,17,1000000003,166,
1.26816e+08,,Spot,1,Image 1,18,1000000003,176,
1.26111e+08,,Spot,1,Image 1,19,1000000003,187,
1.29441e+08,,Spot,1,Image 1,20,1000000003,198,
1.30491e+08,,Spot,1,Image 1,21,1000000003,209,
1.29667e+08,,Spot,1,Image 1,22,1000000003,219,
1.28778e+08,,Spot,1,Image 1,23,1000000003,229,
1.29459e+08,,Spot,1,Image 1,24,1000000003,239,
1.27013e+08,,Spot,1,Image 1,25,1000000003,249,
1.2876e+08,,Spot,1,Image 1,26,1000000003,259,
1.27627e+08,,Spot,1,Image 1,27,1000000003,269,
1.2958e+08,,Spot,1,Image 1,28,1000000003,278,
1.31273e+08,,Spot,1,Image 1,29,1000000003,287,
1.29783e+08,,Spot,1,Image 1,30,1000000003,296,
1.27311e+08,,Spot,1,Image 1,31,1000000003,305,
1.28346e+08,,Spot,1,Image 1,32,1000000003,315,
1.28026e+08,,Spot,1,Image 1,33,1000000003,324,
1.28646e+08,,Spot,1,Image 1,34,1000000003,333,
1.27181e+08,,Spot,1,Image 1,35,1000000003,342,
1.29888e+08,,Spot,1,Image 1,36,1000000003,351,
1.30058e+08,,Spot,1,Image 1,37,1000000003,360,
1.32621e+08,,Spot,1,Image 1,38,1000000003,370,
1.31793e+08,,Spot,1,Image 1,39,1000000003,379,
1.34788e+08,,Spot,1,Image 1,40,1000000003,388,
1.34407e+08,,Spot,1,Image 1,41,1000000003,397,
1.33987e+08,,Spot,1,Image 1,42,1000000003,406,
1.31959e+08,,Spot,1,Image 1,43,1000000003,415,
1.28819e+08,,Spot,1,Image 1,44,1000000003,423,
1.29735e+08,,Spot,1,Image 1,45,1000000003,431,
1.32875e+08,,Spot,1,Image 1,46,1000000003,439,
1.31037e+08,,Spot,1,Image 1,47,1000000003,447,
1.32428e+08,,Spot,1,Image 1,48,1000000003,455,
1.3007e+08,,Spot,1,Image 1,49,1000000003,463,
1.33564e+08,,Spot,1,Image 1,50,1000000003,471,
1.32234e+08,,Spot,1,Image 1,51,1000000003,479,
1.32829e+08,,Spot,1,Image 1,52,1000000003,488,
1.31954e+08,,Spot,1,Image 1,53,1000000003,496,
1.32108e+08,,Spot,1,Image 1,54,1000000003,504,
1.33199e+08,,Spot,1,Image 1,55,1000000003,512,
1.34496e+08,,Spot,1,Image 1,56,1000000003,519,
1.32695e+08,,Spot,1,Image 1,57,1000000003,526,
1.35576e+08,,Spot,1,Image 1,58,1000000003,534,
1.37911e+08,,Spot,1,Image 1,59,1000000003,542,
1.39689e+08,,Spot,1,Image 1,60,1000000003,549,
1.36679e+08,,Spot,1,Image 1,61,1000000003,556,
1.35984e+08,,Spot,1,Image 1,62,1000000003,563,
1.36628e+08,,Spot,1,Image 1,63,1000000003,570,
1.38213e+08,,Spot,1,Image 1,64,1000000003,577,
1.37391e+08,,Spot,1,Image 1,65,1000000003,584,
1.3606e+08,,Spot,1,Image 1,66,1000000003,592,
1.34876e+08,,Spot,1,Image 1,67,1000000003,599,
