
Intensity Median Ch=2 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,TrackID,ID,
218,,Spot,2,Image 1,1,1000000003,3,
0,,Spot,2,Image 1,2,1000000003,13,
0,,Spot,2,Image 1,3,1000000003,20,
0,,Spot,2,Image 1,4,1000000003,28,
0.107,,Spot,2,Image 1,5,1000000003,40,
0,,Spot,2,Image 1,6,1000000003,53,
0,,Spot,2,Image 1,7,1000000003,65,
0,,Spot,2,Image 1,8,1000000003,75,
0.114,,Spot,2,Image 1,9,1000000003,86,
0.104,,Spot,2,Image 1,10,1000000003,96,
0.106,,Spot,2,Image 1,11,1000000003,106,
0.106,,Spot,2,Image 1,12,1000000003,116,
0.0545,,Spot,2,Image 1,13,1000000003,126,
0,,Spot,2,Image 1,14,1000000003,136,
0.108,,Spot,2,Image 1,15,1000000003,146,
0,,Spot,2,Image 1,16,1000000003,156,
0.107,,Spot,2,Image 1,17,1000000003,166,
0.106,,Spot,2,Image 1,18,1000000003,176,
0,,Spot,2,Image 1,19,1000000003,187,
0,,Spot,2,Image 1,20,1000000003,198,
0.102,,Spot,2,Image 1,21,1000000003,209,
0,,Spot,2,Image 1,22,1000000003,219,
0,,Spot,2,Image 1,23,1000000003,229,
0.0545,,Spot,2,Image 1,24,1000000003,239,
0.104,,Spot,2,Image 1,25,1000000003,249,
0.107,,Spot,2,Image 1,26,1000000003,259,
0,,Spot,2,Image 1,27,1000000003,269,
0,,Spot,2,Image 1,28,1000000003,278,
0,,Spot,2,Image 1,29,1000000003,287,
0.106,,Spot,2,Image 1,30,1000000003,296,
0.11,,Spot,2,Image 1,31,1000000003,305,
0,,Spot,2,Image 1,32,1000000003,315,
0,,Spot,2,Image 1,33,1000000003,324,
0,,Spot,2,Image 1,34,1000000003,333,
0.105,,Spot,2,Image 1,35,1000000003,342,
0.103,,Spot,2,Image 1,36,1000000003,351,
0.104,,Spot,2,Image 1,37,1000000003,360,
0,,Spot,2,Image 1,38,1000000003,370,
0,,Spot,2,Image 1,39,1000000003,379,
0,,Spot,2,Image 1,40,1000000003,388,
0,,Spot,2,Image 1,41,1000000003,397,
0,,Spot,2,Image 1,42,1000000003,406,
0,,Spot,2,Image 1,43,1000000003,415,
0,,Spot,2,Image 1,44,1000000003,423,
0,,Spot,2,Image 1,45,1000000003,431,
0,,Spot,2,Image 1,46,1000000003,439,
0,,Spot,2,Image 1,47,1000000003,447,
0,,Spot,2,Image 1,48,1000000003,455,
0,,Spot,2,Image 1,49,1000000003,463,
0,,Spot,2,Image 1,50,1000000003,471,
0,,Spot,2,Image 1,51,1000000003,479,
0,,Spot,2,Image 1,52,1000000003,488,
0,,Spot,2,Image 1,53,1000000003,496,
0,,Spot,2,Image 1,54,1000000003,504,
0,,Spot,2,Image 1,55,1000000003,512,
0,,Spot,2,Image 1,56,1000000003,519,
0,,Spot,2,Image 1,57,1000000003,526,
0,,Spot,2,Image 1,58,1000000003,534,
0,,Spot,2,Image 1,59,1000000003,542,
0,,Spot,2,Image 1,60,1000000003,549,
0,,Spot,2,Image 1,61,1000000003,556,
0,,Spot,2,Image 1,62,1000000003,563,
0,,Spot,2,Image 1,63,1000000003,570,
0,,Spot,2,Image 1,64,1000000003,577,
0,,Spot,2,Image 1,65,1000000003,584,
0,,Spot,2,Image 1,66,1000000003,592,
0,,Spot,2,Image 1,67,1000000003,599,
0,,Spot,2,Image 1,68,1000000003,607,
0,,Spot,2,Image 1,69,1000000003,616,
0,,Spot,2,Image 1,70,1000000003,626,
0.11,,Spot,2,Image 1,71,1000000003,635,
0,,Spot,2,Image 1,72,1000000003,643,
0,,Spot,2,Image 1,73,1000000003,651,
0,,Spot,2,Image 1,74,1000000003,658,
0.108,,Spot,2,Image 1,75,1000000003,666,
0.11,,Spot,2,Image 1,76,1000000003,676,
0.105,,Spot,2,Image 1,77,1000000003,685,
0.112,,Spot,2,Image 1,78,1000000003,694,
0.107,,Spot,2,Image 1,79,1000000003,703,
0.105,,Spot,2,Image 1,80,1000000003,713,
0.102,,Spot,2,Image 1,81,1000000003,723,
0.109,,Spot,2,Image 1,82,1000000003,734,
0.107,,Spot,2,Image 1,83,1000000003,745,
0.107,,Spot,2,Image 1,84,1000000003,753,
0.113,,Spot,2,Image 1,85,1000000003,767,
0,,Spot,2,Image 1,86,1000000003,780,
0.106,,Spot,2,Image 1,87,1000000003,789,
0.102,,Spot,2,Image 1,88,1000000003,800,
0,,Spot,2,Image 1,89,1000000003,808,
0,,Spot,2,Image 1,90,1000000003,817,
0,,Spot,2,Image 1,91,1000000003,830,
0.104,,Spot,2,Image 1,92,1000000003,839,
0.106,,Spot,2,Image 1,93,1000000003,848,
0.107,,Spot,2,Image 1,94,1000000003,857,
0.107,,Spot,2,Image 1,95,1000000003,866,
0,,Spot,2,Image 1,96,1000000003,875,
0.108,,Spot,2,Image 1,97,1000000003,884,
0,,Spot,2,Image 1,98,1000000003,892,
0,,Spot,2,Image 1,99,1000000003,900,
0,,Spot,2,Image 1,100,1000000003,909,
0,,Spot,2,Image 1,101,1000000003,916,
0.104,,Spot,2,Image 1,102,1000000003,923,
0.106,,Spot,2,Image 1,103,1000000003,930,
0.102,,Spot,2,Image 1,104,1000000003,938,
0,,Spot,2,Image 1,105,1000000003,947,
0,,Spot,2,Image 1,106,1000000003,955,
0,,Spot,2,Image 1,107,1000000003,962,
0.0545,,Spot,2,Image 1,108,1000000003,968,
0.101,,Spot,2,Image 1,109,1000000003,976,
0.0525,,Spot,2,Image 1,110,1000000003,984,
0.1,,Spot,2,Image 1,111,1000000003,990,
0,,Spot,2,Image 1,112,1000000003,998,
0,,Spot,2,Image 1,113,1000000003,1005,
0.103,,Spot,2,Image 1,114,1000000003,1013,
0.056,,Spot,2,Image 1,115,1000000003,1020,
0,,Spot,2,Image 1,116,1000000003,1028,
0.108,,Spot,2,Image 1,117,1000000003,1036,
0.099,,Spot,2,Image 1,118,1000000003,1043,
0,,Spot,2,Image 1,119,1000000003,3302,
0,,Spot,2,Image 1,120,1000000003,3303,
0,,Spot,2,Image 1,121,1000000003,3304,
0,,Spot,2,Image 1,122,1000000003,3305,
0,,Spot,2,Image 1,123,1000000003,3306,
0,,Spot,2,Image 1,124,1000000003,3308,
0,,Spot,2,Image 1,125,1000000003,3309,
0,,Spot,2,Image 1,126,1000000003,3310,
0,,Spot,2,Image 1,127,1000000003,3311,
0,,Spot,2,Image 1,128,1000000003,3312,
0,,Spot,2,Image 1,129,1000000003,3313,
0,,Spot,2,Image 1,130,1000000003,3314,
0,,Spot,2,Image 1,131,1000000003,3315,
0,,Spot,2,Image 1,132,1000000003,3316,
0,,Spot,2,Image 1,133,1000000003,3317,
0,,Spot,2,Image 1,134,1000000003,3318,
0,,Spot,2,Image 1,135,1000000003,3319,
0,,Spot,2,Image 1,136,1000000003,3320,
0,,Spot,2,Image 1,137,1000000003,3321,
0,,Spot,2,Image 1,138,1000000003,3322,
0,,Spot,2,Image 1,139,1000000003,3323,
0,,Spot,2,Image 1,140,1000000003,3324,
0,,Spot,2,Image 1,141,1000000003,3325,
0,,Spot,2,Image 1,142,1000000003,3326,
0,,Spot,2,Image 1,143,1000000003,3327,
0,,Spot,2,Image 1,144,1000000003,3328,
0,,Spot,2,Image 1,145,1000000003,3329,
0,,Spot,2,Image 1,146,1000000003,3330,
0,,Spot,2,Image 1,147,1000000003,3331,
0,,Spot,2,Image 1,148,1000000003,3332,
0,,Spot,2,Image 1,149,1000000003,3333,
0,,Spot,2,Image 1,150,1000000003,3334,
0,,Spot,2,Image 1,151,1000000003,3335,
0,,Spot,2,Image 1,152,1000000003,3336,
0,,Spot,2,Image 1,153,1000000003,3337,
0,,Spot,2,Image 1,154,1000000003,3338,
0,,Spot,2,Image 1,155,1000000003,3339,
0,,Spot,2,Image 1,156,1000000003,3340,
0,,Spot,2,Image 1,157,1000000003,3341,
0,,Spot,2,Image 1,158,1000000003,3342,
0,,Spot,2,Image 1,159,1000000003,3343,
0,,Spot,2,Image 1,160,1000000003,3344,
0,,Spot,2,Image 1,161,1000000003,3345,
0,,Spot,2,Image 1,162,1000000003,3346,
0,,Spot,2,Image 1,163,1000000003,3347,
0,,Spot,2,Image 1,164,1000000003,3348,
0,,Spot,2,Image 1,165,1000000003,3349,
0,,Spot,2,Image 1,166,1000000003,3350,
0,,Spot,2,Image 1,167,1000000003,3351,
0,,Spot,2,Image 1,168,1000000003,3352,
0,,Spot,2,Image 1,169,1000000003,3353,
0,,Spot,2,Image 1,170,1000000003,3354,
0,,Spot,2,Image 1,171,1000000003,3355,
0,,Spot,2,Image 1,172,1000000003,3356,
0,,Spot,2,Image 1,173,1000000003,3357,
0,,Spot,2,Image 1,174,1000000003,3358,
0,,Spot,2,Image 1,175,1000000003,3359,
0,,Spot,2,Image 1,176,1000000003,3360,
0,,Spot,2,Image 1,177,1000000003,3361,
0,,Spot,2,Image 1,178,1000000003,3362,
0,,Spot,2,Image 1,179,1000000003,3363,
0,,Spot,2,Image 1,180,1000000003,3364,
0,,Spot,2,Image 1,181,1000000003,3365,
0,,Spot,2,Image 1,182,1000000003,3366,
0,,Spot,2,Image 1,183,1000000003,3367,
0,,Spot,2,Image 1,184,1000000003,3368,
0,,Spot,2,Image 1,185,1000000003,3369,
0,,Spot,2,Image 1,186,1000000003,3370,
0,,Spot,2,Image 1,187,1000000003,3371,
0,,Spot,2,Image 1,188,1000000003,3372,
0,,Spot,2,Image 1,189,1000000003,3373,
0,,Spot,2,Image 1,190,1000000003,3374,
0,,Spot,2,Image 1,191,1000000003,3375,
0,,Spot,2,Image 1,192,1000000003,3377,
0,,Spot,2,Image 1,193,1000000003,3378,
0,,Spot,2,Image 1,194,1000000003,3379,
0,,Spot,2,Image 1,195,1000000003,3380,
0,,Spot,2,Image 1,196,1000000003,3381,
0,,Spot,2,Image 1,197,1000000003,3382,
0,,Spot,2,Image 1,198,1000000003,3383,
0,,Spot,2,Image 1,199,1000000003,3384,
0,,Spot,2,Image 1,200,1000000003,3385,
0,,Spot,2,Image 1,201,1000000003,3386,
0,,Spot,2,Image 1,202,1000000003,3387,
0,,Spot,2,Image 1,203,1000000003,3388,
0,,Spot,2,Image 1,204,1000000003,3389,
0,,Spot,2,Image 1,205,1000000003,3390,
0,,Spot,2,Image 1,206,1000000003,3391,
0,,Spot,2,Image 1,207,1000000003,3392,
0,,Spot,2,Image 1,208,1000000003,3393,
0,,Spot,2,Image 1,209,1000000003,3394,
0,,Spot,2,Image 1,210,1000000003,3395,
0,,Spot,2,Image 1,211,1000000003,3396,
0,,Spot,2,Image 1,212,1000000003,3397,
0,,Spot,2,Image 1,213,1000000003,3398,
0,,Spot,2,Image 1,214,1000000003,3399,
0,,Spot,2,Image 1,215,1000000003,3400,
0,,Spot,2,Image 1,216,1000000003,3401,
0,,Spot,2,Image 1,217,1000000003,3402,
0,,Spot,2,Image 1,218,1000000003,3403,
