
Intensity Median Ch=2 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,TrackID,ID,
214,,Spot,2,Image 1,126,1000180357,180357,
210.048,,Spot,2,Image 1,127,1000180357,180358,
213.984,,Spot,2,Image 1,128,1000180357,180359,
216,,Spot,2,Image 1,200,1000180364,180364,
216.04,,Spot,2,Image 1,201,1000180364,180365,
216.048,,Spot,2,Image 1,202,1000180364,180366,
216,,Spot,2,Image 1,195,1000180367,180367,
214,,Spot,2,Image 1,196,1000180367,180368,
216.05,,Spot,2,Image 1,197,1000180367,180369,
215.968,,Spot,2,Image 1,198,1000180367,180370,
217.968,,Spot,2,Image 1,199,1000180367,180371,
217.984,,Spot,2,Image 1,200,1000180367,180372,
218.04,,Spot,2,Image 1,201,1000180367,180373,
218.04,,Spot,2,Image 1,202,1000180367,180374,
215.968,,Spot,2,Image 1,237,1000180375,180375,
212.048,,Spot,2,Image 1,238,1000180375,180376,
213.96,,Spot,2,Image 1,241,1000180377,180377,
216.016,,Spot,2,Image 1,242,1000180377,180378,
216.04,,Spot,2,Image 1,243,1000180377,180379,
211.984,,Spot,2,Image 1,302,1000180380,180380,
216.08,,Spot,2,Image 1,303,1000180380,180381,
216.032,,Spot,2,Image 1,304,1000180380,180382,
215.968,,Spot,2,Image 1,305,1000180380,180383,
214.04,,Spot,2,Image 1,306,1000180380,180384,
213.984,,Spot,2,Image 1,307,1000180380,180385,
216.032,,Spot,2,Image 1,308,1000180380,180386,
216.016,,Spot,2,Image 1,309,1000180380,180387,
214.048,,Spot,2,Image 1,310,1000180380,180388,
