
Track Position Z Mean
 ==================== 
Track Position Z Mean,Unit,Category,Collection,ID,
27.81,µm,Track,Track Position,1000180357,
27.09,µm,Track,Track Position,1000180364,
35.9532,µm,Track,Track Position,1000180367,
27.8705,µm,Track,Track Position,1000180375,
24.7432,µm,Track,Track Position,1000180377,
32.0827,µm,Track,Track Position,1000180380,
