
Track Position X Start
 ==================== 
Track Position X Start,Unit,Category,Collection,ID,
32.824,µm,Track,Track Position Start,1000180357,
45.9364,µm,Track,Track Position Start,1000180364,
29.9088,µm,Track,Track Position Start,1000180367,
27.9,µm,Track,Track Position Start,1000180375,
29.34,µm,Track,Track Position Start,1000180377,
42.1903,µm,Track,Track Position Start,1000180380,
