
Intensity StdDev Ch=2 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,TrackID,ID,
7.93948,,Spot,2,Image 1,126,1000180357,180357,
7.62698,,Spot,2,Image 1,127,1000180357,180358,
7.6325,,Spot,2,Image 1,128,1000180357,180359,
8.03485,,Spot,2,Image 1,200,1000180364,180364,
8.00262,,Spot,2,Image 1,201,1000180364,180365,
7.88508,,Spot,2,Image 1,202,1000180364,180366,
8.10573,,Spot,2,Image 1,195,1000180367,180367,
8.20366,,Spot,2,Image 1,196,1000180367,180368,
7.86679,,Spot,2,Image 1,197,1000180367,180369,
8.06504,,Spot,2,Image 1,198,1000180367,180370,
8.32636,,Spot,2,Image 1,199,1000180367,180371,
8.07706,,Spot,2,Image 1,200,1000180367,180372,
8.27901,,Spot,2,Image 1,201,1000180367,180373,
8.469,,Spot,2,Image 1,202,1000180367,180374,
8.273,,Spot,2,Image 1,237,1000180375,180375,
7.93356,,Spot,2,Image 1,238,1000180375,180376,
7.70974,,Spot,2,Image 1,241,1000180377,180377,
7.88943,,Spot,2,Image 1,242,1000180377,180378,
7.76841,,Spot,2,Image 1,243,1000180377,180379,
7.9315,,Spot,2,Image 1,302,1000180380,180380,
8.05252,,Spot,2,Image 1,303,1000180380,180381,
8.08072,,Spot,2,Image 1,304,1000180380,180382,
8.09485,,Spot,2,Image 1,305,1000180380,180383,
8.1615,,Spot,2,Image 1,306,1000180380,180384,
8.16469,,Spot,2,Image 1,307,1000180380,180385,
8.32295,,Spot,2,Image 1,308,1000180380,180386,
8.03811,,Spot,2,Image 1,309,1000180380,180387,
8.10977,,Spot,2,Image 1,310,1000180380,180388,
