
Intensity Sum of Square Ch=1 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,TrackID,ID,
7.61475e+08,,Spot,1,Image 1,126,1000180357,180357,
7.00562e+08,,Spot,1,Image 1,127,1000180357,180358,
6.85376e+08,,Spot,1,Image 1,128,1000180357,180359,
8.21304e+08,,Spot,1,Image 1,200,1000180364,180364,
8.87431e+08,,Spot,1,Image 1,201,1000180364,180365,
7.84386e+08,,Spot,1,Image 1,202,1000180364,180366,
5.92715e+08,,Spot,1,Image 1,195,1000180367,180367,
5.16242e+08,,Spot,1,Image 1,196,1000180367,180368,
5.97772e+08,,Spot,1,Image 1,197,1000180367,180369,
5.80163e+08,,Spot,1,Image 1,198,1000180367,180370,
5.38756e+08,,Spot,1,Image 1,199,1000180367,180371,
5.3952e+08,,Spot,1,Image 1,200,1000180367,180372,
5.19168e+08,,Spot,1,Image 1,201,1000180367,180373,
8.1368e+08,,Spot,1,Image 1,202,1000180367,180374,
5.83892e+08,,Spot,1,Image 1,237,1000180375,180375,
5.39325e+08,,Spot,1,Image 1,238,1000180375,180376,
6.31428e+08,,Spot,1,Image 1,241,1000180377,180377,
6.91272e+08,,Spot,1,Image 1,242,1000180377,180378,
7.35423e+08,,Spot,1,Image 1,243,1000180377,180379,
7.05888e+08,,Spot,1,Image 1,302,1000180380,180380,
8.84328e+08,,Spot,1,Image 1,303,1000180380,180381,
9.90173e+08,,Spot,1,Image 1,304,1000180380,180382,
1.03905e+09,,Spot,1,Image 1,305,1000180380,180383,
1.04071e+09,,Spot,1,Image 1,306,1000180380,180384,
1.08311e+09,,Spot,1,Image 1,307,1000180380,180385,
1.01546e+09,,Spot,1,Image 1,308,1000180380,180386,
9.49336e+08,,Spot,1,Image 1,309,1000180380,180387,
9.11987e+08,,Spot,1,Image 1,310,1000180380,180388,
