
Intensity Center Ch=2 Img=1
 ==================== 
Intensity Center,Unit,Category,Channel,Image,Time,TrackID,ID,
216,,Spot,2,Image 1,126,1000180357,180357,
204,,Spot,2,Image 1,127,1000180357,180358,
204,,Spot,2,Image 1,128,1000180357,180359,
222,,Spot,2,Image 1,200,1000180364,180364,
220,,Spot,2,Image 1,201,1000180364,180365,
214,,Spot,2,Image 1,202,1000180364,180366,
216,,Spot,2,Image 1,195,1000180367,180367,
218,,Spot,2,Image 1,196,1000180367,180368,
238,,Spot,2,Image 1,197,1000180367,180369,
224,,Spot,2,Image 1,198,1000180367,180370,
222,,Spot,2,Image 1,199,1000180367,180371,
234,,Spot,2,Image 1,200,1000180367,180372,
210,,Spot,2,Image 1,201,1000180367,180373,
218,,Spot,2,Image 1,202,1000180367,180374,
210,,Spot,2,Image 1,237,1000180375,180375,
226,,Spot,2,Image 1,238,1000180375,180376,
214,,Spot,2,Image 1,241,1000180377,180377,
220,,Spot,2,Image 1,242,1000180377,180378,
212,,Spot,2,Image 1,243,1000180377,180379,
216,,Spot,2,Image 1,302,1000180380,180380,
220,,Spot,2,Image 1,303,1000180380,180381,
224,,Spot,2,Image 1,304,1000180380,180382,
228,,Spot,2,Image 1,305,1000180380,180383,
188,,Spot,2,Image 1,306,1000180380,180384,
220,,Spot,2,Image 1,307,1000180380,180385,
208,,Spot,2,Image 1,308,1000180380,180386,
214,,Spot,2,Image 1,309,1000180380,180387,
212,,Spot,2,Image 1,310,1000180380,180388,
