
Time
 ==================== 
Time,Unit,Category,Time,TrackID,ID,
2.08333,min,Spot,126,1000180357,180357,
2.1,min,Spot,127,1000180357,180358,
2.11667,min,Spot,128,1000180357,180359,
3.31667,min,Spot,200,1000180364,180364,
3.33333,min,Spot,201,1000180364,180365,
3.35,min,Spot,202,1000180364,180366,
3.23333,min,Spot,195,1000180367,180367,
3.25,min,Spot,196,1000180367,180368,
3.26667,min,Spot,197,1000180367,180369,
3.28333,min,Spot,198,1000180367,180370,
3.3,min,Spot,199,1000180367,180371,
3.31667,min,Spot,200,1000180367,180372,
3.33333,min,Spot,201,1000180367,180373,
3.35,min,Spot,202,1000180367,180374,
3.93333,min,Spot,237,1000180375,180375,
3.95,min,Spot,238,1000180375,180376,
4,min,Spot,241,1000180377,180377,
4.01667,min,Spot,242,1000180377,180378,
4.03333,min,Spot,243,1000180377,180379,
5.01667,min,Spot,302,1000180380,180380,
5.03333,min,Spot,303,1000180380,180381,
5.05,min,Spot,304,1000180380,180382,
5.06667,min,Spot,305,1000180380,180383,
5.08333,min,Spot,306,1000180380,180384,
5.1,min,Spot,307,1000180380,180385,
5.11667,min,Spot,308,1000180380,180386,
5.13333,min,Spot,309,1000180380,180387,
5.15,min,Spot,310,1000180380,180388,
