
Velocity Angle Y
 ==================== 
Velocity Angle Y,Unit,Category,Collection,Time,TrackID,ID,
81.2886,°,Spot,Velocity Angle,126,1000180357,180357,
106.203,°,Spot,Velocity Angle,127,1000180357,180358,
106.445,°,Spot,Velocity Angle,128,1000180357,180359,
82.1303,°,Spot,Velocity Angle,200,1000180364,180364,
82.759,°,Spot,Velocity Angle,201,1000180364,180365,
91.4675,°,Spot,Velocity Angle,202,1000180364,180366,
50.1933,°,Spot,Velocity Angle,195,1000180367,180367,
96.3294,°,Spot,Velocity Angle,196,1000180367,180368,
90.0027,°,Spot,Velocity Angle,197,1000180367,180369,
49.4173,°,Spot,Velocity Angle,198,1000180367,180370,
50.2354,°,Spot,Velocity Angle,199,1000180367,180371,
178.576,°,Spot,Velocity Angle,200,1000180367,180372,
63.3551,°,Spot,Velocity Angle,201,1000180367,180373,
42.6708,°,Spot,Velocity Angle,202,1000180367,180374,
30.3182,°,Spot,Velocity Angle,237,1000180375,180375,
30.3182,°,Spot,Velocity Angle,238,1000180375,180376,
158.098,°,Spot,Velocity Angle,241,1000180377,180377,
147.86,°,Spot,Velocity Angle,242,1000180377,180378,
89.7959,°,Spot,Velocity Angle,243,1000180377,180379,
109.465,°,Spot,Velocity Angle,302,1000180380,180380,
141.776,°,Spot,Velocity Angle,303,1000180380,180381,
90.0027,°,Spot,Velocity Angle,304,1000180380,180382,
77.2221,°,Spot,Velocity Angle,305,1000180380,180383,
90.0027,°,Spot,Velocity Angle,306,1000180380,180384,
50.693,°,Spot,Velocity Angle,307,1000180380,180385,
71.4188,°,Spot,Velocity Angle,308,1000180380,180386,
84.6025,°,Spot,Velocity Angle,309,1000180380,180387,
70.9302,°,Spot,Velocity Angle,310,1000180380,180388,
