
Track Speed Mean
 ==================== 
Track Speed Mean,Unit,Category,ID,
0.896292,,Track,1000180357,
2.19025,,Track,1000180364,
0.73695,,Track,1000180367,
0.552277,,Track,1000180375,
0.946139,,Track,1000180377,
1.06353,,Track,1000180380,
