
Track Number of Spots
 ==================== 
Track Number of Spots,Unit,Category,ID,
3,,Track,1000180357,
3,,Track,1000180364,
8,,Track,1000180367,
2,,Track,1000180375,
3,,Track,1000180377,
9,,Track,1000180380,
