
Intensity Median Ch=1 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,TrackID,ID,
315.904,,Spot,1,Image 1,126,1000180357,180357,
306.16,,Spot,1,Image 1,127,1000180357,180358,
302.016,,Spot,1,Image 1,128,1000180357,180359,
322.072,,Spot,1,Image 1,200,1000180364,180364,
320.24,,Spot,1,Image 1,201,1000180364,180365,
318,,Spot,1,Image 1,202,1000180364,180366,
269.992,,Spot,1,Image 1,195,1000180367,180367,
255.968,,Spot,1,Image 1,196,1000180367,180368,
280.08,,Spot,1,Image 1,197,1000180367,180369,
270.08,,Spot,1,Image 1,198,1000180367,180370,
266.096,,Spot,1,Image 1,199,1000180367,180371,
266.16,,Spot,1,Image 1,200,1000180367,180372,
260.004,,Spot,1,Image 1,201,1000180367,180373,
331.84,,Spot,1,Image 1,202,1000180367,180374,
277.92,,Spot,1,Image 1,237,1000180375,180375,
263.936,,Spot,1,Image 1,238,1000180375,180376,
290.144,,Spot,1,Image 1,241,1000180377,180377,
305.952,,Spot,1,Image 1,242,1000180377,180378,
312.016,,Spot,1,Image 1,243,1000180377,180379,
304.08,,Spot,1,Image 1,302,1000180380,180380,
339.904,,Spot,1,Image 1,303,1000180380,180381,
359.76,,Spot,1,Image 1,304,1000180380,180382,
370,,Spot,1,Image 1,305,1000180380,180383,
372.24,,Spot,1,Image 1,306,1000180380,180384,
380.08,,Spot,1,Image 1,307,1000180380,180385,
361.92,,Spot,1,Image 1,308,1000180380,180386,
349.936,,Spot,1,Image 1,309,1000180380,180387,
352.112,,Spot,1,Image 1,310,1000180380,180388,
