
Track Position Y Mean
 ==================== 
Track Position Y Mean,Unit,Category,Collection,ID,
17.7658,µm,Track,Track Position,1000180357,
34.5486,µm,Track,Track Position,1000180364,
24.525,µm,Track,Track Position,1000180367,
23.073,µm,Track,Track Position,1000180375,
17.8438,µm,Track,Track Position,1000180377,
46.6467,µm,Track,Track Position,1000180380,
