
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,TrackID,ID,
15.5309,µm,Spot,Image 1,126,1000180357,180357,
15.542,µm,Spot,Image 1,127,1000180357,180358,
15.0552,µm,Spot,Image 1,128,1000180357,180359,
23.6738,µm,Spot,Image 1,200,1000180364,180364,
23.3972,µm,Spot,Image 1,201,1000180364,180365,
23.0636,µm,Spot,Image 1,202,1000180364,180366,
21.7903,µm,Spot,Image 1,195,1000180367,180367,
21.9103,µm,Spot,Image 1,196,1000180367,180368,
21.6703,µm,Spot,Image 1,197,1000180367,180369,
21.9103,µm,Spot,Image 1,198,1000180367,180370,
22.6303,µm,Spot,Image 1,199,1000180367,180371,
22.2703,µm,Spot,Image 1,200,1000180367,180372,
22.0303,µm,Spot,Image 1,201,1000180367,180373,
22.8703,µm,Spot,Image 1,202,1000180367,180374,
20.4449,µm,Spot,Image 1,237,1000180375,180375,
20.9217,µm,Spot,Image 1,238,1000180375,180376,
16.068,µm,Spot,Image 1,241,1000180377,180377,
15.1455,µm,Spot,Image 1,242,1000180377,180378,
15.1488,µm,Spot,Image 1,243,1000180377,180379,
22.7503,µm,Spot,Image 1,302,1000180380,180380,
23.2303,µm,Spot,Image 1,303,1000180380,180381,
23.4703,µm,Spot,Image 1,304,1000180380,180382,
23.2303,µm,Spot,Image 1,305,1000180380,180383,
23.3503,µm,Spot,Image 1,306,1000180380,180384,
23.2303,µm,Spot,Image 1,307,1000180380,180385,
22.3903,µm,Spot,Image 1,308,1000180380,180386,
22.8703,µm,Spot,Image 1,309,1000180380,180387,
22.1503,µm,Spot,Image 1,310,1000180380,180388,
