
Displacement Delta
 ==================== 
Displacement Delta X,Displacement Delta Y,Displacement Delta Z,Unit,Category,Collection,Time,TrackID,ID,
0,0,0,µm,Spot,Displacement Delta,1,1000022515,22515,
1.83507,0.617691,-1.1517,µm,Spot,Displacement Delta,2,1000022515,13148968,
-2.82621,-1.39025,0.161596,µm,Spot,Displacement Delta,3,1000022515,13148969,
-2.52531,-2.18988,0.0582809,µm,Spot,Displacement Delta,4,1000022515,13148970,
0.698757,0.0529938,0.514467,µm,Spot,Displacement Delta,5,1000022515,13148971,
1.02665,-0.522135,0.352262,µm,Spot,Displacement Delta,6,1000022515,13148972,
-0.549219,0.1105,-0.917599,µm,Spot,Displacement Delta,7,1000022515,13148973,
3.7163,1.99072,-0.759409,µm,Spot,Displacement Delta,8,1000022515,13148974,
-2.73599,0.333202,0.116903,µm,Spot,Displacement Delta,9,1000022515,13148975,
-1.13627,-2.30166,-0.426537,µm,Spot,Displacement Delta,10,1000022515,13148976,
-0.514557,-2.20431,-1.65465,µm,Spot,Displacement Delta,11,1000022515,13148977,
-0.173409,4.32114,1.71442,µm,Spot,Displacement Delta,12,1000022515,13148978,
0.102057,2.59209,0.676941,µm,Spot,Displacement Delta,13,1000022515,13148979,
-0.458757,0.599039,0.360498,µm,Spot,Displacement Delta,14,1000022515,13148980,
-0.787746,-1.49536,-0.528507,µm,Spot,Displacement Delta,15,1000022515,13148981,
0.401199,1.69221,0.979986,µm,Spot,Displacement Delta,16,1000022515,13148982,
-1.0273,-0.586784,-0.0172195,µm,Spot,Displacement Delta,17,1000022515,13148983,
0.425413,0.254839,-0.401962,µm,Spot,Displacement Delta,18,1000022515,13148984,
-0.928179,-0.768602,-0.5,µm,Spot,Displacement Delta,19,1000022515,13148985,
0.196728,-0.150389,0.5,µm,Spot,Displacement Delta,20,1000022515,13148986,
-0.211441,-0.779196,-0.233595,µm,Spot,Displacement Delta,21,1000022515,13148987,
-0.353617,-0.517822,-0.766405,µm,Spot,Displacement Delta,22,1000022515,13148988,
0.535255,-0.855186,0.5,µm,Spot,Displacement Delta,23,1000022515,13148989,
0.890337,-0.824755,0.0605164,µm,Spot,Displacement Delta,25,1000022515,13148990,
0.0298843,0.228977,-0.560516,µm,Spot,Displacement Delta,26,1000022515,13148991,
1.01051,-0.49485,0.5,µm,Spot,Displacement Delta,27,1000022515,13148992,
-0.31097,-0.702095,1.00074,µm,Spot,Displacement Delta,28,1000022515,13148993,
0.456789,-0.72019,-0.50074,µm,Spot,Displacement Delta,29,1000022515,13148994,
-1.44265,0.171606,-1.30116,µm,Spot,Displacement Delta,30,1000022515,13148995,
-5.5119,-1.24086,1.34593,µm,Spot,Displacement Delta,31,1000022515,13148996,
-2.827,-1.64803,-0.0169125,µm,Spot,Displacement Delta,32,1000022515,13148997,
1.56315,0.156282,0.410881,µm,Spot,Displacement Delta,33,1000022515,13148998,
2.654,2.24815,-2.23718,µm,Spot,Displacement Delta,34,1000022515,13148999,
-1.29408,2.06402,-1.22094,µm,Spot,Displacement Delta,35,1000022515,13149000,
-0.418468,-0.691282,-0.385731,µm,Spot,Displacement Delta,36,1000022515,13149001,
0.503551,-0.571505,1.04534,µm,Spot,Displacement Delta,37,1000022515,13149002,
0.243952,-0.393112,-0.271585,µm,Spot,Displacement Delta,38,1000022515,13149003,
3.87481,0.80475,-3.37105,µm,Spot,Displacement Delta,39,1000022515,13149004,
