
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,TrackID,ID,
25.2162,µm,Spot,Image 1,1,1000022515,22515,
24.5985,µm,Spot,Image 1,2,1000022515,13148968,
25.9888,µm,Spot,Image 1,3,1000022515,13148969,
24.0945,µm,Spot,Image 1,4,1000022515,13148970,
24.7932,µm,Spot,Image 1,5,1000022515,13148971,
25.8199,µm,Spot,Image 1,6,1000022515,13148972,
25.2707,µm,Spot,Image 1,7,1000022515,13148973,
25.883,µm,Spot,Image 1,8,1000022515,13148974,
26.2133,µm,Spot,Image 1,9,1000022515,13148975,
25.1147,µm,Spot,Image 1,10,1000022515,13148976,
24.1507,µm,Spot,Image 1,11,1000022515,13148977,
24.4267,µm,Spot,Image 1,12,1000022515,13148978,
23.8061,µm,Spot,Image 1,13,1000022515,13148979,
23.207,µm,Spot,Image 1,14,1000022515,13148980,
23.2823,µm,Spot,Image 1,15,1000022515,13148981,
23.0102,µm,Spot,Image 1,16,1000022515,13148982,
22.6562,µm,Spot,Image 1,17,1000022515,13148983,
23.0816,µm,Spot,Image 1,18,1000022515,13148984,
22.1534,µm,Spot,Image 1,19,1000022515,13148985,
22.3502,µm,Spot,Image 1,20,1000022515,13148986,
22.1387,µm,Spot,Image 1,21,1000022515,13148987,
21.7851,µm,Spot,Image 1,22,1000022515,13148988,
22.3204,µm,Spot,Image 1,23,1000022515,13148989,
23.2107,µm,Spot,Image 1,25,1000022515,13148990,
23.2406,µm,Spot,Image 1,26,1000022515,13148991,
24.2511,µm,Spot,Image 1,27,1000022515,13148992,
23.9401,µm,Spot,Image 1,28,1000022515,13148993,
24.3969,µm,Spot,Image 1,29,1000022515,13148994,
22.9543,µm,Spot,Image 1,30,1000022515,13148995,
17.4424,µm,Spot,Image 1,31,1000022515,13148996,
14.6153,µm,Spot,Image 1,32,1000022515,13148997,
16.1785,µm,Spot,Image 1,33,1000022515,13148998,
18.8325,µm,Spot,Image 1,34,1000022515,13148999,
17.5384,µm,Spot,Image 1,35,1000022515,13149000,
17.1199,µm,Spot,Image 1,36,1000022515,13149001,
17.6235,µm,Spot,Image 1,37,1000022515,13149002,
17.8675,µm,Spot,Image 1,38,1000022515,13149003,
21.7423,µm,Spot,Image 1,39,1000022515,13149004,
21.6912,µm,Spot,Image 1,40,1000022515,13149005,
22.1137,µm,Spot,Image 1,41,1000022515,13149006,
22.6809,µm,Spot,Image 1,42,1000022515,13149007,
23.121,µm,Spot,Image 1,43,1000022515,13149008,
22.0115,µm,Spot,Image 1,44,1000022515,13149009,
22.356,µm,Spot,Image 1,45,1000022515,13149010,
23.0609,µm,Spot,Image 1,46,1000022515,13149011,
23.0959,µm,Spot,Image 1,47,1000022515,13149012,
24.108,µm,Spot,Image 1,48,1000022515,13149013,
24.5315,µm,Spot,Image 1,49,1000022515,13149014,
24.4174,µm,Spot,Image 1,50,1000022515,13149015,
23.8137,µm,Spot,Image 1,51,1000022515,13149016,
22.3604,µm,Spot,Image 1,52,1000022515,13149017,
21.6651,µm,Spot,Image 1,53,1000022515,13149018,
20.2629,µm,Spot,Image 1,54,1000022515,13149019,
19.9031,µm,Spot,Image 1,55,1000022515,13149020,
18.9889,µm,Spot,Image 1,56,1000022515,13149021,
15.0896,µm,Spot,Image 1,57,1000022515,13149022,
13.6245,µm,Spot,Image 1,58,1000022515,13149023,
14.497,µm,Spot,Image 1,59,1000022515,13149024,
12.8393,µm,Spot,Image 1,60,1000022515,13149025,
12.2614,µm,Spot,Image 1,61,1000022515,13149026,
13.5396,µm,Spot,Image 1,62,1000022515,13149027,
14.6699,µm,Spot,Image 1,63,1000022515,13149028,
15.9391,µm,Spot,Image 1,64,1000022515,13149029,
16.9509,µm,Spot,Image 1,65,1000022515,13149030,
17.613,µm,Spot,Image 1,66,1000022515,13149031,
18.8384,µm,Spot,Image 1,67,1000022515,13149032,
18.2078,µm,Spot,Image 1,68,1000022515,13149033,
17.7234,µm,Spot,Image 1,69,1000022515,13149034,
17.3459,µm,Spot,Image 1,70,1000022515,13149035,
17.9982,µm,Spot,Image 1,71,1000022515,13149036,
19.3436,µm,Spot,Image 1,72,1000022515,13149037,
19.953,µm,Spot,Image 1,73,1000022515,13149038,
20.6813,µm,Spot,Image 1,74,1000022515,13149039,
21.2245,µm,Spot,Image 1,75,1000022515,13149040,
21.5581,µm,Spot,Image 1,76,1000022515,13149041,
20.2172,µm,Spot,Image 1,77,1000022515,13149042,
21.74,µm,Spot,Image 1,78,1000022515,13149043,
21.8357,µm,Spot,Image 1,79,1000022515,13149044,
22.0179,µm,Spot,Image 1,80,1000022515,13149045,
22.9341,µm,Spot,Image 1,81,1000022515,13149046,
21.4922,µm,Spot,Image 1,82,1000022515,13149047,
24.1568,µm,Spot,Image 1,83,1000022515,13149048,
22.8657,µm,Spot,Image 1,84,1000022515,13149049,
19.8702,µm,Spot,Image 1,85,1000022515,13149050,
22.7577,µm,Spot,Image 1,86,1000022515,13149051,
24.4627,µm,Spot,Image 1,87,1000022515,13149052,
22.6267,µm,Spot,Image 1,88,1000022515,13149053,
20.5364,µm,Spot,Image 1,89,1000022515,13149054,
23.8011,µm,Spot,Image 1,90,1000022515,13149055,
25.2515,µm,Spot,Image 1,91,1000022515,13149056,
24.8611,µm,Spot,Image 1,92,1000022515,13149057,
24.8614,µm,Spot,Image 1,93,1000022515,13149058,
23.5237,µm,Spot,Image 1,94,1000022515,13149059,
23.2569,µm,Spot,Image 1,95,1000022515,13149060,
22.7271,µm,Spot,Image 1,96,1000022515,13149061,
25.1515,µm,Spot,Image 1,97,1000022515,13149062,
23.2908,µm,Spot,Image 1,98,1000022515,13149063,
24.6145,µm,Spot,Image 1,99,1000022515,13149064,
23.6521,µm,Spot,Image 1,100,1000022515,13149065,
24.3337,µm,Spot,Image 1,101,1000022515,13149066,
25.0643,µm,Spot,Image 1,102,1000022515,13149067,
23.8149,µm,Spot,Image 1,103,1000022515,13149068,
20.9145,µm,Spot,Image 1,104,1000022515,13149069,
22.2334,µm,Spot,Image 1,105,1000022515,13149070,
21.8927,µm,Spot,Image 1,106,1000022515,13149071,
19.2805,µm,Spot,Image 1,107,1000022515,13149072,
18.0805,µm,Spot,Image 1,108,1000022515,13149073,
16.8135,µm,Spot,Image 1,109,1000022515,13149074,
17.4694,µm,Spot,Image 1,110,1000022515,13149075,
16.843,µm,Spot,Image 1,111,1000022515,13149076,
15.6389,µm,Spot,Image 1,112,1000022515,13149077,
15.621,µm,Spot,Image 1,113,1000022515,13149078,
16.4145,µm,Spot,Image 1,114,1000022515,13149079,
17.1959,µm,Spot,Image 1,115,1000022515,13149080,
18.3638,µm,Spot,Image 1,116,1000022515,13149081,
19.1422,µm,Spot,Image 1,117,1000022515,13149082,
20.0707,µm,Spot,Image 1,118,1000022515,13149083,
20.2725,µm,Spot,Image 1,119,1000022515,13149084,
21.5553,µm,Spot,Image 1,120,1000022515,13149085,
20.8563,µm,Spot,Image 1,121,1000022515,13149086,
21.9945,µm,Spot,Image 1,122,1000022515,13149087,
23.0568,µm,Spot,Image 1,123,1000022515,13149088,
19.5161,µm,Spot,Image 1,124,1000022515,13149089,
18.6604,µm,Spot,Image 1,125,1000022515,13149090,
17.5399,µm,Spot,Image 1,126,1000022515,13149091,
17.969,µm,Spot,Image 1,127,1000022515,13149092,
11.9706,µm,Spot,Image 1,128,1000022515,13149093,
9.9975,µm,Spot,Image 1,129,1000022515,13149094,
10.2309,µm,Spot,Image 1,130,1000022515,13149095,
9.98739,µm,Spot,Image 1,131,1000022515,13149096,
10.8212,µm,Spot,Image 1,132,1000022515,13149097,
12.5788,µm,Spot,Image 1,133,1000022515,13149098,
14.4452,µm,Spot,Image 1,134,1000022515,13149099,
18.7488,µm,Spot,Image 1,135,1000022515,13149100,
20.5315,µm,Spot,Image 1,136,1000022515,13149101,
21.6074,µm,Spot,Image 1,137,1000022515,13149102,
23.018,µm,Spot,Image 1,138,1000022515,13149103,
23.3048,µm,Spot,Image 1,139,1000022515,13149104,
23.002,µm,Spot,Image 1,140,1000022515,13149105,
24.0493,µm,Spot,Image 1,141,1000022515,13149106,
22.4792,µm,Spot,Image 1,142,1000022515,13149107,
21.4668,µm,Spot,Image 1,143,1000022515,13149108,
21.7028,µm,Spot,Image 1,144,1000022515,13149109,
21.3894,µm,Spot,Image 1,145,1000022515,13149110,
21.1097,µm,Spot,Image 1,146,1000022515,13149111,
20.7508,µm,Spot,Image 1,147,1000022515,13149112,
17.9519,µm,Spot,Image 1,148,1000022515,13149113,
16.9054,µm,Spot,Image 1,149,1000022515,13149114,
18.013,µm,Spot,Image 1,150,1000022515,13149115,
17.0622,µm,Spot,Image 1,151,1000022515,13149116,
18.2538,µm,Spot,Image 1,152,1000022515,13149117,
19.3735,µm,Spot,Image 1,153,1000022515,13149118,
19.9405,µm,Spot,Image 1,154,1000022515,13149119,
20.3031,µm,Spot,Image 1,155,1000022515,13149120,
20.9755,µm,Spot,Image 1,156,1000022515,13149121,
20.9516,µm,Spot,Image 1,157,1000022515,13149122,
20.5059,µm,Spot,Image 1,158,1000022515,13149123,
19.5319,µm,Spot,Image 1,159,1000022515,13149124,
18.8725,µm,Spot,Image 1,160,1000022515,13149125,
19.0901,µm,Spot,Image 1,161,1000022515,13149126,
19.4256,µm,Spot,Image 1,162,1000022515,13149127,
19.3397,µm,Spot,Image 1,163,1000022515,13149128,
19.131,µm,Spot,Image 1,164,1000022515,13149129,
18.9964,µm,Spot,Image 1,165,1000022515,13149130,
19.2231,µm,Spot,Image 1,166,1000022515,13149131,
19.5158,µm,Spot,Image 1,167,1000022515,13149132,
19.579,µm,Spot,Image 1,168,1000022515,13149133,
19.1624,µm,Spot,Image 1,169,1000022515,13149134,
20.3174,µm,Spot,Image 1,170,1000022515,13149135,
19.571,µm,Spot,Image 1,171,1000022515,13149136,
20.5768,µm,Spot,Image 1,172,1000022515,13149137,
21.0521,µm,Spot,Image 1,173,1000022515,13149138,
20.7582,µm,Spot,Image 1,174,1000022515,13149139,
20.7382,µm,Spot,Image 1,175,1000022515,13149140,
21.9333,µm,Spot,Image 1,176,1000022515,13149141,
22.6892,µm,Spot,Image 1,177,1000022515,13149142,
23.1105,µm,Spot,Image 1,178,1000022515,13149143,
23.1105,µm,Spot,Image 1,179,1000022515,13149144,
22.4933,µm,Spot,Image 1,180,1000022515,13149145,
