
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,TrackID,ID,
600.197,,Spot,1,Image 1,22,1000000397,397,
596.343,,Spot,1,Image 1,23,1000000397,399,
636.642,,Spot,1,Image 1,24,1000000397,401,
663.313,,Spot,1,Image 1,25,1000000397,403,
665.532,,Spot,1,Image 1,26,1000000397,405,
639.46,,Spot,1,Image 1,27,1000000397,407,
669.94,,Spot,1,Image 1,28,1000000397,409,
633.224,,Spot,1,Image 1,29,1000000397,411,
628.105,,Spot,1,Image 1,30,1000000397,413,
639.527,,Spot,1,Image 1,31,1000000397,415,
637.049,,Spot,1,Image 1,32,1000000397,417,
644.092,,Spot,1,Image 1,33,1000000397,419,
631.632,,Spot,1,Image 1,34,1000000397,421,
627.164,,Spot,1,Image 1,35,1000000397,423,
638.654,,Spot,1,Image 1,36,1000000397,425,
620.402,,Spot,1,Image 1,37,1000000397,427,
632.717,,Spot,1,Image 1,38,1000000397,429,
629.05,,Spot,1,Image 1,39,1000000397,431,
620.536,,Spot,1,Image 1,40,1000000397,433,
630.744,,Spot,1,Image 1,41,1000000397,435,
614.345,,Spot,1,Image 1,42,1000000397,437,
589.093,,Spot,1,Image 1,43,1000000397,439,
586.812,,Spot,1,Image 1,44,1000000397,441,
598.745,,Spot,1,Image 1,45,1000000397,443,
593.532,,Spot,1,Image 1,46,1000000397,445,
597.667,,Spot,1,Image 1,47,1000000397,447,
608.453,,Spot,1,Image 1,48,1000000397,449,
601.533,,Spot,1,Image 1,49,1000000397,451,
592.292,,Spot,1,Image 1,50,1000000397,453,
587.073,,Spot,1,Image 1,51,1000000397,455,
592.951,,Spot,1,Image 1,52,1000000397,457,
585.615,,Spot,1,Image 1,53,1000000397,459,
586.556,,Spot,1,Image 1,54,1000000397,461,
604.922,,Spot,1,Image 1,55,1000000397,463,
580.584,,Spot,1,Image 1,56,1000000397,465,
584.472,,Spot,1,Image 1,57,1000000397,467,
518.537,,Spot,1,Image 1,58,1000000397,469,
516.658,,Spot,1,Image 1,59,1000000397,471,
504.814,,Spot,1,Image 1,60,1000000397,473,
153.147,,Spot,1,Image 1,60,1000000474,474,
497.022,,Spot,1,Image 1,61,1000000397,475,
269.926,,Spot,1,Image 1,61,1000000474,476,
509.73,,Spot,1,Image 1,62,1000000397,477,
283.086,,Spot,1,Image 1,62,1000000474,478,
505.095,,Spot,1,Image 1,63,1000000397,479,
313.119,,Spot,1,Image 1,63,1000000474,480,
523.024,,Spot,1,Image 1,64,1000000397,481,
313.794,,Spot,1,Image 1,64,1000000474,482,
520.988,,Spot,1,Image 1,65,1000000397,483,
370.675,,Spot,1,Image 1,65,1000000474,484,
553.36,,Spot,1,Image 1,66,1000000397,485,
433.125,,Spot,1,Image 1,66,1000000474,486,
559.973,,Spot,1,Image 1,67,1000000397,487,
430.085,,Spot,1,Image 1,67,1000000474,488,
563.307,,Spot,1,Image 1,68,1000000397,489,
443.243,,Spot,1,Image 1,68,1000000474,490,
541.401,,Spot,1,Image 1,69,1000000397,491,
