
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,TrackID,ID,
22.7632,µm,Spot,Image 1,22,1000000397,397,
22.5065,µm,Spot,Image 1,23,1000000397,399,
22.7262,µm,Spot,Image 1,24,1000000397,401,
23.6965,µm,Spot,Image 1,25,1000000397,403,
24.4816,µm,Spot,Image 1,26,1000000397,405,
24.1318,µm,Spot,Image 1,27,1000000397,407,
24.3194,µm,Spot,Image 1,28,1000000397,409,
23.907,µm,Spot,Image 1,29,1000000397,411,
23.1471,µm,Spot,Image 1,30,1000000397,413,
23.4596,µm,Spot,Image 1,31,1000000397,415,
23.5409,µm,Spot,Image 1,32,1000000397,417,
23.9433,µm,Spot,Image 1,33,1000000397,419,
23.911,µm,Spot,Image 1,34,1000000397,421,
23.7262,µm,Spot,Image 1,35,1000000397,423,
23.8639,µm,Spot,Image 1,36,1000000397,425,
23.3755,µm,Spot,Image 1,37,1000000397,427,
22.978,µm,Spot,Image 1,38,1000000397,429,
23.3278,µm,Spot,Image 1,39,1000000397,431,
23.1135,µm,Spot,Image 1,40,1000000397,433,
23.243,µm,Spot,Image 1,41,1000000397,435,
22.9691,µm,Spot,Image 1,42,1000000397,437,
23.1989,µm,Spot,Image 1,43,1000000397,439,
23.4686,µm,Spot,Image 1,44,1000000397,441,
23.7322,µm,Spot,Image 1,45,1000000397,443,
23.5944,µm,Spot,Image 1,46,1000000397,445,
23.8181,µm,Spot,Image 1,47,1000000397,447,
23.4097,µm,Spot,Image 1,48,1000000397,449,
23.4067,µm,Spot,Image 1,49,1000000397,451,
23.4567,µm,Spot,Image 1,50,1000000397,453,
23.7352,µm,Spot,Image 1,51,1000000397,455,
23.4596,µm,Spot,Image 1,52,1000000397,457,
23.681,µm,Spot,Image 1,53,1000000397,459,
23.4916,µm,Spot,Image 1,54,1000000397,461,
23.6691,µm,Spot,Image 1,55,1000000397,463,
23.7202,µm,Spot,Image 1,56,1000000397,465,
23.9433,µm,Spot,Image 1,57,1000000397,467,
23.1024,µm,Spot,Image 1,58,1000000397,469,
23.5468,µm,Spot,Image 1,59,1000000397,471,
23.5795,µm,Spot,Image 1,60,1000000397,473,
18.8669,µm,Spot,Image 1,60,1000000474,474,
23.5795,µm,Spot,Image 1,61,1000000397,475,
19.5974,µm,Spot,Image 1,61,1000000474,476,
23.7202,µm,Spot,Image 1,62,1000000397,477,
19.841,µm,Spot,Image 1,62,1000000474,478,
23.7696,µm,Spot,Image 1,63,1000000397,479,
19.5974,µm,Spot,Image 1,63,1000000474,480,
23.8591,µm,Spot,Image 1,64,1000000397,481,
19.9627,µm,Spot,Image 1,64,1000000474,482,
24.7115,µm,Spot,Image 1,65,1000000397,483,
20.8151,µm,Spot,Image 1,65,1000000474,484,
24.4679,µm,Spot,Image 1,66,1000000397,485,
21.5456,µm,Spot,Image 1,66,1000000474,486,
24.1026,µm,Spot,Image 1,67,1000000397,487,
21.6674,µm,Spot,Image 1,67,1000000474,488,
23.8591,µm,Spot,Image 1,68,1000000397,489,
21.5456,µm,Spot,Image 1,68,1000000474,490,
23.8591,µm,Spot,Image 1,69,1000000397,491,
20.9368,µm,Spot,Image 1,69,1000000474,492,
23.3721,µm,Spot,Image 1,70,1000000397,493,
20.9368,µm,Spot,Image 1,70,1000000474,494,
23.6156,µm,Spot,Image 1,71,1000000397,495,
20.9368,µm,Spot,Image 1,71,1000000474,496,
23.0068,µm,Spot,Image 1,72,1000000397,497,
20.6933,µm,Spot,Image 1,72,1000000474,498,
23.0068,µm,Spot,Image 1,73,1000000397,499,
20.6933,µm,Spot,Image 1,73,1000000474,500,
22.885,µm,Spot,Image 1,74,1000000397,501,
20.8151,µm,Spot,Image 1,74,1000000474,502,
23.1285,µm,Spot,Image 1,75,1000000397,503,
19.841,µm,Spot,Image 1,75,1000000474,504,
23.0068,µm,Spot,Image 1,76,1000000397,505,
19.9627,µm,Spot,Image 1,76,1000000474,506,
22.398,µm,Spot,Image 1,77,1000000397,507,
20.8151,µm,Spot,Image 1,77,1000000474,508,
23.0068,µm,Spot,Image 1,78,1000000397,509,
20.9368,µm,Spot,Image 1,78,1000000474,510,
23.2503,µm,Spot,Image 1,79,1000000397,511,
21.1804,µm,Spot,Image 1,79,1000000474,512,
22.0327,µm,Spot,Image 1,80,1000000397,513,
21.0586,µm,Spot,Image 1,80,1000000474,514,
22.2762,µm,Spot,Image 1,81,1000000397,515,
21.1804,µm,Spot,Image 1,81,1000000474,516,
22.398,µm,Spot,Image 1,82,1000000397,517,
21.1804,µm,Spot,Image 1,82,1000000474,518,
23.4938,µm,Spot,Image 1,83,1000000397,519,
21.3021,µm,Spot,Image 1,83,1000000474,520,
22.7633,µm,Spot,Image 1,84,1000000397,521,
21.1804,µm,Spot,Image 1,84,1000000474,522,
23.0068,µm,Spot,Image 1,85,1000000397,523,
21.3021,µm,Spot,Image 1,85,1000000474,524,
23.1285,µm,Spot,Image 1,86,1000000397,525,
21.1804,µm,Spot,Image 1,86,1000000474,526,
22.885,µm,Spot,Image 1,87,1000000397,527,
22.0327,µm,Spot,Image 1,87,1000000474,528,
23.3721,µm,Spot,Image 1,88,1000000397,529,
22.2762,µm,Spot,Image 1,88,1000000474,530,
23.1285,µm,Spot,Image 1,89,1000000397,531,
21.9109,µm,Spot,Image 1,89,1000000474,532,
23.3721,µm,Spot,Image 1,90,1000000397,533,
22.0327,µm,Spot,Image 1,90,1000000474,534,
24.2244,µm,Spot,Image 1,91,1000000397,535,
22.6415,µm,Spot,Image 1,91,1000000474,536,
24.8505,µm,Spot,Image 1,92,1000000397,537,
21.6674,µm,Spot,Image 1,92,1000000474,538,
24.0703,µm,Spot,Image 1,93,1000000397,539,
21.7892,µm,Spot,Image 1,93,1000000474,540,
24.4527,µm,Spot,Image 1,94,1000000397,541,
21.6674,µm,Spot,Image 1,94,1000000474,542,
24.1524,µm,Spot,Image 1,95,1000000397,543,
21.7892,µm,Spot,Image 1,95,1000000474,544,
24.2089,µm,Spot,Image 1,96,1000000397,545,
22.0327,µm,Spot,Image 1,96,1000000474,546,
24.983,µm,Spot,Image 1,97,1000000397,547,
22.2762,µm,Spot,Image 1,97,1000000474,548,
25.3713,µm,Spot,Image 1,98,1000000397,549,
22.1544,µm,Spot,Image 1,98,1000000474,550,
25.5624,µm,Spot,Image 1,99,1000000397,551,
22.2762,µm,Spot,Image 1,99,1000000474,552,
25.0532,µm,Spot,Image 1,100,1000000397,553,
22.6415,µm,Spot,Image 1,100,1000000474,554,
24.6304,µm,Spot,Image 1,101,1000000397,555,
22.885,µm,Spot,Image 1,101,1000000474,556,
24.4611,µm,Spot,Image 1,102,1000000397,557,
23.1285,µm,Spot,Image 1,102,1000000474,558,
24.7854,µm,Spot,Image 1,103,1000000397,559,
23.1285,µm,Spot,Image 1,103,1000000474,560,
24.8655,µm,Spot,Image 1,104,1000000397,561,
23.2503,µm,Spot,Image 1,104,1000000474,562,
25.4068,µm,Spot,Image 1,105,1000000397,563,
24.5314,µm,Spot,Image 1,105,1000000474,564,
25.3916,µm,Spot,Image 1,106,1000000397,565,
24.3737,µm,Spot,Image 1,106,1000000474,566,
25.5625,µm,Spot,Image 1,107,1000000397,567,
24.7756,µm,Spot,Image 1,107,1000000474,568,
25.7159,µm,Spot,Image 1,108,1000000397,569,
24.6558,µm,Spot,Image 1,108,1000000474,570,
25.8901,µm,Spot,Image 1,109,1000000397,571,
24.5766,µm,Spot,Image 1,109,1000000474,572,
26.4173,µm,Spot,Image 1,110,1000000397,573,
24.0936,µm,Spot,Image 1,110,1000000474,574,
26.5167,µm,Spot,Image 1,111,1000000397,575,
24.908,µm,Spot,Image 1,111,1000000474,576,
27.8535,µm,Spot,Image 1,112,1000000397,577,
25.1025,µm,Spot,Image 1,112,1000000474,578,
28.8764,µm,Spot,Image 1,113,1000000397,579,
26.358,µm,Spot,Image 1,113,1000000474,580,
29.3005,µm,Spot,Image 1,114,1000000397,581,
26.5176,µm,Spot,Image 1,114,1000000474,582,
29.56,µm,Spot,Image 1,115,1000000397,583,
26.5386,µm,Spot,Image 1,115,1000000474,584,
30.4245,µm,Spot,Image 1,116,1000000397,585,
26.7608,µm,Spot,Image 1,116,1000000474,586,
31.044,µm,Spot,Image 1,117,1000000397,587,
27.2468,µm,Spot,Image 1,117,1000000474,588,
31.0803,µm,Spot,Image 1,118,1000000397,589,
27.4468,µm,Spot,Image 1,118,1000000474,590,
31.0561,µm,Spot,Image 1,119,1000000397,591,
27.4317,µm,Spot,Image 1,119,1000000474,592,
27.6678,µm,Spot,Image 1,120,1000000474,593,
27.8541,µm,Spot,Image 1,121,1000000474,594,
28.5081,µm,Spot,Image 1,122,1000000474,595,
28.4073,µm,Spot,Image 1,123,1000000474,596,
27.8253,µm,Spot,Image 1,124,1000000474,597,
28.5001,µm,Spot,Image 1,125,1000000474,598,
2.26101,µm,Spot,Image 1,131,1000000599,599,
2.67151,µm,Spot,Image 1,132,1000000599,600,
3.76657,µm,Spot,Image 1,133,1000000599,601,
3.91271,µm,Spot,Image 1,134,1000000599,602,
4.35044,µm,Spot,Image 1,135,1000000599,603,
5.00223,µm,Spot,Image 1,136,1000000599,604,
5.26542,µm,Spot,Image 1,137,1000000599,605,
5.51491,µm,Spot,Image 1,138,1000000599,606,
6.50346,µm,Spot,Image 1,139,1000000599,607,
6.07335,µm,Spot,Image 1,140,1000000599,608,
6.00142,µm,Spot,Image 1,141,1000000599,609,
6.18941,µm,Spot,Image 1,142,1000000599,610,
6.15073,µm,Spot,Image 1,143,1000000599,611,
6.07053,µm,Spot,Image 1,144,1000000599,612,
6.10067,µm,Spot,Image 1,145,1000000599,613,
6.37683,µm,Spot,Image 1,146,1000000599,614,
6.83495,µm,Spot,Image 1,147,1000000599,615,
6.34433,µm,Spot,Image 1,148,1000000599,616,
6.37389,µm,Spot,Image 1,149,1000000599,617,
6.46756,µm,Spot,Image 1,150,1000000599,618,
6.57065,µm,Spot,Image 1,151,1000000599,619,
6.58897,µm,Spot,Image 1,152,1000000599,620,
22.3564,µm,Spot,Image 1,152,1000000621,621,
6.91409,µm,Spot,Image 1,153,1000000599,622,
22.6721,µm,Spot,Image 1,153,1000000621,623,
7.1849,µm,Spot,Image 1,154,1000000599,624,
23.1667,µm,Spot,Image 1,154,1000000621,625,
8.11227,µm,Spot,Image 1,155,1000000599,626,
24.2531,µm,Spot,Image 1,155,1000000621,627,
7.73122,µm,Spot,Image 1,156,1000000599,628,
24.4349,µm,Spot,Image 1,156,1000000621,629,
8.07671,µm,Spot,Image 1,157,1000000599,630,
24.4349,µm,Spot,Image 1,157,1000000621,631,
17.9033,µm,Spot,Image 1,157,1000000632,632,
25.205,µm,Spot,Image 1,158,1000000621,633,
18.5726,µm,Spot,Image 1,158,1000000632,634,
25.8438,µm,Spot,Image 1,159,1000000621,635,
19.3232,µm,Spot,Image 1,159,1000000632,636,
25.9004,µm,Spot,Image 1,160,1000000621,637,
19.6606,µm,Spot,Image 1,160,1000000632,638,
25.9911,µm,Spot,Image 1,161,1000000621,639,
20.0517,µm,Spot,Image 1,161,1000000632,640,
26.2903,µm,Spot,Image 1,162,1000000621,641,
20.0557,µm,Spot,Image 1,162,1000000632,642,
26.2903,µm,Spot,Image 1,163,1000000621,643,
21.0237,µm,Spot,Image 1,163,1000000632,644,
26.1327,µm,Spot,Image 1,164,1000000621,645,
21.6302,µm,Spot,Image 1,164,1000000632,646,
26.2595,µm,Spot,Image 1,165,1000000621,647,
21.5943,µm,Spot,Image 1,165,1000000632,648,
26.3866,µm,Spot,Image 1,166,1000000621,649,
21.97,µm,Spot,Image 1,166,1000000632,650,
26.3866,µm,Spot,Image 1,167,1000000621,651,
22.5736,µm,Spot,Image 1,167,1000000632,652,
26.4333,µm,Spot,Image 1,168,1000000621,653,
23.5274,µm,Spot,Image 1,168,1000000632,654,
26.1968,µm,Spot,Image 1,169,1000000621,655,
23.6457,µm,Spot,Image 1,169,1000000632,656,
27.0249,µm,Spot,Image 1,170,1000000621,657,
24.7447,µm,Spot,Image 1,170,1000000632,658,
25.6856,µm,Spot,Image 1,171,1000000621,659,
24.5897,µm,Spot,Image 1,171,1000000632,660,
26.5379,µm,Spot,Image 1,172,1000000621,661,
24.4386,µm,Spot,Image 1,172,1000000632,662,
26.6596,µm,Spot,Image 1,173,1000000621,663,
24.9308,µm,Spot,Image 1,173,1000000632,664,
26.7814,µm,Spot,Image 1,174,1000000621,665,
25.411,µm,Spot,Image 1,174,1000000632,666,
26.7814,µm,Spot,Image 1,175,1000000621,667,
25.0978,µm,Spot,Image 1,175,1000000632,668,
27.0249,µm,Spot,Image 1,176,1000000621,669,
24.5209,µm,Spot,Image 1,176,1000000632,670,
27.512,µm,Spot,Image 1,177,1000000621,671,
25.1893,µm,Spot,Image 1,177,1000000632,672,
26.9032,µm,Spot,Image 1,178,1000000621,673,
24.0112,µm,Spot,Image 1,178,1000000632,674,
27.1467,µm,Spot,Image 1,179,1000000621,675,
27.512,µm,Spot,Image 1,180,1000000621,676,
27.8773,µm,Spot,Image 1,180,,677,
27.7555,µm,Spot,Image 1,181,1000000621,678,
27.999,µm,Spot,Image 1,182,1000000621,679,
28.2426,µm,Spot,Image 1,183,1000000621,680,
28.4861,µm,Spot,Image 1,184,1000000621,681,
29.4602,µm,Spot,Image 1,185,1000000621,682,
29.2167,µm,Spot,Image 1,186,1000000621,683,
29.0949,µm,Spot,Image 1,187,1000000621,684,
30.3125,µm,Spot,Image 1,188,1000000621,685,
30.556,µm,Spot,Image 1,189,1000000621,686,
30.6778,µm,Spot,Image 1,190,1000000621,687,
31.2866,µm,Spot,Image 1,191,1000000621,688,
31.8954,µm,Spot,Image 1,192,1000000621,689,
32.2607,µm,Spot,Image 1,193,1000000621,690,
32.8753,µm,Spot,Image 1,194,1000000621,691,
32.6496,µm,Spot,Image 1,195,1000000621,692,
