
Distance To Nearest Neighbour
 ==================== 
Distance To Nearest Neighbour,Unit,Category,Time,TrackID,ID,
5.73366,µm,Spot,103,1000000397,559,
5.73366,µm,Spot,103,1000000474,560,
5.03537,µm,Spot,104,1000000397,561,
5.03537,µm,Spot,104,1000000474,562,
3.75422,µm,Spot,105,1000000397,563,
3.75422,µm,Spot,105,1000000474,564,
4.99226,µm,Spot,106,1000000397,565,
4.99226,µm,Spot,106,1000000474,566,
5.49441,µm,Spot,107,1000000397,567,
5.49441,µm,Spot,107,1000000474,568,
4.8477,µm,Spot,108,1000000397,569,
4.8477,µm,Spot,108,1000000474,570,
4.8552,µm,Spot,109,1000000397,571,
4.8552,µm,Spot,109,1000000474,572,
5.32691,µm,Spot,110,1000000397,573,
5.32691,µm,Spot,110,1000000474,574,
3.8715,µm,Spot,111,1000000397,575,
3.8715,µm,Spot,111,1000000474,576,
4.88625,µm,Spot,112,1000000397,577,
4.88625,µm,Spot,112,1000000474,578,
4.57333,µm,Spot,113,1000000397,579,
4.57333,µm,Spot,113,1000000474,580,
5.10081,µm,Spot,114,1000000397,581,
5.10081,µm,Spot,114,1000000474,582,
4.64298,µm,Spot,115,1000000397,583,
4.64298,µm,Spot,115,1000000474,584,
4.96544,µm,Spot,116,1000000397,585,
4.96544,µm,Spot,116,1000000474,586,
5.16262,µm,Spot,117,1000000397,587,
5.16262,µm,Spot,117,1000000474,588,
4.69666,µm,Spot,118,1000000397,589,
4.69666,µm,Spot,118,1000000474,590,
4.41017,µm,Spot,119,1000000397,591,
4.41017,µm,Spot,119,1000000474,592,
35.5637,µm,Spot,152,1000000599,620,
35.5637,µm,Spot,152,1000000621,621,
34.813,µm,Spot,153,1000000599,622,
34.813,µm,Spot,153,1000000621,623,
34.2856,µm,Spot,154,1000000599,624,
34.2856,µm,Spot,154,1000000621,625,
33.1706,µm,Spot,155,1000000599,626,
33.1706,µm,Spot,155,1000000621,627,
32.9457,µm,Spot,156,1000000599,628,
32.9457,µm,Spot,156,1000000621,629,
32.7693,µm,Spot,157,1000000599,630,
11.8063,µm,Spot,157,1000000621,631,
11.8063,µm,Spot,157,1000000632,632,
11.6818,µm,Spot,158,1000000621,633,
11.6818,µm,Spot,158,1000000632,634,
10.8003,µm,Spot,159,1000000621,635,
10.8003,µm,Spot,159,1000000632,636,
10.5994,µm,Spot,160,1000000621,637,
10.5994,µm,Spot,160,1000000632,638,
10.9507,µm,Spot,161,1000000621,639,
10.9507,µm,Spot,161,1000000632,640,
10.2038,µm,Spot,162,1000000621,641,
10.2038,µm,Spot,162,1000000632,642,
9.05974,µm,Spot,163,1000000621,643,
9.05974,µm,Spot,163,1000000632,644,
9.34191,µm,Spot,164,1000000621,645,
9.34191,µm,Spot,164,1000000632,646,
9.55978,µm,Spot,165,1000000621,647,
9.55978,µm,Spot,165,1000000632,648,
9.14058,µm,Spot,166,1000000621,649,
9.14058,µm,Spot,166,1000000632,650,
8.43716,µm,Spot,167,1000000621,651,
8.43716,µm,Spot,167,1000000632,652,
6.94829,µm,Spot,168,1000000621,653,
6.94829,µm,Spot,168,1000000632,654,
6.90562,µm,Spot,169,1000000621,655,
6.90562,µm,Spot,169,1000000632,656,
5.12016,µm,Spot,170,1000000621,657,
5.12016,µm,Spot,170,1000000632,658,
5.24946,µm,Spot,171,1000000621,659,
5.24946,µm,Spot,171,1000000632,660,
5.44297,µm,Spot,172,1000000621,661,
5.44297,µm,Spot,172,1000000632,662,
5.13827,µm,Spot,173,1000000621,663,
5.13827,µm,Spot,173,1000000632,664,
4.74662,µm,Spot,174,1000000621,665,
4.74662,µm,Spot,174,1000000632,666,
5.04835,µm,Spot,175,1000000621,667,
5.04835,µm,Spot,175,1000000632,668,
5.3429,µm,Spot,176,1000000621,669,
5.3429,µm,Spot,176,1000000632,670,
4.62763,µm,Spot,177,1000000621,671,
4.62763,µm,Spot,177,1000000632,672,
4.73429,µm,Spot,178,1000000621,673,
4.73429,µm,Spot,178,1000000632,674,
3.66311,µm,Spot,180,1000000621,676,
3.66311,µm,Spot,180,,677,
