
Track Speed StdDev
 ==================== 
Track Speed StdDev,Unit,Category,ID,
0.307963,,Track,1000000397,
0.491405,,Track,1000000474,
0.400164,,Track,1000000599,
0.277835,,Track,1000000621,
0.326519,,Track,1000000632,
