
Intensity Max Ch=2 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,TrackID,ID,
282,,Spot,2,Image 1,22,1000000397,397,
262,,Spot,2,Image 1,23,1000000397,399,
288,,Spot,2,Image 1,24,1000000397,401,
278,,Spot,2,Image 1,25,1000000397,403,
264,,Spot,2,Image 1,26,1000000397,405,
280,,Spot,2,Image 1,27,1000000397,407,
276,,Spot,2,Image 1,28,1000000397,409,
272,,Spot,2,Image 1,29,1000000397,411,
282,,Spot,2,Image 1,30,1000000397,413,
276,,Spot,2,Image 1,31,1000000397,415,
278,,Spot,2,Image 1,32,1000000397,417,
280,,Spot,2,Image 1,33,1000000397,419,
282,,Spot,2,Image 1,34,1000000397,421,
278,,Spot,2,Image 1,35,1000000397,423,
264,,Spot,2,Image 1,36,1000000397,425,
278,,Spot,2,Image 1,37,1000000397,427,
278,,Spot,2,Image 1,38,1000000397,429,
282,,Spot,2,Image 1,39,1000000397,431,
280,,Spot,2,Image 1,40,1000000397,433,
280,,Spot,2,Image 1,41,1000000397,435,
256,,Spot,2,Image 1,42,1000000397,437,
284,,Spot,2,Image 1,43,1000000397,439,
284,,Spot,2,Image 1,44,1000000397,441,
274,,Spot,2,Image 1,45,1000000397,443,
262,,Spot,2,Image 1,46,1000000397,445,
264,,Spot,2,Image 1,47,1000000397,447,
282,,Spot,2,Image 1,48,1000000397,449,
272,,Spot,2,Image 1,49,1000000397,451,
276,,Spot,2,Image 1,50,1000000397,453,
274,,Spot,2,Image 1,51,1000000397,455,
258,,Spot,2,Image 1,52,1000000397,457,
270,,Spot,2,Image 1,53,1000000397,459,
270,,Spot,2,Image 1,54,1000000397,461,
278,,Spot,2,Image 1,55,1000000397,463,
276,,Spot,2,Image 1,56,1000000397,465,
262,,Spot,2,Image 1,57,1000000397,467,
262,,Spot,2,Image 1,58,1000000397,469,
268,,Spot,2,Image 1,59,1000000397,471,
258,,Spot,2,Image 1,60,1000000397,473,
262,,Spot,2,Image 1,60,1000000474,474,
266,,Spot,2,Image 1,61,1000000397,475,
258,,Spot,2,Image 1,61,1000000474,476,
272,,Spot,2,Image 1,62,1000000397,477,
264,,Spot,2,Image 1,62,1000000474,478,
280,,Spot,2,Image 1,63,1000000397,479,
268,,Spot,2,Image 1,63,1000000474,480,
262,,Spot,2,Image 1,64,1000000397,481,
260,,Spot,2,Image 1,64,1000000474,482,
264,,Spot,2,Image 1,65,1000000397,483,
260,,Spot,2,Image 1,65,1000000474,484,
274,,Spot,2,Image 1,66,1000000397,485,
280,,Spot,2,Image 1,66,1000000474,486,
262,,Spot,2,Image 1,67,1000000397,487,
260,,Spot,2,Image 1,67,1000000474,488,
282,,Spot,2,Image 1,68,1000000397,489,
284,,Spot,2,Image 1,68,1000000474,490,
270,,Spot,2,Image 1,69,1000000397,491,
264,,Spot,2,Image 1,69,1000000474,492,
276,,Spot,2,Image 1,70,1000000397,493,
290,,Spot,2,Image 1,70,1000000474,494,
262,,Spot,2,Image 1,71,1000000397,495,
282,,Spot,2,Image 1,71,1000000474,496,
256,,Spot,2,Image 1,72,1000000397,497,
282,,Spot,2,Image 1,72,1000000474,498,
264,,Spot,2,Image 1,73,1000000397,499,
258,,Spot,2,Image 1,73,1000000474,500,
258,,Spot,2,Image 1,74,1000000397,501,
260,,Spot,2,Image 1,74,1000000474,502,
260,,Spot,2,Image 1,75,1000000397,503,
256,,Spot,2,Image 1,75,1000000474,504,
260,,Spot,2,Image 1,76,1000000397,505,
262,,Spot,2,Image 1,76,1000000474,506,
260,,Spot,2,Image 1,77,1000000397,507,
262,,Spot,2,Image 1,77,1000000474,508,
282,,Spot,2,Image 1,78,1000000397,509,
282,,Spot,2,Image 1,78,1000000474,510,
268,,Spot,2,Image 1,79,1000000397,511,
280,,Spot,2,Image 1,79,1000000474,512,
286,,Spot,2,Image 1,80,1000000397,513,
280,,Spot,2,Image 1,80,1000000474,514,
268,,Spot,2,Image 1,81,1000000397,515,
258,,Spot,2,Image 1,81,1000000474,516,
264,,Spot,2,Image 1,82,1000000397,517,
260,,Spot,2,Image 1,82,1000000474,518,
264,,Spot,2,Image 1,83,1000000397,519,
266,,Spot,2,Image 1,83,1000000474,520,
260,,Spot,2,Image 1,84,1000000397,521,
274,,Spot,2,Image 1,84,1000000474,522,
266,,Spot,2,Image 1,85,1000000397,523,
286,,Spot,2,Image 1,85,1000000474,524,
260,,Spot,2,Image 1,86,1000000397,525,
260,,Spot,2,Image 1,86,1000000474,526,
268,,Spot,2,Image 1,87,1000000397,527,
272,,Spot,2,Image 1,87,1000000474,528,
260,,Spot,2,Image 1,88,1000000397,529,
256,,Spot,2,Image 1,88,1000000474,530,
282,,Spot,2,Image 1,89,1000000397,531,
282,,Spot,2,Image 1,89,1000000474,532,
256,,Spot,2,Image 1,90,1000000397,533,
256,,Spot,2,Image 1,90,1000000474,534,
258,,Spot,2,Image 1,91,1000000397,535,
260,,Spot,2,Image 1,91,1000000474,536,
272,,Spot,2,Image 1,92,1000000397,537,
262,,Spot,2,Image 1,92,1000000474,538,
276,,Spot,2,Image 1,93,1000000397,539,
284,,Spot,2,Image 1,93,1000000474,540,
