
Track Diameter Mean
 ==================== 
Track Diameter Mean,Unit,Category,ID,
5.73535,,Track,1000000397,
5.73535,,Track,1000000474,
5.73535,,Track,1000000599,
5.73535,,Track,1000000621,
5.73535,,Track,1000000632,
