
Track Diameter Mean
 ==================== 
Track Diameter Mean,Unit,Category,ID,
5,,Track,1000000000,
5,,Track,1000000139,
5,,Track,1000000209,
5,,Track,1000000287,
5,,Track,1000000336,
5,,Track,1000000452,
5,,Track,1000000612,
5,,Track,1000000730,
5,,Track,1000000753,
5,,Track,1000000794,
5,,Track,1000000806,
