
Intensity Median Ch=1 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,TrackID,ID,
225.016,,Spot,1,Image 1,1,1000000000,0,
224,,Spot,1,Image 1,2,1000000000,1,
224.968,,Spot,1,Image 1,3,1000000000,2,
244.036,,Spot,1,Image 1,4,1000000000,3,
255,,Spot,1,Image 1,5,1000000000,4,
264.04,,Spot,1,Image 1,6,1000000000,5,
272.992,,Spot,1,Image 1,7,1000000000,6,
275,,Spot,1,Image 1,8,1000000000,7,
285.04,,Spot,1,Image 1,9,1000000000,8,
290.04,,Spot,1,Image 1,10,1000000000,9,
298.024,,Spot,1,Image 1,11,1000000000,10,
305.88,,Spot,1,Image 1,12,1000000000,11,
305.04,,Spot,1,Image 1,13,1000000000,12,
304.136,,Spot,1,Image 1,14,1000000000,13,
302.916,,Spot,1,Image 1,15,1000000000,14,
300.04,,Spot,1,Image 1,16,1000000000,15,
310.04,,Spot,1,Image 1,17,1000000000,16,
296.944,,Spot,1,Image 1,18,1000000000,17,
301.048,,Spot,1,Image 1,19,1000000000,18,
291.956,,Spot,1,Image 1,20,1000000000,19,
286.136,,Spot,1,Image 1,21,1000000000,20,
293.016,,Spot,1,Image 1,22,1000000000,21,
289.944,,Spot,1,Image 1,23,1000000000,22,
290.08,,Spot,1,Image 1,24,1000000000,23,
280.94,,Spot,1,Image 1,25,1000000000,24,
271.972,,Spot,1,Image 1,26,1000000000,25,
271.032,,Spot,1,Image 1,27,1000000000,26,
278.944,,Spot,1,Image 1,28,1000000000,27,
274,,Spot,1,Image 1,29,1000000000,28,
275.076,,Spot,1,Image 1,30,1000000000,29,
267.968,,Spot,1,Image 1,31,1000000000,30,
258.98,,Spot,1,Image 1,32,1000000000,31,
255.008,,Spot,1,Image 1,33,1000000000,32,
252.072,,Spot,1,Image 1,34,1000000000,33,
246.032,,Spot,1,Image 1,35,1000000000,34,
242.088,,Spot,1,Image 1,36,1000000000,35,
241.968,,Spot,1,Image 1,37,1000000000,36,
204.016,,Spot,1,Image 1,37,1000000139,139,
241.952,,Spot,1,Image 1,38,1000000000,140,
204.032,,Spot,1,Image 1,38,1000000139,141,
248.12,,Spot,1,Image 1,39,1000000000,142,
205.012,,Spot,1,Image 1,39,1000000139,143,
249.944,,Spot,1,Image 1,40,1000000000,144,
208.952,,Spot,1,Image 1,40,1000000139,145,
242.984,,Spot,1,Image 1,41,1000000000,146,
208.02,,Spot,1,Image 1,41,1000000139,147,
243.96,,Spot,1,Image 1,42,1000000000,148,
213.056,,Spot,1,Image 1,42,1000000139,149,
247.06,,Spot,1,Image 1,43,1000000000,150,
213.024,,Spot,1,Image 1,43,1000000139,151,
246,,Spot,1,Image 1,44,1000000000,152,
217.95,,Spot,1,Image 1,44,1000000139,153,
248.06,,Spot,1,Image 1,45,1000000000,154,
225.982,,Spot,1,Image 1,45,1000000139,155,
249.1,,Spot,1,Image 1,46,1000000000,156,
222.984,,Spot,1,Image 1,46,1000000139,157,
251.1,,Spot,1,Image 1,47,1000000000,158,
227.032,,Spot,1,Image 1,47,1000000139,159,
243.952,,Spot,1,Image 1,48,1000000000,160,
222.016,,Spot,1,Image 1,48,1000000139,161,
242.04,,Spot,1,Image 1,49,1000000000,162,
225.04,,Spot,1,Image 1,49,1000000139,163,
223.04,,Spot,1,Image 1,50,1000000139,164,
227.936,,Spot,1,Image 1,51,1000000139,165,
226.928,,Spot,1,Image 1,52,1000000139,166,
220.936,,Spot,1,Image 1,53,1000000139,167,
224.96,,Spot,1,Image 1,54,1000000139,168,
226.056,,Spot,1,Image 1,55,1000000139,169,
220,,Spot,1,Image 1,56,1000000139,170,
219.032,,Spot,1,Image 1,57,1000000139,171,
222.968,,Spot,1,Image 1,58,1000000139,172,
226.984,,Spot,1,Image 1,59,1000000139,173,
226.932,,Spot,1,Image 1,60,1000000139,174,
223.944,,Spot,1,Image 1,61,1000000139,175,
221.016,,Spot,1,Image 1,62,1000000139,176,
219.992,,Spot,1,Image 1,63,1000000139,177,
222.04,,Spot,1,Image 1,64,1000000139,178,
220.964,,Spot,1,Image 1,65,1000000139,179,
219.98,,Spot,1,Image 1,66,1000000139,180,
224.008,,Spot,1,Image 1,67,1000000139,181,
219,,Spot,1,Image 1,68,1000000139,182,
222.08,,Spot,1,Image 1,69,1000000139,183,
220.04,,Spot,1,Image 1,70,1000000139,184,
222.06,,Spot,1,Image 1,71,1000000139,185,
218.032,,Spot,1,Image 1,72,1000000139,186,
223.048,,Spot,1,Image 1,73,1000000139,187,
222.02,,Spot,1,Image 1,74,1000000139,188,
