
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,TrackID,ID,
16.5965,µm,Spot,Image 1,1,1000000000,0,
15.9166,µm,Spot,Image 1,2,1000000000,1,
15.8316,µm,Spot,Image 1,3,1000000000,2,
16.4368,µm,Spot,Image 1,4,1000000000,3,
17.1175,µm,Spot,Image 1,5,1000000000,4,
17.4221,µm,Spot,Image 1,6,1000000000,5,
17.7389,µm,Spot,Image 1,7,1000000000,6,
17.1949,µm,Spot,Image 1,8,1000000000,7,
17.2971,µm,Spot,Image 1,9,1000000000,8,
17.1922,µm,Spot,Image 1,10,1000000000,9,
16.8675,µm,Spot,Image 1,11,1000000000,10,
17.112,µm,Spot,Image 1,12,1000000000,11,
16.9511,µm,Spot,Image 1,13,1000000000,12,
16.6425,µm,Spot,Image 1,14,1000000000,13,
16.3952,µm,Spot,Image 1,15,1000000000,14,
16.3174,µm,Spot,Image 1,16,1000000000,15,
15.968,µm,Spot,Image 1,17,1000000000,16,
16.171,µm,Spot,Image 1,18,1000000000,17,
16.0777,µm,Spot,Image 1,19,1000000000,18,
15.6817,µm,Spot,Image 1,20,1000000000,19,
15.5053,µm,Spot,Image 1,21,1000000000,20,
15.6571,µm,Spot,Image 1,22,1000000000,21,
15.7376,µm,Spot,Image 1,23,1000000000,22,
15.8189,µm,Spot,Image 1,24,1000000000,23,
15.9183,µm,Spot,Image 1,25,1000000000,24,
15.955,µm,Spot,Image 1,26,1000000000,25,
16.1101,µm,Spot,Image 1,27,1000000000,26,
16.2419,µm,Spot,Image 1,28,1000000000,27,
15.9957,µm,Spot,Image 1,29,1000000000,28,
16.1598,µm,Spot,Image 1,30,1000000000,29,
16.1081,µm,Spot,Image 1,31,1000000000,30,
16.0746,µm,Spot,Image 1,32,1000000000,31,
15.8991,µm,Spot,Image 1,33,1000000000,32,
16.097,µm,Spot,Image 1,34,1000000000,33,
16.6165,µm,Spot,Image 1,35,1000000000,34,
17.3494,µm,Spot,Image 1,36,1000000000,35,
18.4615,µm,Spot,Image 1,37,1000000000,36,
0,µm,Spot,Image 1,37,1000000139,139,
19.0523,µm,Spot,Image 1,38,1000000000,140,
0,µm,Spot,Image 1,38,1000000139,141,
19.7009,µm,Spot,Image 1,39,1000000000,142,
0,µm,Spot,Image 1,39,1000000139,143,
20.1081,µm,Spot,Image 1,40,1000000000,144,
0,µm,Spot,Image 1,40,1000000139,145,
20.9495,µm,Spot,Image 1,41,1000000000,146,
0,µm,Spot,Image 1,41,1000000139,147,
21.193,µm,Spot,Image 1,42,1000000000,148,
0,µm,Spot,Image 1,42,1000000139,149,
21.4857,µm,Spot,Image 1,43,1000000000,150,
0.480995,µm,Spot,Image 1,43,1000000139,151,
22.2698,µm,Spot,Image 1,44,1000000000,152,
2.2464,µm,Spot,Image 1,44,1000000139,153,
21.2411,µm,Spot,Image 1,45,1000000000,154,
2.79131,µm,Spot,Image 1,45,1000000139,155,
20.9605,µm,Spot,Image 1,46,1000000000,156,
3.73159,µm,Spot,Image 1,46,1000000139,157,
20.8481,µm,Spot,Image 1,47,1000000000,158,
4.07181,µm,Spot,Image 1,47,1000000139,159,
21.2417,µm,Spot,Image 1,48,1000000000,160,
4.50031,µm,Spot,Image 1,48,1000000139,161,
21.1577,µm,Spot,Image 1,49,1000000000,162,
4.98052,µm,Spot,Image 1,49,1000000139,163,
5.24159,µm,Spot,Image 1,50,1000000139,164,
5.8436,µm,Spot,Image 1,51,1000000139,165,
6.11338,µm,Spot,Image 1,52,1000000139,166,
6.39853,µm,Spot,Image 1,53,1000000139,167,
7.04232,µm,Spot,Image 1,54,1000000139,168,
7.84163,µm,Spot,Image 1,55,1000000139,169,
8.29324,µm,Spot,Image 1,56,1000000139,170,
