
Displacement Length
 ==================== 
Displacement Length,Unit,Category,Time,TrackID,ID,
0,,Spot,1,1000000000,0,
1.74517,,Spot,2,1000000000,1,
2.64495,,Spot,3,1000000000,2,
2.89922,,Spot,4,1000000000,3,
3.5386,,Spot,5,1000000000,4,
3.70811,,Spot,6,1000000000,5,
3.85888,,Spot,7,1000000000,6,
4.26148,,Spot,8,1000000000,7,
3.88727,,Spot,9,1000000000,8,
3.75035,,Spot,10,1000000000,9,
3.92007,,Spot,11,1000000000,10,
3.96107,,Spot,12,1000000000,11,
3.36543,,Spot,13,1000000000,12,
3.15254,,Spot,14,1000000000,13,
3.13562,,Spot,15,1000000000,14,
3.01801,,Spot,16,1000000000,15,
3.66189,,Spot,17,1000000000,16,
2.97768,,Spot,18,1000000000,17,
3.06303,,Spot,19,1000000000,18,
2.87106,,Spot,20,1000000000,19,
3.00055,,Spot,21,1000000000,20,
3.20156,,Spot,22,1000000000,21,
3.37594,,Spot,23,1000000000,22,
3.3628,,Spot,24,1000000000,23,
2.91793,,Spot,25,1000000000,24,
2.68815,,Spot,26,1000000000,25,
2.76392,,Spot,27,1000000000,26,
3.0545,,Spot,28,1000000000,27,
3.07061,,Spot,29,1000000000,28,
3.05765,,Spot,30,1000000000,29,
3.05058,,Spot,31,1000000000,30,
2.53173,,Spot,32,1000000000,31,
1.92505,,Spot,33,1000000000,32,
2.38768,,Spot,34,1000000000,33,
2.48537,,Spot,35,1000000000,34,
2.32054,,Spot,36,1000000000,35,
3.15385,,Spot,37,1000000000,36,
0,,Spot,37,1000000139,139,
3.53081,,Spot,38,1000000000,140,
1.24886,,Spot,38,1000000139,141,
3.69858,,Spot,39,1000000000,142,
1.3115,,Spot,39,1000000139,143,
4.38544,,Spot,40,1000000000,144,
2.07851,,Spot,40,1000000139,145,
4.81699,,Spot,41,1000000000,146,
3.04964,,Spot,41,1000000139,147,
4.7226,,Spot,42,1000000000,148,
4.10697,,Spot,42,1000000139,149,
6.41866,,Spot,43,1000000000,150,
6.05565,,Spot,43,1000000139,151,
6.67843,,Spot,44,1000000000,152,
7.88819,,Spot,44,1000000139,153,
7.00501,,Spot,45,1000000000,154,
8.84515,,Spot,45,1000000139,155,
8.06924,,Spot,46,1000000000,156,
9.48854,,Spot,46,1000000139,157,
7.92321,,Spot,47,1000000000,158,
9.6867,,Spot,47,1000000139,159,
8.02501,,Spot,48,1000000000,160,
9.98921,,Spot,48,1000000139,161,
7.95106,,Spot,49,1000000000,162,
10.2305,,Spot,49,1000000139,163,
10.4441,,Spot,50,1000000139,164,
11.3762,,Spot,51,1000000139,165,
11.7132,,Spot,52,1000000139,166,
12.2318,,Spot,53,1000000139,167,
13.1307,,Spot,54,1000000139,168,
13.878,,Spot,55,1000000139,169,
14.3582,,Spot,56,1000000139,170,
14.6378,,Spot,57,1000000139,171,
15.0964,,Spot,58,1000000139,172,
15.1552,,Spot,59,1000000139,173,
15.2661,,Spot,60,1000000139,174,
15.5702,,Spot,61,1000000139,175,
15.1451,,Spot,62,1000000139,176,
15.3176,,Spot,63,1000000139,177,
15.6189,,Spot,64,1000000139,178,
15.7659,,Spot,65,1000000139,179,
15.9288,,Spot,66,1000000139,180,
16.367,,Spot,67,1000000139,181,
16.0366,,Spot,68,1000000139,182,
16.0366,,Spot,69,1000000139,183,
15.9895,,Spot,70,1000000139,184,
16.0038,,Spot,71,1000000139,185,
15.9288,,Spot,72,1000000139,186,
15.8684,,Spot,73,1000000139,187,
15.7264,,Spot,74,1000000139,188,
15.666,,Spot,75,1000000139,189,
15.8362,,Spot,76,1000000139,190,
16.007,,Spot,77,1000000139,191,
14.995,,Spot,78,1000000139,192,
15.1983,,Spot,79,1000000139,193,
15.1581,,Spot,80,1000000139,194,
15.2043,,Spot,81,1000000139,195,
15.4635,,Spot,82,1000000139,196,
15.8866,,Spot,83,1000000139,197,
16.2762,,Spot,84,1000000139,198,
0,,Spot,87,1000000139,201,
0.750963,,Spot,88,1000000139,202,
0.990574,,Spot,89,1000000139,203,
1.18754,,Spot,90,1000000139,204,
1.68648,,Spot,91,1000000139,205,
1.93383,,Spot,92,1000000139,206,
2.42617,,Spot,93,1000000139,207,
2.84594,,Spot,94,1000000139,208,
0,,Spot,94,1000000209,209,
3.01734,,Spot,95,1000000139,210,
1.05022,,Spot,95,1000000209,211,
3.95652,,Spot,96,1000000139,212,
1.76693,,Spot,96,1000000209,213,
4.21637,,Spot,97,1000000139,214,
2.72102,,Spot,97,1000000209,215,
4.7644,,Spot,98,1000000139,216,
3.14267,,Spot,98,1000000209,217,
9.73167,,Spot,99,1000000139,218,
4.27651,,Spot,99,1000000209,219,
11.0243,,Spot,100,1000000139,220,
3.97341,,Spot,100,1000000209,221,
11.9463,,Spot,101,1000000139,222,
3.61713,,Spot,101,1000000209,223,
11.8345,,Spot,102,1000000139,224,
3.6966,,Spot,102,1000000209,225,
12.0133,,Spot,103,1000000139,226,
4.53322,,Spot,103,1000000209,227,
12.5401,,Spot,104,1000000139,228,
4.99104,,Spot,104,1000000209,229,
13.3336,,Spot,105,1000000139,230,
6.01827,,Spot,105,1000000209,231,
13.526,,Spot,106,1000000139,232,
6.31462,,Spot,106,1000000209,233,
13.7147,,Spot,107,1000000139,234,
6.53091,,Spot,107,1000000209,235,
13.9202,,Spot,108,1000000139,236,
