
Intensity Min Ch=1 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,TrackID,ID,
178,,Spot,1,Image 1,1,1000000000,0,
182,,Spot,1,Image 1,2,1000000000,1,
183,,Spot,1,Image 1,3,1000000000,2,
190,,Spot,1,Image 1,4,1000000000,3,
183,,Spot,1,Image 1,5,1000000000,4,
194,,Spot,1,Image 1,6,1000000000,5,
203,,Spot,1,Image 1,7,1000000000,6,
193,,Spot,1,Image 1,8,1000000000,7,
221,,Spot,1,Image 1,9,1000000000,8,
217,,Spot,1,Image 1,10,1000000000,9,
228,,Spot,1,Image 1,11,1000000000,10,
225,,Spot,1,Image 1,12,1000000000,11,
220,,Spot,1,Image 1,13,1000000000,12,
218,,Spot,1,Image 1,14,1000000000,13,
216,,Spot,1,Image 1,15,1000000000,14,
207,,Spot,1,Image 1,16,1000000000,15,
235,,Spot,1,Image 1,17,1000000000,16,
205,,Spot,1,Image 1,18,1000000000,17,
201,,Spot,1,Image 1,19,1000000000,18,
196,,Spot,1,Image 1,20,1000000000,19,
200,,Spot,1,Image 1,21,1000000000,20,
219,,Spot,1,Image 1,22,1000000000,21,
221,,Spot,1,Image 1,23,1000000000,22,
210,,Spot,1,Image 1,24,1000000000,23,
205,,Spot,1,Image 1,25,1000000000,24,
208,,Spot,1,Image 1,26,1000000000,25,
184,,Spot,1,Image 1,27,1000000000,26,
211,,Spot,1,Image 1,28,1000000000,27,
192,,Spot,1,Image 1,29,1000000000,28,
209,,Spot,1,Image 1,30,1000000000,29,
183,,Spot,1,Image 1,31,1000000000,30,
199,,Spot,1,Image 1,32,1000000000,31,
189,,Spot,1,Image 1,33,1000000000,32,
189,,Spot,1,Image 1,34,1000000000,33,
183,,Spot,1,Image 1,35,1000000000,34,
191,,Spot,1,Image 1,36,1000000000,35,
170,,Spot,1,Image 1,37,1000000000,36,
183,,Spot,1,Image 1,37,1000000139,139,
173,,Spot,1,Image 1,38,1000000000,140,
181,,Spot,1,Image 1,38,1000000139,141,
183,,Spot,1,Image 1,39,1000000000,142,
178,,Spot,1,Image 1,39,1000000139,143,
191,,Spot,1,Image 1,40,1000000000,144,
181,,Spot,1,Image 1,40,1000000139,145,
175,,Spot,1,Image 1,41,1000000000,146,
178,,Spot,1,Image 1,41,1000000139,147,
189,,Spot,1,Image 1,42,1000000000,148,
179,,Spot,1,Image 1,42,1000000139,149,
179,,Spot,1,Image 1,43,1000000000,150,
182,,Spot,1,Image 1,43,1000000139,151,
176,,Spot,1,Image 1,44,1000000000,152,
179,,Spot,1,Image 1,44,1000000139,153,
186,,Spot,1,Image 1,45,1000000000,154,
182,,Spot,1,Image 1,45,1000000139,155,
187,,Spot,1,Image 1,46,1000000000,156,
184,,Spot,1,Image 1,46,1000000139,157,
191,,Spot,1,Image 1,47,1000000000,158,
166,,Spot,1,Image 1,47,1000000139,159,
186,,Spot,1,Image 1,48,1000000000,160,
183,,Spot,1,Image 1,48,1000000139,161,
187,,Spot,1,Image 1,49,1000000000,162,
182,,Spot,1,Image 1,49,1000000139,163,
175,,Spot,1,Image 1,50,1000000139,164,
180,,Spot,1,Image 1,51,1000000139,165,
184,,Spot,1,Image 1,52,1000000139,166,
166,,Spot,1,Image 1,53,1000000139,167,
177,,Spot,1,Image 1,54,1000000139,168,
184,,Spot,1,Image 1,55,1000000139,169,
179,,Spot,1,Image 1,56,1000000139,170,
179,,Spot,1,Image 1,57,1000000139,171,
180,,Spot,1,Image 1,58,1000000139,172,
183,,Spot,1,Image 1,59,1000000139,173,
185,,Spot,1,Image 1,60,1000000139,174,
183,,Spot,1,Image 1,61,1000000139,175,
178,,Spot,1,Image 1,62,1000000139,176,
183,,Spot,1,Image 1,63,1000000139,177,
181,,Spot,1,Image 1,64,1000000139,178,
183,,Spot,1,Image 1,65,1000000139,179,
179,,Spot,1,Image 1,66,1000000139,180,
177,,Spot,1,Image 1,67,1000000139,181,
185,,Spot,1,Image 1,68,1000000139,182,
186,,Spot,1,Image 1,69,1000000139,183,
184,,Spot,1,Image 1,70,1000000139,184,
186,,Spot,1,Image 1,71,1000000139,185,
178,,Spot,1,Image 1,72,1000000139,186,
178,,Spot,1,Image 1,73,1000000139,187,
183,,Spot,1,Image 1,74,1000000139,188,
178,,Spot,1,Image 1,75,1000000139,189,
184,,Spot,1,Image 1,76,1000000139,190,
180,,Spot,1,Image 1,77,1000000139,191,
182,,Spot,1,Image 1,78,1000000139,192,
183,,Spot,1,Image 1,79,1000000139,193,
180,,Spot,1,Image 1,80,1000000139,194,
189,,Spot,1,Image 1,81,1000000139,195,
184,,Spot,1,Image 1,82,1000000139,196,
188,,Spot,1,Image 1,83,1000000139,197,
195,,Spot,1,Image 1,84,1000000139,198,
198,,Spot,1,Image 1,85,1000000139,199,
190,,Spot,1,Image 1,86,1000000139,200,
193,,Spot,1,Image 1,87,1000000139,201,
197,,Spot,1,Image 1,88,1000000139,202,
188,,Spot,1,Image 1,89,1000000139,203,
190,,Spot,1,Image 1,90,1000000139,204,
179,,Spot,1,Image 1,91,1000000139,205,
189,,Spot,1,Image 1,92,1000000139,206,
185,,Spot,1,Image 1,93,1000000139,207,
179,,Spot,1,Image 1,94,1000000139,208,
183,,Spot,1,Image 1,94,1000000209,209,
178,,Spot,1,Image 1,95,1000000139,210,
181,,Spot,1,Image 1,95,1000000209,211,
180,,Spot,1,Image 1,96,1000000139,212,
179,,Spot,1,Image 1,96,1000000209,213,
180,,Spot,1,Image 1,97,1000000139,214,
186,,Spot,1,Image 1,97,1000000209,215,
181,,Spot,1,Image 1,98,1000000139,216,
183,,Spot,1,Image 1,98,1000000209,217,
185,,Spot,1,Image 1,99,1000000139,218,
187,,Spot,1,Image 1,99,1000000209,219,
185,,Spot,1,Image 1,100,1000000139,220,
180,,Spot,1,Image 1,100,1000000209,221,
184,,Spot,1,Image 1,101,1000000139,222,
182,,Spot,1,Image 1,101,1000000209,223,
183,,Spot,1,Image 1,102,1000000139,224,
188,,Spot,1,Image 1,102,1000000209,225,
181,,Spot,1,Image 1,103,1000000139,226,
191,,Spot,1,Image 1,103,1000000209,227,
186,,Spot,1,Image 1,104,1000000139,228,
189,,Spot,1,Image 1,104,1000000209,229,
186,,Spot,1,Image 1,105,1000000139,230,
193,,Spot,1,Image 1,105,1000000209,231,
188,,Spot,1,Image 1,106,1000000139,232,
206,,Spot,1,Image 1,106,1000000209,233,
183,,Spot,1,Image 1,107,1000000139,234,
197,,Spot,1,Image 1,107,1000000209,235,
189,,Spot,1,Image 1,108,1000000139,236,
197,,Spot,1,Image 1,108,1000000209,237,
188,,Spot,1,Image 1,109,1000000139,238,
215,,Spot,1,Image 1,109,1000000209,239,
185,,Spot,1,Image 1,110,1000000139,240,
204,,Spot,1,Image 1,110,1000000209,241,
185,,Spot,1,Image 1,111,1000000139,242,
