
Average Distance To 3 Nearest Neighbours
 ==================== 
Average Distance To 3 Nearest Neighbours,Unit,Category,Time,TrackID,ID,
0,µm,Spot,37,1000000000,36,
0,µm,Spot,37,1000000139,139,
0,µm,Spot,38,1000000000,140,
0,µm,Spot,38,1000000139,141,
0,µm,Spot,39,1000000000,142,
0,µm,Spot,39,1000000139,143,
0,µm,Spot,40,1000000000,144,
0,µm,Spot,40,1000000139,145,
0,µm,Spot,41,1000000000,146,
0,µm,Spot,41,1000000139,147,
0,µm,Spot,42,1000000000,148,
0,µm,Spot,42,1000000139,149,
0,µm,Spot,43,1000000000,150,
0,µm,Spot,43,1000000139,151,
0,µm,Spot,44,1000000000,152,
0,µm,Spot,44,1000000139,153,
0,µm,Spot,45,1000000000,154,
0,µm,Spot,45,1000000139,155,
0,µm,Spot,46,1000000000,156,
0,µm,Spot,46,1000000139,157,
0,µm,Spot,47,1000000000,158,
0,µm,Spot,47,1000000139,159,
0,µm,Spot,48,1000000000,160,
0,µm,Spot,48,1000000139,161,
0,µm,Spot,49,1000000000,162,
0,µm,Spot,49,1000000139,163,
0,µm,Spot,94,1000000139,208,
0,µm,Spot,94,1000000209,209,
0,µm,Spot,95,1000000139,210,
0,µm,Spot,95,1000000209,211,
0,µm,Spot,96,1000000139,212,
0,µm,Spot,96,1000000209,213,
0,µm,Spot,97,1000000139,214,
0,µm,Spot,97,1000000209,215,
0,µm,Spot,98,1000000139,216,
0,µm,Spot,98,1000000209,217,
0,µm,Spot,99,1000000139,218,
0,µm,Spot,99,1000000209,219,
0,µm,Spot,100,1000000139,220,
0,µm,Spot,100,1000000209,221,
0,µm,Spot,101,1000000139,222,
0,µm,Spot,101,1000000209,223,
0,µm,Spot,102,1000000139,224,
0,µm,Spot,102,1000000209,225,
0,µm,Spot,103,1000000139,226,
0,µm,Spot,103,1000000209,227,
0,µm,Spot,104,1000000139,228,
0,µm,Spot,104,1000000209,229,
0,µm,Spot,105,1000000139,230,
0,µm,Spot,105,1000000209,231,
0,µm,Spot,106,1000000139,232,
0,µm,Spot,106,1000000209,233,
0,µm,Spot,107,1000000139,234,
0,µm,Spot,107,1000000209,235,
0,µm,Spot,108,1000000139,236,
0,µm,Spot,108,1000000209,237,
0,µm,Spot,109,1000000139,238,
0,µm,Spot,109,1000000209,239,
0,µm,Spot,110,1000000139,240,
0,µm,Spot,110,1000000209,241,
0,µm,Spot,111,1000000139,242,
0,µm,Spot,111,1000000209,243,
0,µm,Spot,112,1000000139,244,
0,µm,Spot,112,1000000209,245,
0,µm,Spot,113,1000000139,246,
0,µm,Spot,113,1000000209,247,
0,µm,Spot,114,1000000139,248,
0,µm,Spot,114,1000000209,249,
0,µm,Spot,115,1000000139,250,
0,µm,Spot,115,1000000209,251,
0,µm,Spot,116,1000000139,252,
0,µm,Spot,116,1000000209,253,
0,µm,Spot,117,1000000139,254,
0,µm,Spot,117,1000000209,255,
0,µm,Spot,118,1000000139,256,
0,µm,Spot,118,1000000209,257,
0,µm,Spot,119,1000000139,258,
0,µm,Spot,119,1000000209,259,
0,µm,Spot,120,1000000139,260,
0,µm,Spot,120,1000000209,261,
0,µm,Spot,121,1000000139,262,
0,µm,Spot,121,1000000209,263,
0,µm,Spot,122,1000000139,264,
0,µm,Spot,122,1000000209,265,
0,µm,Spot,123,1000000139,266,
0,µm,Spot,123,1000000209,267,
0,µm,Spot,124,1000000139,268,
0,µm,Spot,124,1000000209,269,
0,µm,Spot,141,1000000209,286,
0,µm,Spot,141,1000000287,287,
0,µm,Spot,142,1000000209,288,
0,µm,Spot,142,1000000287,289,
0,µm,Spot,143,1000000209,290,
0,µm,Spot,143,1000000287,291,
0,µm,Spot,144,1000000209,292,
0,µm,Spot,144,1000000287,293,
0,µm,Spot,145,1000000209,294,
0,µm,Spot,145,1000000287,295,
0,µm,Spot,146,1000000209,296,
0,µm,Spot,146,1000000287,297,
0,µm,Spot,147,1000000209,298,
0,µm,Spot,147,1000000287,299,
0,µm,Spot,148,1000000209,300,
0,µm,Spot,148,1000000287,301,
0,µm,Spot,182,1000000287,335,
0,µm,Spot,182,1000000336,336,
0,µm,Spot,183,1000000287,337,
0,µm,Spot,183,1000000336,338,
0,µm,Spot,184,1000000287,339,
0,µm,Spot,184,1000000336,340,
0,µm,Spot,185,1000000287,341,
0,µm,Spot,185,1000000336,342,
0,µm,Spot,186,1000000287,343,
0,µm,Spot,186,1000000336,344,
0,µm,Spot,187,1000000287,345,
0,µm,Spot,187,1000000336,346,
0,µm,Spot,188,1000000287,347,
0,µm,Spot,188,1000000336,348,
0,µm,Spot,189,1000000287,349,
0,µm,Spot,189,1000000336,350,
0,µm,Spot,190,1000000287,351,
0,µm,Spot,190,1000000336,352,
0,µm,Spot,191,1000000287,353,
0,µm,Spot,191,1000000336,354,
0,µm,Spot,192,1000000287,355,
0,µm,Spot,192,1000000336,356,
0,µm,Spot,193,1000000287,357,
0,µm,Spot,193,1000000336,358,
0,µm,Spot,194,1000000287,359,
0,µm,Spot,194,1000000336,385,
0,µm,Spot,195,1000000287,386,
0,µm,Spot,195,1000000336,387,
0,µm,Spot,196,1000000287,388,
0,µm,Spot,196,1000000336,389,
0,µm,Spot,197,1000000287,390,
0,µm,Spot,197,1000000336,391,
0,µm,Spot,198,1000000287,392,
0,µm,Spot,198,1000000336,393,
0,µm,Spot,215,1000000336,410,
0,µm,Spot,215,1000000452,452,
0,µm,Spot,216,1000000336,453,
0,µm,Spot,216,1000000452,454,
0,µm,Spot,217,1000000336,455,
0,µm,Spot,217,1000000452,456,
0,µm,Spot,218,1000000336,457,
0,µm,Spot,218,1000000452,458,
0,µm,Spot,219,1000000336,459,
0,µm,Spot,219,1000000452,460,
0,µm,Spot,220,1000000336,461,
0,µm,Spot,220,1000000452,462,
0,µm,Spot,221,1000000336,463,
0,µm,Spot,221,1000000452,464,
0,µm,Spot,222,1000000336,465,
0,µm,Spot,222,1000000452,466,
0,µm,Spot,223,1000000336,467,
0,µm,Spot,223,1000000452,468,
0,µm,Spot,224,1000000336,469,
0,µm,Spot,224,1000000452,470,
0,µm,Spot,225,1000000336,471,
0,µm,Spot,225,1000000452,472,
0,µm,Spot,226,1000000336,473,
0,µm,Spot,226,1000000452,474,
0,µm,Spot,227,1000000336,475,
0,µm,Spot,227,1000000452,476,
0,µm,Spot,228,1000000336,477,
0,µm,Spot,228,1000000452,478,
0,µm,Spot,229,1000000336,479,
0,µm,Spot,229,1000000452,480,
0,µm,Spot,230,1000000336,481,
0,µm,Spot,230,1000000452,482,
0,µm,Spot,231,1000000336,483,
0,µm,Spot,231,1000000452,484,
0,µm,Spot,232,1000000336,485,
0,µm,Spot,232,1000000452,486,
0,µm,Spot,233,1000000336,487,
0,µm,Spot,233,1000000452,488,
0,µm,Spot,234,1000000336,489,
0,µm,Spot,234,1000000452,490,
0,µm,Spot,235,1000000336,491,
0,µm,Spot,235,1000000452,492,
0,µm,Spot,236,1000000336,493,
0,µm,Spot,236,1000000452,494,
0,µm,Spot,237,1000000336,495,
0,µm,Spot,237,1000000452,496,
0,µm,Spot,238,1000000336,497,
0,µm,Spot,238,1000000452,498,
0,µm,Spot,239,1000000336,499,
0,µm,Spot,239,1000000452,500,
0,µm,Spot,240,1000000336,501,
0,µm,Spot,240,1000000452,502,
0,µm,Spot,241,1000000336,503,
0,µm,Spot,241,1000000452,504,
0,µm,Spot,242,1000000336,505,
0,µm,Spot,242,1000000452,506,
0,µm,Spot,243,1000000336,507,
0,µm,Spot,243,1000000452,508,
0,µm,Spot,244,1000000336,509,
0,µm,Spot,244,1000000452,510,
0,µm,Spot,245,1000000336,511,
0,µm,Spot,245,1000000452,512,
0,µm,Spot,246,1000000336,513,
0,µm,Spot,246,1000000452,514,
0,µm,Spot,247,1000000336,515,
0,µm,Spot,247,1000000452,516,
0,µm,Spot,268,1000000452,537,
0,µm,Spot,268,1000000612,612,
0,µm,Spot,269,1000000452,613,
0,µm,Spot,269,1000000612,614,
0,µm,Spot,270,1000000452,615,
0,µm,Spot,270,1000000612,616,
0,µm,Spot,271,1000000452,617,
0,µm,Spot,271,1000000612,618,
0,µm,Spot,272,1000000452,619,
0,µm,Spot,272,1000000612,620,
0,µm,Spot,273,1000000452,621,
0,µm,Spot,273,1000000612,622,
0,µm,Spot,274,1000000452,623,
0,µm,Spot,274,1000000612,624,
