
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,TrackID,ID,
25.8655,µm,Spot,Image 1,1,1019132070,19132070,
26.3556,µm,Spot,Image 1,2,1019132070,19132071,
25.1696,µm,Spot,Image 1,3,1019132070,19132072,
25.3207,µm,Spot,Image 1,4,1019132070,19132073,
25.7466,µm,Spot,Image 1,5,1019132070,19132074,
25.057,µm,Spot,Image 1,6,1019132070,19132075,
25.9097,µm,Spot,Image 1,7,1019132070,19132076,
25.3528,µm,Spot,Image 1,8,1019132070,19132077,
25.2316,µm,Spot,Image 1,9,1019132070,19132078,
25.7762,µm,Spot,Image 1,10,1019132070,19132079,
25.5095,µm,Spot,Image 1,11,1019132070,19132080,
25.7416,µm,Spot,Image 1,12,1019132070,19132081,
24.735,µm,Spot,Image 1,13,1019132070,19132082,
24.4881,µm,Spot,Image 1,14,1019132070,19132083,
23.444,µm,Spot,Image 1,15,1019132070,19132084,
23.9137,µm,Spot,Image 1,16,1019132070,19132085,
23.8195,µm,Spot,Image 1,17,1019132070,19132086,
23.6335,µm,Spot,Image 1,18,1019132070,19132087,
22.7965,µm,Spot,Image 1,19,1019132070,19132088,
22.7035,µm,Spot,Image 1,20,1019132070,19132089,
22.4245,µm,Spot,Image 1,21,1019132070,19132090,
23.1181,µm,Spot,Image 1,22,1019132070,19132091,
25.1271,µm,Spot,Image 1,23,1019132070,19132092,
24.8346,µm,Spot,Image 1,24,1019132070,19132093,
24.581,µm,Spot,Image 1,25,1019132070,19132094,
25.3342,µm,Spot,Image 1,26,1019132070,19132095,
24.8847,µm,Spot,Image 1,27,1019132070,19132096,
24.7399,µm,Spot,Image 1,28,1019132070,19132097,
24.361,µm,Spot,Image 1,29,1019132070,19132098,
25.2691,µm,Spot,Image 1,30,1019132070,19132099,
24.769,µm,Spot,Image 1,31,1019132070,19132100,
24.7585,µm,Spot,Image 1,32,1019132070,19132101,
25.9062,µm,Spot,Image 1,33,1019132070,19132102,
24.8098,µm,Spot,Image 1,34,1019132070,19132103,
23.8021,µm,Spot,Image 1,35,1019132070,19132104,
23.6617,µm,Spot,Image 1,36,1019132070,19132105,
24.0491,µm,Spot,Image 1,37,1019132070,19132106,
23.3616,µm,Spot,Image 1,38,1019132070,19132107,
25.0639,µm,Spot,Image 1,39,1019132070,19132108,
24.6608,µm,Spot,Image 1,40,1019132070,19132109,
