
Intensity Median Ch=1 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,TrackID,ID,
312,,Spot,1,Image 1,1,1019132070,19132070,
305.952,,Spot,1,Image 1,2,1019132070,19132071,
324.078,,Spot,1,Image 1,3,1019132070,19132072,
316.036,,Spot,1,Image 1,4,1019132070,19132073,
320.12,,Spot,1,Image 1,5,1019132070,19132074,
358.032,,Spot,1,Image 1,6,1019132070,19132075,
325.968,,Spot,1,Image 1,7,1019132070,19132076,
330,,Spot,1,Image 1,8,1019132070,19132077,
336.032,,Spot,1,Image 1,9,1019132070,19132078,
318.036,,Spot,1,Image 1,10,1019132070,19132079,
336.04,,Spot,1,Image 1,11,1019132070,19132080,
333.984,,Spot,1,Image 1,12,1019132070,19132081,
331.98,,Spot,1,Image 1,13,1019132070,19132082,
366.032,,Spot,1,Image 1,14,1019132070,19132083,
335.928,,Spot,1,Image 1,15,1019132070,19132084,
331.998,,Spot,1,Image 1,16,1019132070,19132085,
329.02,,Spot,1,Image 1,17,1019132070,19132086,
303.98,,Spot,1,Image 1,18,1019132070,19132087,
274.04,,Spot,1,Image 1,19,1019132070,19132088,
266.014,,Spot,1,Image 1,20,1019132070,19132089,
285.988,,Spot,1,Image 1,21,1019132070,19132090,
304.992,,Spot,1,Image 1,22,1019132070,19132091,
365.968,,Spot,1,Image 1,23,1019132070,19132092,
345.924,,Spot,1,Image 1,24,1019132070,19132093,
344.08,,Spot,1,Image 1,25,1019132070,19132094,
346.088,,Spot,1,Image 1,26,1019132070,19132095,
362.024,,Spot,1,Image 1,27,1019132070,19132096,
361.028,,Spot,1,Image 1,28,1019132070,19132097,
352.056,,Spot,1,Image 1,29,1019132070,19132098,
340.028,,Spot,1,Image 1,30,1019132070,19132099,
364.016,,Spot,1,Image 1,31,1019132070,19132100,
366.048,,Spot,1,Image 1,32,1019132070,19132101,
357.988,,Spot,1,Image 1,33,1019132070,19132102,
391.024,,Spot,1,Image 1,34,1019132070,19132103,
378.028,,Spot,1,Image 1,35,1019132070,19132104,
376.984,,Spot,1,Image 1,36,1019132070,19132105,
368.08,,Spot,1,Image 1,37,1019132070,19132106,
373.97,,Spot,1,Image 1,38,1019132070,19132107,
382.024,,Spot,1,Image 1,39,1019132070,19132108,
351.008,,Spot,1,Image 1,40,1019132070,19132109,
370,,Spot,1,Image 1,41,1019132070,19132110,
334.048,,Spot,1,Image 1,42,1019132070,19132111,
336.08,,Spot,1,Image 1,43,1019132070,19132112,
309.968,,Spot,1,Image 1,44,1019132070,19132113,
338.02,,Spot,1,Image 1,45,1019132070,19132114,
357.948,,Spot,1,Image 1,46,1019132070,19132115,
327.968,,Spot,1,Image 1,47,1019132070,19132116,
328.02,,Spot,1,Image 1,48,1019132070,19132117,
334,,Spot,1,Image 1,49,1019132070,19132118,
326.032,,Spot,1,Image 1,50,1019132070,19132119,
312.048,,Spot,1,Image 1,51,1019132070,19132120,
348.048,,Spot,1,Image 1,52,1019132070,19132121,
348.048,,Spot,1,Image 1,53,1019132070,19132122,
362.032,,Spot,1,Image 1,54,1019132070,19132123,
348.06,,Spot,1,Image 1,55,1019132070,19132124,
359.984,,Spot,1,Image 1,56,1019132070,19132125,
366.028,,Spot,1,Image 1,57,1019132070,19132126,
332.08,,Spot,1,Image 1,58,1019132070,19132127,
291.984,,Spot,1,Image 1,59,1019132070,19132128,
304,,Spot,1,Image 1,60,1019132070,19132129,
307.968,,Spot,1,Image 1,61,1019132070,19132130,
329.968,,Spot,1,Image 1,62,1019132070,19132131,
332,,Spot,1,Image 1,63,1019132070,19132132,
318.072,,Spot,1,Image 1,64,1019132070,19132133,
283.024,,Spot,1,Image 1,65,1019132070,19132134,
293.968,,Spot,1,Image 1,66,1019132070,19132135,
274.032,,Spot,1,Image 1,67,1019132070,19132136,
302.02,,Spot,1,Image 1,68,1019132070,19132137,
276.952,,Spot,1,Image 1,69,1019132070,19132138,
308.024,,Spot,1,Image 1,70,1019132070,19132139,
332.05,,Spot,1,Image 1,71,1019132070,19132140,
317.968,,Spot,1,Image 1,72,1019132070,19132141,
314.04,,Spot,1,Image 1,73,1019132070,19132142,
321.972,,Spot,1,Image 1,74,1019132070,19132143,
322.08,,Spot,1,Image 1,75,1019132070,19132144,
319.984,,Spot,1,Image 1,76,1019132070,19132145,
348.042,,Spot,1,Image 1,77,1019132070,19132146,
319.99,,Spot,1,Image 1,78,1019132070,19132147,
321.994,,Spot,1,Image 1,79,1019132070,19132148,
333.92,,Spot,1,Image 1,80,1019132070,19132149,
325.932,,Spot,1,Image 1,81,1019132070,19132150,
318,,Spot,1,Image 1,82,1019132070,19132151,
318.024,,Spot,1,Image 1,83,1019132070,19132152,
309.968,,Spot,1,Image 1,84,1019132070,19132153,
298.06,,Spot,1,Image 1,85,1019132070,19132154,
296.016,,Spot,1,Image 1,86,1019132070,19132155,
301.04,,Spot,1,Image 1,87,1019132070,19132156,
324,,Spot,1,Image 1,88,1019132070,19132157,
328.04,,Spot,1,Image 1,89,1019132070,19132158,
328,,Spot,1,Image 1,90,1019132070,19132159,
333.946,,Spot,1,Image 1,91,1019132070,19132160,
327.04,,Spot,1,Image 1,92,1019132070,19132161,
338.016,,Spot,1,Image 1,93,1019132070,19132162,
344.964,,Spot,1,Image 1,94,1019132070,19132163,
337.984,,Spot,1,Image 1,95,1019132070,19132164,
320.04,,Spot,1,Image 1,96,1019132070,19132165,
299.984,,Spot,1,Image 1,97,1019132070,19132166,
326.04,,Spot,1,Image 1,98,1019132070,19132167,
318.04,,Spot,1,Image 1,99,1019132070,19132168,
323.984,,Spot,1,Image 1,100,1019132070,19132169,
341.976,,Spot,1,Image 1,101,1019132070,19132170,
372.016,,Spot,1,Image 1,102,1019132070,19132171,
322.048,,Spot,1,Image 1,103,1019132070,19132172,
343.975,,Spot,1,Image 1,104,1019132070,19132173,
364.066,,Spot,1,Image 1,105,1019132070,19132174,
345.986,,Spot,1,Image 1,106,1019132070,19132175,
349.904,,Spot,1,Image 1,107,1019132070,19132176,
354.92,,Spot,1,Image 1,108,1019132070,19132177,
336.04,,Spot,1,Image 1,109,1019132070,19132178,
280.968,,Spot,1,Image 1,110,1019132070,19132179,
341.948,,Spot,1,Image 1,111,1019132070,19132180,
342.024,,Spot,1,Image 1,112,1019132070,19132181,
311.968,,Spot,1,Image 1,113,1019132070,19132182,
300.028,,Spot,1,Image 1,114,1019132070,19132183,
336.02,,Spot,1,Image 1,115,1019132070,19132184,
352.072,,Spot,1,Image 1,116,1019132070,19132185,
354.056,,Spot,1,Image 1,117,1019132070,19132186,
333.024,,Spot,1,Image 1,118,1019132070,19132187,
317.964,,Spot,1,Image 1,119,1019132070,19132188,
344.05,,Spot,1,Image 1,120,1019132070,19132189,
372.992,,Spot,1,Image 1,121,1019132070,19132190,
353.944,,Spot,1,Image 1,122,1019132070,19132191,
347.968,,Spot,1,Image 1,123,1019132070,19132192,
357.948,,Spot,1,Image 1,124,1019132070,19132193,
368.1,,Spot,1,Image 1,125,1019132070,19132194,
339.008,,Spot,1,Image 1,126,1019132070,19132195,
319.98,,Spot,1,Image 1,127,1019132070,19132196,
326.08,,Spot,1,Image 1,128,1019132070,19132197,
343.952,,Spot,1,Image 1,129,1019132070,19132198,
337.104,,Spot,1,Image 1,130,1019132070,19132199,
330.026,,Spot,1,Image 1,131,1019132070,19132200,
324.028,,Spot,1,Image 1,132,1019132070,19132201,
336.1,,Spot,1,Image 1,133,1019132070,19132202,
343.968,,Spot,1,Image 1,134,1019132070,19132203,
336.048,,Spot,1,Image 1,135,1019132070,19132204,
306.048,,Spot,1,Image 1,136,1019132070,19132205,
346.06,,Spot,1,Image 1,137,1019132070,19132206,
321.984,,Spot,1,Image 1,138,1019132070,19132207,
334.1,,Spot,1,Image 1,139,1019132070,19132208,
315.972,,Spot,1,Image 1,140,1019132070,19132209,
332.08,,Spot,1,Image 1,141,1019132070,19132210,
358.054,,Spot,1,Image 1,142,1019132070,19132211,
346.08,,Spot,1,Image 1,143,1019132070,19132212,
338.02,,Spot,1,Image 1,144,1019132070,19132213,
345.88,,Spot,1,Image 1,145,1019132070,19132214,
357.048,,Spot,1,Image 1,146,1019132070,19132215,
346.076,,Spot,1,Image 1,147,1019132070,19132216,
349.04,,Spot,1,Image 1,148,1019132070,19132217,
344.002,,Spot,1,Image 1,149,1019132070,19132218,
342,,Spot,1,Image 1,150,1019132070,19132219,
305.944,,Spot,1,Image 1,151,1019132070,19132220,
311.008,,Spot,1,Image 1,152,1019132070,19132221,
299.984,,Spot,1,Image 1,153,1019132070,19132222,
274.056,,Spot,1,Image 1,154,1019132070,19132223,
306.952,,Spot,1,Image 1,155,1019132070,19132224,
