
Displacement Delta
 ==================== 
Displacement Delta X,Displacement Delta Y,Displacement Delta Z,Unit,Category,Collection,Time,TrackID,ID,
1.1234,-0.695929,0.336868,µm,Spot,Displacement Delta,1,1019132070,19132070,
-0.806791,-0.490072,-2.08521,µm,Spot,Displacement Delta,2,1019132070,19132071,
-0.316612,1.186,1.74834,µm,Spot,Displacement Delta,3,1019132070,19132072,
-1.71383,0.544794,-0.085495,µm,Spot,Displacement Delta,4,1019132070,19132073,
0.0383892,-0.425901,-1.90583,µm,Spot,Displacement Delta,5,1019132070,19132074,
-0.0805798,0.689619,-0.116993,µm,Spot,Displacement Delta,6,1019132070,19132075,
-0.707027,-0.852758,1.1626,µm,Spot,Displacement Delta,7,1019132070,19132076,
-0.993196,-0.186241,-0.461699,µm,Spot,Displacement Delta,8,1019132070,19132077,
-0.121187,-0.430925,0.077095,µm,Spot,Displacement Delta,9,1019132070,19132078,
0.544556,0.483181,-0.616756,µm,Spot,Displacement Delta,10,1019132070,19132079,
-0.266676,0.230885,0.119678,µm,Spot,Displacement Delta,11,1019132070,19132080,
0.232132,-0.085228,0.851294,µm,Spot,Displacement Delta,12,1019132070,19132081,
-1.00659,-0.791937,0.699766,µm,Spot,Displacement Delta,13,1019132070,19132082,
-0.246899,-0.535425,-0.111322,µm,Spot,Displacement Delta,14,1019132070,19132083,
-1.04416,-0.900293,0.29702,µm,Spot,Displacement Delta,15,1019132070,19132084,
0.469711,-0.341476,0.142527,µm,Spot,Displacement Delta,16,1019132070,19132085,
-0.0941811,-0.287302,0.785948,µm,Spot,Displacement Delta,17,1019132070,19132086,
-0.186001,-0.511381,0.320541,µm,Spot,Displacement Delta,18,1019132070,19132087,
-0.837,0.0259495,-0.144592,µm,Spot,Displacement Delta,19,1019132070,19132088,
-0.0929985,-0.839466,-0.243835,µm,Spot,Displacement Delta,20,1019132070,19132089,
-0.279001,0.464649,-0.331421,µm,Spot,Displacement Delta,21,1019132070,19132090,
0.693613,0.942226,0.0573616,µm,Spot,Displacement Delta,22,1019132070,19132091,
2.00899,1.94197,0.371098,µm,Spot,Displacement Delta,23,1019132070,19132092,
-0.292524,0.261196,-0.826525,µm,Spot,Displacement Delta,24,1019132070,19132093,
-0.253584,-0.267775,-0.203306,µm,Spot,Displacement Delta,25,1019132070,19132094,
0.753235,-0.472124,-2.61644,µm,Spot,Displacement Delta,26,1019132070,19132095,
-0.44956,-0.0628929,0.901695,µm,Spot,Displacement Delta,27,1019132070,19132096,
-0.144768,-0.0367107,-0.100082,µm,Spot,Displacement Delta,28,1019132070,19132097,
-0.378866,-0.87808,-0.932402,µm,Spot,Displacement Delta,29,1019132070,19132098,
0.908028,0.213327,-0.524973,µm,Spot,Displacement Delta,30,1019132070,19132099,
-0.50008,-0.0890102,-0.0180016,µm,Spot,Displacement Delta,31,1019132070,19132100,
-0.0105038,0.0897274,0.860083,µm,Spot,Displacement Delta,32,1019132070,19132101,
1.14769,0.212004,-0.91614,µm,Spot,Displacement Delta,33,1019132070,19132102,
-1.09641,0.151136,1.18191,µm,Spot,Displacement Delta,34,1019132070,19132103,
-1.00765,-0.430046,0.26276,µm,Spot,Displacement Delta,35,1019132070,19132104,
-0.140371,-0.302244,0.327812,µm,Spot,Displacement Delta,36,1019132070,19132105,
0.387327,0.207493,-1.61193,µm,Spot,Displacement Delta,37,1019132070,19132106,
-0.68745,-0.136929,-0.350292,µm,Spot,Displacement Delta,38,1019132070,19132107,
1.70231,-0.219507,-4.3208,µm,Spot,Displacement Delta,39,1019132070,19132108,
-0.403069,-0.977009,-0.120752,µm,Spot,Displacement Delta,40,1019132070,19132109,
-1.25382,0.38398,1.6067,µm,Spot,Displacement Delta,41,1019132070,19132110,
-0.83498,-0.517538,0.352518,µm,Spot,Displacement Delta,42,1019132070,19132111,
0.194605,-0.085743,0.22106,µm,Spot,Displacement Delta,43,1019132070,19132112,
0.476652,0.0050106,0.560635,µm,Spot,Displacement Delta,44,1019132070,19132113,
-0.706226,0.423933,0.182941,µm,Spot,Displacement Delta,45,1019132070,19132114,
-0.468542,0.547703,0.270287,µm,Spot,Displacement Delta,46,1019132070,19132115,
0.833511,-1.40803,-0.287683,µm,Spot,Displacement Delta,47,1019132070,19132116,
1.28632,0.317688,-0.0437374,µm,Spot,Displacement Delta,48,1019132070,19132117,
0.451679,0.367821,-0.819801,µm,Spot,Displacement Delta,49,1019132070,19132118,
-0.561728,-0.819849,1.23372,µm,Spot,Displacement Delta,50,1019132070,19132119,
-1.09327,0.028616,0.0274658,µm,Spot,Displacement Delta,51,1019132070,19132120,
-0.51285,0.556559,-0.0399704,µm,Spot,Displacement Delta,52,1019132070,19132121,
0.9583,0.280262,-0.600473,µm,Spot,Displacement Delta,53,1019132070,19132122,
-0.233936,0.224688,0.602039,µm,Spot,Displacement Delta,54,1019132070,19132123,
0.173098,-0.0348549,0.0342922,µm,Spot,Displacement Delta,55,1019132070,19132124,
0.690899,0.41744,-0.200539,µm,Spot,Displacement Delta,56,1019132070,19132125,
0.122698,-0.0757942,0.20639,µm,Spot,Displacement Delta,57,1019132070,19132126,
-0.552099,-0.909615,0.850594,µm,Spot,Displacement Delta,58,1019132070,19132127,
-0.308949,-1.45782,0.359041,µm,Spot,Displacement Delta,59,1019132070,19132128,
-0.543867,-2.22645,0.346197,µm,Spot,Displacement Delta,60,1019132070,19132129,
0.600534,1.53353,0.12763,µm,Spot,Displacement Delta,61,1019132070,19132130,
0.444715,0.449287,-0.0329876,µm,Spot,Displacement Delta,62,1019132070,19132131,
0.381512,0.661619,0.526846,µm,Spot,Displacement Delta,63,1019132070,19132132,
-0.575481,-1.23108,-0.00715637,µm,Spot,Displacement Delta,64,1019132070,19132133,
-0.587807,-0.436396,-0.67215,µm,Spot,Displacement Delta,65,1019132070,19132134,
0.0329456,0.544109,0.502146,µm,Spot,Displacement Delta,66,1019132070,19132135,
-1.00452,-2.61894,-0.748154,µm,Spot,Displacement Delta,67,1019132070,19132136,
-1.36771,-3.96712,-0.813942,µm,Spot,Displacement Delta,68,1019132070,19132137,
-0.256687,-3.1605,-1.37955,µm,Spot,Displacement Delta,69,1019132070,19132138,
0.142088,-2.20979,-3.39298,µm,Spot,Displacement Delta,70,1019132070,19132139,
0.000383377,0.255332,0.409846,µm,Spot,Displacement Delta,71,1019132070,19132140,
-0.100832,0.260247,0.883287,µm,Spot,Displacement Delta,72,1019132070,19132141,
0.0242748,0.160092,0.834601,µm,Spot,Displacement Delta,73,1019132070,19132142,
-0.0230846,0.994627,1.23207,µm,Spot,Displacement Delta,74,1019132070,19132143,
0.0486355,1.98333,1.38203,µm,Spot,Displacement Delta,75,1019132070,19132144,
-0.084919,-0.859905,0.431286,µm,Spot,Displacement Delta,76,1019132070,19132145,
0.799135,1.18164,0.439348,µm,Spot,Displacement Delta,77,1019132070,19132146,
-0.209471,1.13411,0.100115,µm,Spot,Displacement Delta,78,1019132070,19132147,
0.409012,0.834715,-1,µm,Spot,Displacement Delta,79,1019132070,19132148,
-0.187649,-2.29936,0.663519,µm,Spot,Displacement Delta,80,1019132070,19132149,
0.478086,2.26458,-0.277994,µm,Spot,Displacement Delta,81,1019132070,19132150,
0.15015,-0.800133,0.499716,µm,Spot,Displacement Delta,82,1019132070,19132151,
0.234159,0.570232,-0.324276,µm,Spot,Displacement Delta,83,1019132070,19132152,
0.423954,1.56734,0.0444336,µm,Spot,Displacement Delta,84,1019132070,19132153,
-0.190205,0.760015,0.212305,µm,Spot,Displacement Delta,85,1019132070,19132154,
0.608803,0.187614,0.0632324,µm,Spot,Displacement Delta,86,1019132070,19132155,
0.374104,0.219784,0.770346,µm,Spot,Displacement Delta,87,1019132070,19132156,
0.46884,0.649946,-0.1556,µm,Spot,Displacement Delta,88,1019132070,19132157,
0.212381,1.95137,0.895391,µm,Spot,Displacement Delta,89,1019132070,19132158,
0.54163,0.613089,-0.184748,µm,Spot,Displacement Delta,90,1019132070,19132159,
-0.39529,-0.674219,-0.552322,µm,Spot,Displacement Delta,91,1019132070,19132160,
-0.566603,-0.310232,-0.285444,µm,Spot,Displacement Delta,92,1019132070,19132161,
0.732508,1.33058,0.625978,µm,Spot,Displacement Delta,93,1019132070,19132162,
0.00918198,-0.23332,0.471682,µm,Spot,Displacement Delta,94,1019132070,19132163,
-0.246483,0.16231,-0.0261116,µm,Spot,Displacement Delta,95,1019132070,19132164,
0.83433,1.14466,0.0768242,µm,Spot,Displacement Delta,96,1019132070,19132165,
0.213352,1.3143,0.418129,µm,Spot,Displacement Delta,97,1019132070,19132166,
-0.45632,-1.49065,0.0218239,µm,Spot,Displacement Delta,98,1019132070,19132167,
0.757807,1.17709,0.0642052,µm,Spot,Displacement Delta,99,1019132070,19132168,
-0.17742,-0.984823,-0.0428562,µm,Spot,Displacement Delta,100,1019132070,19132169,
0.428949,-1.37836,0.533701,µm,Spot,Displacement Delta,101,1019132070,19132170,
0.175034,-1.36399,0.0902596,µm,Spot,Displacement Delta,102,1019132070,19132171,
1.57108,2.83552,1.60025,µm,Spot,Displacement Delta,103,1019132070,19132172,
-0.826271,-1.28724,-0.412687,µm,Spot,Displacement Delta,104,1019132070,19132173,
-1.24419,-3.10735,-0.894581,µm,Spot,Displacement Delta,105,1019132070,19132174,
0.496422,1.24733,0.620188,µm,Spot,Displacement Delta,106,1019132070,19132175,
0.193748,0.407246,0.40995,µm,Spot,Displacement Delta,107,1019132070,19132176,
-0.0903072,-0.288494,-0.640316,µm,Spot,Displacement Delta,108,1019132070,19132177,
-0.679504,-1.14238,-0.304882,µm,Spot,Displacement Delta,109,1019132070,19132178,
-1.07641,-2.77066,3.01989,µm,Spot,Displacement Delta,110,1019132070,19132179,
-0.171019,-1.17427,-0.997103,µm,Spot,Displacement Delta,111,1019132070,19132180,
-0.414063,-1.72973,2.9971,µm,Spot,Displacement Delta,112,1019132070,19132181,
0.431034,-0.605042,0.5,µm,Spot,Displacement Delta,113,1019132070,19132182,
0.843151,-0.475735,1,µm,Spot,Displacement Delta,114,1019132070,19132183,
-0.43754,-0.000844955,-0.582825,µm,Spot,Displacement Delta,115,1019132070,19132184,
0.0930004,0.518994,-1.78136,µm,Spot,Displacement Delta,116,1019132070,19132185,
-0.158237,-0.0745611,-0.600418,µm,Spot,Displacement Delta,117,1019132070,19132186,
0.251238,0.662552,-1.06403,µm,Spot,Displacement Delta,118,1019132070,19132187,
0.372,-0.563723,1.73035,µm,Spot,Displacement Delta,119,1019132070,19132188,
0.372,-0.0598087,0.67366,µm,Spot,Displacement Delta,120,1019132070,19132189,
-0.351585,1.10926,-3.52643,µm,Spot,Displacement Delta,121,1019132070,19132190,
0.0852699,-0.216237,-0.429029,µm,Spot,Displacement Delta,122,1019132070,19132191,
0.45999,0.753106,-0.424442,µm,Spot,Displacement Delta,123,1019132070,19132192,
-0.121132,0.408335,-0.495483,µm,Spot,Displacement Delta,124,1019132070,19132193,
0.0920811,0.705971,-1.03162,µm,Spot,Displacement Delta,125,1019132070,19132194,
1.28548,2.09233,-0.968384,µm,Spot,Displacement Delta,126,1019132070,19132195,
-0.0188541,-0.219103,-1,µm,Spot,Displacement Delta,127,1019132070,19132196,
-0.480719,-1.97208,-0.5,µm,Spot,Displacement Delta,128,1019132070,19132197,
0.452337,-0.231823,1.5,µm,Spot,Displacement Delta,129,1019132070,19132198,
0.352758,1.48677,2,µm,Spot,Displacement Delta,130,1019132070,19132199,
-0.544678,0.534246,-4,µm,Spot,Displacement Delta,131,1019132070,19132200,
0.178181,-0.0231762,0.5,µm,Spot,Displacement Delta,132,1019132070,19132201,
0.774271,1.65383,1,µm,Spot,Displacement Delta,133,1019132070,19132202,
0.267572,1.04214,0.5,µm,Spot,Displacement Delta,134,1019132070,19132203,
-0.255793,-2.67299,-1,µm,Spot,Displacement Delta,135,1019132070,19132204,
-0.126085,-1.82859,-1,µm,Spot,Displacement Delta,136,1019132070,19132205,
-0.0981522,1.18516,0,µm,Spot,Displacement Delta,137,1019132070,19132206,
0.633051,0.673628,0.5,µm,Spot,Displacement Delta,138,1019132070,19132207,
-0.537991,-2.13312,0.469284,µm,Spot,Displacement Delta,139,1019132070,19132208,
0.464998,0.473,-0.710587,µm,Spot,Displacement Delta,140,1019132070,19132209,
0.279001,1.99148,0.927383,µm,Spot,Displacement Delta,141,1019132070,19132210,
-0.558001,-0.875427,1.79179,µm,Spot,Displacement Delta,142,1019132070,19132211,
0.278999,0.0255718,-0.827759,µm,Spot,Displacement Delta,143,1019132070,19132212,
0.465,0.341549,-0.735245,µm,Spot,Displacement Delta,144,1019132070,19132213,
-0.185999,0.173977,0.305099,µm,Spot,Displacement Delta,145,1019132070,19132214,
-0.186001,0.963686,-0.320724,µm,Spot,Displacement Delta,146,1019132070,19132215,
-0.0930004,0.539848,-0.0360565,µm,Spot,Displacement Delta,147,1019132070,19132216,
0.372002,0.140793,-0.348694,µm,Spot,Displacement Delta,148,1019132070,19132217,
-0.186001,-2.10529,0.267624,µm,Spot,Displacement Delta,149,1019132070,19132218,
0.0930004,2.76038,0.702499,µm,Spot,Displacement Delta,150,1019132070,19132219,
-1.023,2.61128,-0.886841,µm,Spot,Displacement Delta,151,1019132070,19132220,
0.0930004,-1.41599,0.784882,µm,Spot,Displacement Delta,152,1019132070,19132221,
0,2.21745,-0.520294,µm,Spot,Displacement Delta,153,1019132070,19132222,
-0.558001,4.03366,-1.68417,µm,Spot,Displacement Delta,154,1019132070,19132223,
-0.278999,2.87678,-1.01353,µm,Spot,Displacement Delta,155,1019132070,19132224,
-0.93,2.21888,-1.981,µm,Spot,Displacement Delta,156,1019132070,19132225,
0.651001,-0.739265,0.791031,µm,Spot,Displacement Delta,157,1019132070,19132226,
0.278999,-0.478012,0.782181,µm,Spot,Displacement Delta,158,1019132070,19132227,
-0.186001,1.29152,-2.57091,µm,Spot,Displacement Delta,159,1019132070,19132228,
-0.837,1.73394,-0.244934,µm,Spot,Displacement Delta,160,1019132070,19132229,
0.837,-0.517025,1.24382,µm,Spot,Displacement Delta,168,1019132070,19132230,
0.93,-2.11687,0.429031,µm,Spot,Displacement Delta,169,1019132070,19132231,
0,-3.01118,2.87329,µm,Spot,Displacement Delta,170,1019132070,19132232,
0.651001,-2.38088,2.77236,µm,Spot,Displacement Delta,171,1019132070,19132233,
1.01608,-1.24932,0.740471,µm,Spot,Displacement Delta,172,1019132070,19132234,
-0.40731,-0.573593,0,µm,Spot,Displacement Delta,173,1019132070,19132235,
0.271732,-0.985277,1,µm,Spot,Displacement Delta,174,1019132070,19132236,
0.385498,-0.22595,1,µm,Spot,Displacement Delta,175,1019132070,19132237,
0.0907631,-0.961685,1,µm,Spot,Displacement Delta,176,1019132070,19132238,
0.482172,-0.942711,1,µm,Spot,Displacement Delta,177,1019132070,19132239,
0.130045,-0.551624,1.5,µm,Spot,Displacement Delta,178,1019132070,19132240,
0.978201,0.00866318,0.5,µm,Spot,Displacement Delta,179,1019132070,19132241,
-0.897564,1.31557,-2,µm,Spot,Displacement Delta,180,1019132070,19132242,
-0.494987,-0.412983,0.5,µm,Spot,Displacement Delta,181,1019132070,19132243,
-0.584654,-0.450962,-0.5,µm,Spot,Displacement Delta,182,1019132070,19132244,
0.347935,1.85506,-1.5,µm,Spot,Displacement Delta,183,1019132070,19132245,
-0.217293,-0.050457,0,µm,Spot,Displacement Delta,184,1019132070,19132246,
0.896383,0.193363,1,µm,Spot,Displacement Delta,185,1019132070,19132247,
0.488602,0.0355988,-0.5,µm,Spot,Displacement Delta,186,1019132070,19132248,
-0.645195,0.586681,0,µm,Spot,Displacement Delta,187,1019132070,19132249,
-0.257414,0.580311,-2.5,µm,Spot,Displacement Delta,188,1019132070,19132250,
1.49974,-0.0782337,2,µm,Spot,Displacement Delta,189,1019132070,19132251,
1.30619,-0.568848,1,µm,Spot,Displacement Delta,190,1019132070,19132252,
-1.22853,1.49365,-2,µm,Spot,Displacement Delta,191,1019132070,19132253,
0.591551,-0.64427,1.5,µm,Spot,Displacement Delta,192,1019132070,19132254,
-0.924932,2.06825,-1,µm,Spot,Displacement Delta,193,1019132070,19132255,
-1.15123,1.92921,-2,µm,Spot,Displacement Delta,194,1019132070,19132256,
-0.308498,1.55428,-1.5,µm,Spot,Displacement Delta,195,1019132070,19132257,
-0.645775,0.300972,-1.5,µm,Spot,Displacement Delta,196,1019132070,19132258,
1.54834,-2.35072,2.5,µm,Spot,Displacement Delta,197,1019132070,19132259,
2.81555,-1.88956,2,µm,Spot,Displacement Delta,198,1019132070,19132260,
1.1202,-0.371042,1,µm,Spot,Displacement Delta,199,1019132070,19132261,
0.807701,-0.352665,1.5,µm,Spot,Displacement Delta,200,1019132070,19132262,
-1.2415,0.766077,-2.5,µm,Spot,Displacement Delta,201,1019132070,19132263,
-2.66228,1.28078,-1,µm,Spot,Displacement Delta,202,1019132070,19132264,
-0.953421,1.05268,-0.5,µm,Spot,Displacement Delta,203,1019132070,19132265,
-0.257156,1.11448,-0.5,µm,Spot,Displacement Delta,204,1019132070,19132266,
-0.109741,-0.83526,-0.5,µm,Spot,Displacement Delta,205,1019132070,19132267,
1.98879,-0.961969,2,µm,Spot,Displacement Delta,206,1019132070,19132268,
3.26907,-1.52778,1.5,µm,Spot,Displacement Delta,207,1019132070,19132269,
1.05002,-0.827484,0.5,µm,Spot,Displacement Delta,208,1019132070,19132270,
1.55864,-0.278681,1,µm,Spot,Displacement Delta,209,1019132070,19132271,
-0.489731,0.482304,-0.5,µm,Spot,Displacement Delta,210,1019132070,19132272,
-2.86151,0.395275,-1,µm,Spot,Displacement Delta,211,1019132070,19132273,
-1.93667,0.652807,-1,µm,Spot,Displacement Delta,212,1019132070,19132274,
0.96843,-0.648628,1,µm,Spot,Displacement Delta,213,1019132070,19132275,
1.56797,-0.315054,0.5,µm,Spot,Displacement Delta,214,1019132070,19132276,
4.31714,-0.203339,1,µm,Spot,Displacement Delta,215,1019132070,19132277,
3.93764,-0.283072,2.81925,µm,Spot,Displacement Delta,216,1019132070,19132278,
2.5114,0.547684,2.68075,µm,Spot,Displacement Delta,217,1019132070,19132279,
0.925171,0.682007,0,µm,Spot,Displacement Delta,218,1019132070,19132280,
0.724651,0.231503,1,µm,Spot,Displacement Delta,219,1019132070,19132281,
-1.39819,-1.10849,-2,µm,Spot,Displacement Delta,220,1019132070,19132282,
-2.39103,-0.751804,-1.84694,µm,Spot,Displacement Delta,221,1019132070,19132283,
-1.302,0.102671,-0.816513,µm,Spot,Displacement Delta,222,1019132070,19132284,
-0.836998,-0.0250378,0.214767,µm,Spot,Displacement Delta,223,1019132070,19132285,
0.651001,0.0014019,-0.970581,µm,Spot,Displacement Delta,224,1019132070,19132286,
2.418,0.922102,3.28725,µm,Spot,Displacement Delta,225,1019132070,19132287,
2.56507,1.24701,2.63202,µm,Spot,Displacement Delta,226,1019132070,19132288,
0.0365372,0.192682,0.5,µm,Spot,Displacement Delta,227,1019132070,19132289,
-1.14955,-0.750635,-1.5,µm,Spot,Displacement Delta,228,1019132070,19132290,
-0.000152588,0.0976315,1,µm,Spot,Displacement Delta,229,1019132070,19132291,
0.995628,0.484707,0,µm,Spot,Displacement Delta,230,1019132070,19132292,
0.102509,0.154762,0.5,µm,Spot,Displacement Delta,231,1019132070,19132293,
0.519531,0.229385,-0.5,µm,Spot,Displacement Delta,232,1019132070,19132294,
-0.0500336,-0.125275,1.5,µm,Spot,Displacement Delta,233,1019132070,19132295,
-0.620991,-0.452423,-0.5,µm,Spot,Displacement Delta,234,1019132070,19132296,
-0.6213,-0.394073,-1.5,µm,Spot,Displacement Delta,235,1019132070,19132297,
-1.12625,-0.600811,-0.385391,µm,Spot,Displacement Delta,236,1019132070,19132298,
-0.837002,-0.658272,-1.62192,µm,Spot,Displacement Delta,237,1019132070,19132299,
-1.953,-0.577637,-2.04482,µm,Spot,Displacement Delta,238,1019132070,19132300,
-1.302,-0.142948,-2.11992,µm,Spot,Displacement Delta,239,1019132070,19132301,
