
Intensity Center Ch=2 Img=1
 ==================== 
Intensity Center,Unit,Category,Channel,Image,Time,TrackID,ID,
338,,Spot,2,Image 1,1,1019132070,19132070,
378,,Spot,2,Image 1,2,1019132070,19132071,
318,,Spot,2,Image 1,3,1019132070,19132072,
308,,Spot,2,Image 1,4,1019132070,19132073,
326,,Spot,2,Image 1,5,1019132070,19132074,
396,,Spot,2,Image 1,6,1019132070,19132075,
318,,Spot,2,Image 1,7,1019132070,19132076,
318,,Spot,2,Image 1,8,1019132070,19132077,
356,,Spot,2,Image 1,9,1019132070,19132078,
352,,Spot,2,Image 1,10,1019132070,19132079,
304,,Spot,2,Image 1,11,1019132070,19132080,
338,,Spot,2,Image 1,12,1019132070,19132081,
316,,Spot,2,Image 1,13,1019132070,19132082,
354,,Spot,2,Image 1,14,1019132070,19132083,
300,,Spot,2,Image 1,15,1019132070,19132084,
336,,Spot,2,Image 1,16,1019132070,19132085,
302,,Spot,2,Image 1,17,1019132070,19132086,
336,,Spot,2,Image 1,18,1019132070,19132087,
312,,Spot,2,Image 1,19,1019132070,19132088,
346,,Spot,2,Image 1,20,1019132070,19132089,
334,,Spot,2,Image 1,21,1019132070,19132090,
334,,Spot,2,Image 1,22,1019132070,19132091,
326,,Spot,2,Image 1,23,1019132070,19132092,
332,,Spot,2,Image 1,24,1019132070,19132093,
308,,Spot,2,Image 1,25,1019132070,19132094,
330,,Spot,2,Image 1,26,1019132070,19132095,
346,,Spot,2,Image 1,27,1019132070,19132096,
322,,Spot,2,Image 1,28,1019132070,19132097,
314,,Spot,2,Image 1,29,1019132070,19132098,
306,,Spot,2,Image 1,30,1019132070,19132099,
334,,Spot,2,Image 1,31,1019132070,19132100,
360,,Spot,2,Image 1,32,1019132070,19132101,
384,,Spot,2,Image 1,33,1019132070,19132102,
398,,Spot,2,Image 1,34,1019132070,19132103,
312,,Spot,2,Image 1,35,1019132070,19132104,
318,,Spot,2,Image 1,36,1019132070,19132105,
308,,Spot,2,Image 1,37,1019132070,19132106,
330,,Spot,2,Image 1,38,1019132070,19132107,
330,,Spot,2,Image 1,39,1019132070,19132108,
338,,Spot,2,Image 1,40,1019132070,19132109,
342,,Spot,2,Image 1,41,1019132070,19132110,
388,,Spot,2,Image 1,42,1019132070,19132111,
304,,Spot,2,Image 1,43,1019132070,19132112,
278,,Spot,2,Image 1,44,1019132070,19132113,
318,,Spot,2,Image 1,45,1019132070,19132114,
332,,Spot,2,Image 1,46,1019132070,19132115,
358,,Spot,2,Image 1,47,1019132070,19132116,
328,,Spot,2,Image 1,48,1019132070,19132117,
334,,Spot,2,Image 1,49,1019132070,19132118,
304,,Spot,2,Image 1,50,1019132070,19132119,
318,,Spot,2,Image 1,51,1019132070,19132120,
344,,Spot,2,Image 1,52,1019132070,19132121,
322,,Spot,2,Image 1,53,1019132070,19132122,
338,,Spot,2,Image 1,54,1019132070,19132123,
312,,Spot,2,Image 1,55,1019132070,19132124,
310,,Spot,2,Image 1,56,1019132070,19132125,
314,,Spot,2,Image 1,57,1019132070,19132126,
336,,Spot,2,Image 1,58,1019132070,19132127,
370,,Spot,2,Image 1,59,1019132070,19132128,
318,,Spot,2,Image 1,60,1019132070,19132129,
310,,Spot,2,Image 1,61,1019132070,19132130,
378,,Spot,2,Image 1,62,1019132070,19132131,
316,,Spot,2,Image 1,63,1019132070,19132132,
350,,Spot,2,Image 1,64,1019132070,19132133,
342,,Spot,2,Image 1,65,1019132070,19132134,
334,,Spot,2,Image 1,66,1019132070,19132135,
290,,Spot,2,Image 1,67,1019132070,19132136,
356,,Spot,2,Image 1,68,1019132070,19132137,
276,,Spot,2,Image 1,69,1019132070,19132138,
322,,Spot,2,Image 1,70,1019132070,19132139,
298,,Spot,2,Image 1,71,1019132070,19132140,
294,,Spot,2,Image 1,72,1019132070,19132141,
320,,Spot,2,Image 1,73,1019132070,19132142,
294,,Spot,2,Image 1,74,1019132070,19132143,
330,,Spot,2,Image 1,75,1019132070,19132144,
296,,Spot,2,Image 1,76,1019132070,19132145,
284,,Spot,2,Image 1,77,1019132070,19132146,
320,,Spot,2,Image 1,78,1019132070,19132147,
320,,Spot,2,Image 1,79,1019132070,19132148,
316,,Spot,2,Image 1,80,1019132070,19132149,
326,,Spot,2,Image 1,81,1019132070,19132150,
324,,Spot,2,Image 1,82,1019132070,19132151,
256,,Spot,2,Image 1,83,1019132070,19132152,
320,,Spot,2,Image 1,84,1019132070,19132153,
344,,Spot,2,Image 1,85,1019132070,19132154,
316,,Spot,2,Image 1,86,1019132070,19132155,
334,,Spot,2,Image 1,87,1019132070,19132156,
332,,Spot,2,Image 1,88,1019132070,19132157,
282,,Spot,2,Image 1,89,1019132070,19132158,
292,,Spot,2,Image 1,90,1019132070,19132159,
346,,Spot,2,Image 1,91,1019132070,19132160,
332,,Spot,2,Image 1,92,1019132070,19132161,
328,,Spot,2,Image 1,93,1019132070,19132162,
356,,Spot,2,Image 1,94,1019132070,19132163,
318,,Spot,2,Image 1,95,1019132070,19132164,
320,,Spot,2,Image 1,96,1019132070,19132165,
324,,Spot,2,Image 1,97,1019132070,19132166,
294,,Spot,2,Image 1,98,1019132070,19132167,
298,,Spot,2,Image 1,99,1019132070,19132168,
292,,Spot,2,Image 1,100,1019132070,19132169,
316,,Spot,2,Image 1,101,1019132070,19132170,
344,,Spot,2,Image 1,102,1019132070,19132171,
300,,Spot,2,Image 1,103,1019132070,19132172,
330,,Spot,2,Image 1,104,1019132070,19132173,
384,,Spot,2,Image 1,105,1019132070,19132174,
352,,Spot,2,Image 1,106,1019132070,19132175,
332,,Spot,2,Image 1,107,1019132070,19132176,
326,,Spot,2,Image 1,108,1019132070,19132177,
332,,Spot,2,Image 1,109,1019132070,19132178,
272,,Spot,2,Image 1,110,1019132070,19132179,
326,,Spot,2,Image 1,111,1019132070,19132180,
344,,Spot,2,Image 1,112,1019132070,19132181,
424,,Spot,2,Image 1,113,1019132070,19132182,
340,,Spot,2,Image 1,114,1019132070,19132183,
338,,Spot,2,Image 1,115,1019132070,19132184,
338,,Spot,2,Image 1,116,1019132070,19132185,
416,,Spot,2,Image 1,117,1019132070,19132186,
372,,Spot,2,Image 1,118,1019132070,19132187,
368,,Spot,2,Image 1,119,1019132070,19132188,
352,,Spot,2,Image 1,120,1019132070,19132189,
342,,Spot,2,Image 1,121,1019132070,19132190,
372,,Spot,2,Image 1,122,1019132070,19132191,
326,,Spot,2,Image 1,123,1019132070,19132192,
390,,Spot,2,Image 1,124,1019132070,19132193,
354,,Spot,2,Image 1,125,1019132070,19132194,
366,,Spot,2,Image 1,126,1019132070,19132195,
354,,Spot,2,Image 1,127,1019132070,19132196,
352,,Spot,2,Image 1,128,1019132070,19132197,
416,,Spot,2,Image 1,129,1019132070,19132198,
350,,Spot,2,Image 1,130,1019132070,19132199,
360,,Spot,2,Image 1,131,1019132070,19132200,
322,,Spot,2,Image 1,132,1019132070,19132201,
360,,Spot,2,Image 1,133,1019132070,19132202,
336,,Spot,2,Image 1,134,1019132070,19132203,
364,,Spot,2,Image 1,135,1019132070,19132204,
328,,Spot,2,Image 1,136,1019132070,19132205,
344,,Spot,2,Image 1,137,1019132070,19132206,
344,,Spot,2,Image 1,138,1019132070,19132207,
338,,Spot,2,Image 1,139,1019132070,19132208,
360,,Spot,2,Image 1,140,1019132070,19132209,
370,,Spot,2,Image 1,141,1019132070,19132210,
344,,Spot,2,Image 1,142,1019132070,19132211,
342,,Spot,2,Image 1,143,1019132070,19132212,
322,,Spot,2,Image 1,144,1019132070,19132213,
310,,Spot,2,Image 1,145,1019132070,19132214,
344,,Spot,2,Image 1,146,1019132070,19132215,
352,,Spot,2,Image 1,147,1019132070,19132216,
410,,Spot,2,Image 1,148,1019132070,19132217,
392,,Spot,2,Image 1,149,1019132070,19132218,
354,,Spot,2,Image 1,150,1019132070,19132219,
326,,Spot,2,Image 1,151,1019132070,19132220,
314,,Spot,2,Image 1,152,1019132070,19132221,
342,,Spot,2,Image 1,153,1019132070,19132222,
300,,Spot,2,Image 1,154,1019132070,19132223,
342,,Spot,2,Image 1,155,1019132070,19132224,
294,,Spot,2,Image 1,156,1019132070,19132225,
326,,Spot,2,Image 1,157,1019132070,19132226,
370,,Spot,2,Image 1,158,1019132070,19132227,
352,,Spot,2,Image 1,159,1019132070,19132228,
324,,Spot,2,Image 1,160,1019132070,19132229,
312,,Spot,2,Image 1,168,1019132070,19132230,
352,,Spot,2,Image 1,169,1019132070,19132231,
304,,Spot,2,Image 1,170,1019132070,19132232,
328,,Spot,2,Image 1,171,1019132070,19132233,
402,,Spot,2,Image 1,172,1019132070,19132234,
338,,Spot,2,Image 1,173,1019132070,19132235,
358,,Spot,2,Image 1,174,1019132070,19132236,
324,,Spot,2,Image 1,175,1019132070,19132237,
394,,Spot,2,Image 1,176,1019132070,19132238,
410,,Spot,2,Image 1,177,1019132070,19132239,
372,,Spot,2,Image 1,178,1019132070,19132240,
420,,Spot,2,Image 1,179,1019132070,19132241,
398,,Spot,2,Image 1,180,1019132070,19132242,
420,,Spot,2,Image 1,181,1019132070,19132243,
472,,Spot,2,Image 1,182,1019132070,19132244,
416,,Spot,2,Image 1,183,1019132070,19132245,
394,,Spot,2,Image 1,184,1019132070,19132246,
476,,Spot,2,Image 1,185,1019132070,19132247,
442,,Spot,2,Image 1,186,1019132070,19132248,
394,,Spot,2,Image 1,187,1019132070,19132249,
430,,Spot,2,Image 1,188,1019132070,19132250,
442,,Spot,2,Image 1,189,1019132070,19132251,
340,,Spot,2,Image 1,190,1019132070,19132252,
372,,Spot,2,Image 1,191,1019132070,19132253,
344,,Spot,2,Image 1,192,1019132070,19132254,
424,,Spot,2,Image 1,193,1019132070,19132255,
422,,Spot,2,Image 1,194,1019132070,19132256,
400,,Spot,2,Image 1,195,1019132070,19132257,
