
Distance To Nearest Neighbour
 ==================== 
Distance To Nearest Neighbour,Unit,Category,Time,TrackID,ID,
12.0111,µm,Spot,54,1000000051,77,
12.0111,µm,Spot,54,1000000094,94,
12.5957,µm,Spot,55,1000000094,95,
12.5957,µm,Spot,55,1000000051,181,
11.5906,µm,Spot,56,1000000094,182,
11.5906,µm,Spot,56,1000000051,183,
10.3844,µm,Spot,57,1000000094,184,
10.3844,µm,Spot,57,1000000051,185,
9.17421,µm,Spot,58,1000000094,186,
9.17421,µm,Spot,58,1000000051,187,
9.34108,µm,Spot,59,1000000094,188,
9.34108,µm,Spot,59,1000000051,189,
7.41964,µm,Spot,60,1000000094,190,
7.41964,µm,Spot,60,1000000051,191,
7.58238,µm,Spot,61,1000000192,192,
7.11262,µm,Spot,61,1000000094,193,
7.11262,µm,Spot,61,1000000051,194,
14.5353,µm,Spot,62,1000000195,195,
7.07419,µm,Spot,62,1000000094,196,
5.6938,µm,Spot,62,1000000192,197,
5.6938,µm,Spot,62,1000000198,198,
8.10358,µm,Spot,62,1000000051,199,
13.5889,µm,Spot,63,1000000195,200,
5.88822,µm,Spot,63,1000000094,201,
4.40474,µm,Spot,63,1000000192,202,
4.40474,µm,Spot,63,1000000198,203,
5.88822,µm,Spot,63,1000000051,204,
17.4018,µm,Spot,64,1000000195,205,
6.7361,µm,Spot,64,1000000094,206,
4.85713,µm,Spot,64,1000000192,207,
4.85713,µm,Spot,64,1000000198,208,
22.1342,µm,Spot,65,1000000195,209,
4.22085,µm,Spot,65,1000000192,210,
4.22085,µm,Spot,65,1000000198,211,
20.8993,µm,Spot,66,1000000195,212,
4.42292,µm,Spot,66,1000000192,213,
4.42292,µm,Spot,66,1000000198,214,
21.2343,µm,Spot,67,1000000195,215,
4.87651,µm,Spot,67,1000000192,216,
4.87651,µm,Spot,67,1000000198,217,
20.3501,µm,Spot,68,1000000195,218,
4.51342,µm,Spot,68,1000000192,219,
4.51342,µm,Spot,68,1000000198,220,
19.598,µm,Spot,69,1000000195,221,
3.61133,µm,Spot,69,1000000192,222,
3.61133,µm,Spot,69,1000000198,223,
19.8829,µm,Spot,70,1000000195,224,
3.93944,µm,Spot,70,1000000192,225,
3.93944,µm,Spot,70,1000000198,226,
17.8138,µm,Spot,71,1000000195,227,
3.07336,µm,Spot,71,1000000192,228,
3.07336,µm,Spot,71,1000000198,229,
13.6642,µm,Spot,72,1000000195,230,
3.87846,µm,Spot,72,1000000192,231,
3.87846,µm,Spot,72,1000000198,232,
14.267,µm,Spot,73,1000000195,233,
4.05898,µm,Spot,73,1000000192,234,
4.05898,µm,Spot,73,1000000198,235,
13.31,µm,Spot,74,1000000195,236,
5.59979,µm,Spot,74,1000000192,237,
5.59979,µm,Spot,74,1000000198,238,
14.247,µm,Spot,75,1000000195,239,
4.32442,µm,Spot,75,1000000192,240,
4.32442,µm,Spot,75,1000000198,241,
12.2145,µm,Spot,76,1000000195,242,
3.6438,µm,Spot,76,1000000192,243,
3.6438,µm,Spot,76,1000000198,244,
11.7558,µm,Spot,77,1000000195,245,
4.07935,µm,Spot,77,1000000192,246,
4.07935,µm,Spot,77,1000000198,247,
10.5125,µm,Spot,78,1000000195,248,
4.45869,µm,Spot,78,1000000192,249,
4.45869,µm,Spot,78,1000000198,250,
9.14653,µm,Spot,79,1000000195,251,
4.45945,µm,Spot,79,1000000192,252,
4.45945,µm,Spot,79,1000000198,253,
15.6743,µm,Spot,140,1000000292,306,
15.6743,µm,Spot,140,1000000307,307,
16.2882,µm,Spot,141,1000000292,308,
16.2882,µm,Spot,141,1000000307,309,
17.7893,µm,Spot,142,1000000292,310,
17.7893,µm,Spot,142,1000000307,311,
15.3619,µm,Spot,143,1000000292,312,
15.3619,µm,Spot,143,1000000307,313,
16.0023,µm,Spot,144,1000000292,314,
16.0023,µm,Spot,144,1000000307,315,
14.9293,µm,Spot,145,1000000292,316,
14.9293,µm,Spot,145,1000000307,317,
15.963,µm,Spot,146,1000000292,318,
15.963,µm,Spot,146,1000000307,319,
15.6103,µm,Spot,147,1000000292,320,
15.6103,µm,Spot,147,1000000307,321,
13.4685,µm,Spot,148,1000000292,322,
13.4685,µm,Spot,148,1000000307,323,
11.4385,µm,Spot,149,1000000292,324,
11.4385,µm,Spot,149,1000000307,325,
10.1225,µm,Spot,150,1000000292,326,
10.1225,µm,Spot,150,1000000307,327,
8.14834,µm,Spot,151,1000000292,328,
8.14834,µm,Spot,151,1000000307,329,
13.5889,µm,Spot,151,1000000330,330,
22.4173,µm,Spot,244,1000000372,372,
6.18499,µm,Spot,244,1000000371,373,
6.18499,µm,Spot,244,1000000401,401,
21.9249,µm,Spot,245,1000000372,402,
6.18961,µm,Spot,245,1000000371,403,
6.18961,µm,Spot,245,1000000401,404,
20.7548,µm,Spot,246,1000000372,405,
7.64317,µm,Spot,246,1000000371,406,
7.64317,µm,Spot,246,1000000401,407,
20.3158,µm,Spot,247,1000000372,408,
5.23464,µm,Spot,247,1000000371,409,
5.23464,µm,Spot,247,1000000401,410,
20.3049,µm,Spot,248,1000000372,411,
4.75003,µm,Spot,248,1000000371,412,
4.75003,µm,Spot,248,1000000401,413,
19.4364,µm,Spot,249,1000000372,414,
4.64789,µm,Spot,249,1000000371,415,
4.64789,µm,Spot,249,1000000401,416,
19.5739,µm,Spot,250,1000000372,417,
4.20339,µm,Spot,250,1000000371,418,
4.20339,µm,Spot,250,1000000401,419,
18.1113,µm,Spot,251,1000000372,420,
4.04861,µm,Spot,251,1000000371,421,
4.04861,µm,Spot,251,1000000401,422,
15.4818,µm,Spot,252,1000000372,423,
4.31769,µm,Spot,252,1000000371,424,
4.31769,µm,Spot,252,1000000401,425,
14.3227,µm,Spot,253,1000000372,426,
4.51624,µm,Spot,253,1000000371,427,
4.51624,µm,Spot,253,1000000401,428,
13.7788,µm,Spot,254,1000000372,429,
4.98398,µm,Spot,254,1000000371,430,
4.98398,µm,Spot,254,1000000401,431,
