
Intensity Max Ch=3 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,TrackID,ID,
264,,Spot,3,Image 1,28,1000000051,51,
276,,Spot,3,Image 1,29,1000000051,52,
274,,Spot,3,Image 1,30,1000000051,53,
282,,Spot,3,Image 1,31,1000000051,54,
288,,Spot,3,Image 1,32,1000000051,55,
290,,Spot,3,Image 1,33,1000000051,56,
284,,Spot,3,Image 1,34,1000000051,57,
296,,Spot,3,Image 1,35,1000000051,58,
292,,Spot,3,Image 1,36,1000000051,59,
290,,Spot,3,Image 1,37,1000000051,60,
296,,Spot,3,Image 1,38,1000000051,61,
294,,Spot,3,Image 1,39,1000000051,62,
310,,Spot,3,Image 1,40,1000000051,63,
286,,Spot,3,Image 1,41,1000000051,64,
294,,Spot,3,Image 1,42,1000000051,65,
290,,Spot,3,Image 1,43,1000000051,66,
288,,Spot,3,Image 1,44,1000000051,67,
290,,Spot,3,Image 1,45,1000000051,68,
298,,Spot,3,Image 1,46,1000000051,69,
304,,Spot,3,Image 1,47,1000000051,70,
290,,Spot,3,Image 1,48,1000000051,71,
300,,Spot,3,Image 1,49,1000000051,72,
288,,Spot,3,Image 1,50,1000000051,73,
288,,Spot,3,Image 1,51,1000000051,74,
284,,Spot,3,Image 1,52,1000000051,75,
300,,Spot,3,Image 1,53,1000000051,76,
322,,Spot,3,Image 1,54,1000000051,77,
278,,Spot,3,Image 1,54,1000000094,94,
268,,Spot,3,Image 1,55,1000000094,95,
290,,Spot,3,Image 1,55,1000000051,181,
276,,Spot,3,Image 1,56,1000000094,182,
296,,Spot,3,Image 1,56,1000000051,183,
274,,Spot,3,Image 1,57,1000000094,184,
300,,Spot,3,Image 1,57,1000000051,185,
288,,Spot,3,Image 1,58,1000000094,186,
302,,Spot,3,Image 1,58,1000000051,187,
288,,Spot,3,Image 1,59,1000000094,188,
304,,Spot,3,Image 1,59,1000000051,189,
362,,Spot,3,Image 1,60,1000000094,190,
318,,Spot,3,Image 1,60,1000000051,191,
300,,Spot,3,Image 1,61,1000000192,192,
350,,Spot,3,Image 1,61,1000000094,193,
326,,Spot,3,Image 1,61,1000000051,194,
288,,Spot,3,Image 1,62,1000000195,195,
352,,Spot,3,Image 1,62,1000000094,196,
296,,Spot,3,Image 1,62,1000000192,197,
312,,Spot,3,Image 1,62,1000000198,198,
296,,Spot,3,Image 1,62,1000000051,199,
298,,Spot,3,Image 1,63,1000000195,200,
320,,Spot,3,Image 1,63,1000000094,201,
332,,Spot,3,Image 1,63,1000000192,202,
338,,Spot,3,Image 1,63,1000000198,203,
302,,Spot,3,Image 1,63,1000000051,204,
306,,Spot,3,Image 1,64,1000000195,205,
314,,Spot,3,Image 1,64,1000000094,206,
326,,Spot,3,Image 1,64,1000000192,207,
328,,Spot,3,Image 1,64,1000000198,208,
292,,Spot,3,Image 1,65,1000000195,209,
324,,Spot,3,Image 1,65,1000000192,210,
308,,Spot,3,Image 1,65,1000000198,211,
290,,Spot,3,Image 1,66,1000000195,212,
334,,Spot,3,Image 1,66,1000000192,213,
316,,Spot,3,Image 1,66,1000000198,214,
278,,Spot,3,Image 1,67,1000000195,215,
322,,Spot,3,Image 1,67,1000000192,216,
310,,Spot,3,Image 1,67,1000000198,217,
282,,Spot,3,Image 1,68,1000000195,218,
318,,Spot,3,Image 1,68,1000000192,219,
318,,Spot,3,Image 1,68,1000000198,220,
278,,Spot,3,Image 1,69,1000000195,221,
320,,Spot,3,Image 1,69,1000000192,222,
316,,Spot,3,Image 1,69,1000000198,223,
288,,Spot,3,Image 1,70,1000000195,224,
310,,Spot,3,Image 1,70,1000000192,225,
314,,Spot,3,Image 1,70,1000000198,226,
284,,Spot,3,Image 1,71,1000000195,227,
320,,Spot,3,Image 1,71,1000000192,228,
318,,Spot,3,Image 1,71,1000000198,229,
302,,Spot,3,Image 1,72,1000000195,230,
310,,Spot,3,Image 1,72,1000000192,231,
310,,Spot,3,Image 1,72,1000000198,232,
300,,Spot,3,Image 1,73,1000000195,233,
312,,Spot,3,Image 1,73,1000000192,234,
306,,Spot,3,Image 1,73,1000000198,235,
316,,Spot,3,Image 1,74,1000000195,236,
316,,Spot,3,Image 1,74,1000000192,237,
310,,Spot,3,Image 1,74,1000000198,238,
294,,Spot,3,Image 1,75,1000000195,239,
336,,Spot,3,Image 1,75,1000000192,240,
318,,Spot,3,Image 1,75,1000000198,241,
294,,Spot,3,Image 1,76,1000000195,242,
322,,Spot,3,Image 1,76,1000000192,243,
310,,Spot,3,Image 1,76,1000000198,244,
294,,Spot,3,Image 1,77,1000000195,245,
320,,Spot,3,Image 1,77,1000000192,246,
336,,Spot,3,Image 1,77,1000000198,247,
308,,Spot,3,Image 1,78,1000000195,248,
316,,Spot,3,Image 1,78,1000000192,249,
316,,Spot,3,Image 1,78,1000000198,250,
310,,Spot,3,Image 1,79,1000000195,251,
308,,Spot,3,Image 1,79,1000000192,252,
334,,Spot,3,Image 1,79,1000000198,253,
292,,Spot,3,Image 1,80,1000000195,254,
312,,Spot,3,Image 1,81,1000000195,255,
298,,Spot,3,Image 1,82,1000000195,256,
338,,Spot,3,Image 1,83,1000000195,257,
304,,Spot,3,Image 1,84,1000000195,258,
300,,Spot,3,Image 1,85,1000000195,259,
328,,Spot,3,Image 1,86,1000000195,260,
286,,Spot,3,Image 1,92,1000000261,261,
282,,Spot,3,Image 1,93,1000000261,262,
310,,Spot,3,Image 1,94,1000000261,263,
348,,Spot,3,Image 1,95,1000000261,264,
318,,Spot,3,Image 1,96,1000000261,265,
316,,Spot,3,Image 1,97,1000000261,266,
306,,Spot,3,Image 1,98,1000000261,267,
296,,Spot,3,Image 1,99,1000000261,268,
294,,Spot,3,Image 1,100,1000000261,269,
290,,Spot,3,Image 1,101,1000000261,270,
284,,Spot,3,Image 1,102,1000000261,271,
302,,Spot,3,Image 1,103,1000000261,272,
292,,Spot,3,Image 1,104,1000000261,273,
276,,Spot,3,Image 1,105,1000000261,274,
282,,Spot,3,Image 1,106,1000000261,275,
282,,Spot,3,Image 1,107,1000000261,276,
288,,Spot,3,Image 1,111,1000000277,277,
306,,Spot,3,Image 1,112,1000000277,278,
322,,Spot,3,Image 1,113,1000000277,279,
322,,Spot,3,Image 1,114,1000000277,280,
324,,Spot,3,Image 1,115,1000000277,281,
310,,Spot,3,Image 1,116,1000000277,282,
316,,Spot,3,Image 1,117,1000000277,283,
318,,Spot,3,Image 1,118,1000000277,284,
322,,Spot,3,Image 1,119,1000000277,285,
328,,Spot,3,Image 1,120,1000000277,286,
348,,Spot,3,Image 1,121,1000000277,287,
344,,Spot,3,Image 1,122,1000000277,288,
320,,Spot,3,Image 1,123,1000000277,289,
316,,Spot,3,Image 1,124,1000000277,290,
326,,Spot,3,Image 1,125,1000000277,291,
284,,Spot,3,Image 1,126,1000000292,292,
274,,Spot,3,Image 1,127,1000000292,293,
284,,Spot,3,Image 1,128,1000000292,294,
292,,Spot,3,Image 1,129,1000000292,295,
294,,Spot,3,Image 1,130,1000000292,296,
306,,Spot,3,Image 1,131,1000000292,297,
292,,Spot,3,Image 1,132,1000000292,298,
294,,Spot,3,Image 1,133,1000000292,299,
310,,Spot,3,Image 1,134,1000000292,300,
288,,Spot,3,Image 1,135,1000000292,301,
296,,Spot,3,Image 1,136,1000000292,302,
296,,Spot,3,Image 1,137,1000000292,303,
310,,Spot,3,Image 1,138,1000000292,304,
298,,Spot,3,Image 1,139,1000000292,305,
306,,Spot,3,Image 1,140,1000000292,306,
306,,Spot,3,Image 1,140,1000000307,307,
310,,Spot,3,Image 1,141,1000000292,308,
312,,Spot,3,Image 1,141,1000000307,309,
284,,Spot,3,Image 1,142,1000000292,310,
322,,Spot,3,Image 1,142,1000000307,311,
292,,Spot,3,Image 1,143,1000000292,312,
300,,Spot,3,Image 1,143,1000000307,313,
306,,Spot,3,Image 1,144,1000000292,314,
310,,Spot,3,Image 1,144,1000000307,315,
298,,Spot,3,Image 1,145,1000000292,316,
328,,Spot,3,Image 1,145,1000000307,317,
292,,Spot,3,Image 1,146,1000000292,318,
320,,Spot,3,Image 1,146,1000000307,319,
292,,Spot,3,Image 1,147,1000000292,320,
300,,Spot,3,Image 1,147,1000000307,321,
314,,Spot,3,Image 1,148,1000000292,322,
308,,Spot,3,Image 1,148,1000000307,323,
304,,Spot,3,Image 1,149,1000000292,324,
330,,Spot,3,Image 1,149,1000000307,325,
320,,Spot,3,Image 1,150,1000000292,326,
308,,Spot,3,Image 1,150,1000000307,327,
306,,Spot,3,Image 1,151,1000000292,328,
326,,Spot,3,Image 1,151,1000000307,329,
294,,Spot,3,Image 1,151,1000000330,330,
308,,Spot,3,Image 1,152,1000000330,331,
290,,Spot,3,Image 1,153,1000000330,332,
306,,Spot,3,Image 1,154,1000000330,333,
292,,Spot,3,Image 1,155,1000000330,334,
296,,Spot,3,Image 1,156,1000000330,335,
306,,Spot,3,Image 1,157,1000000330,336,
322,,Spot,3,Image 1,158,1000000330,337,
292,,Spot,3,Image 1,159,1000000330,338,
314,,Spot,3,Image 1,160,1000000330,339,
344,,Spot,3,Image 1,161,1000000330,340,
336,,Spot,3,Image 1,162,1000000330,341,
304,,Spot,3,Image 1,243,1000000371,371,
292,,Spot,3,Image 1,244,1000000372,372,
292,,Spot,3,Image 1,244,1000000371,373,
304,,Spot,3,Image 1,244,1000000401,401,
290,,Spot,3,Image 1,245,1000000372,402,
298,,Spot,3,Image 1,245,1000000371,403,
290,,Spot,3,Image 1,245,1000000401,404,
292,,Spot,3,Image 1,246,1000000372,405,
292,,Spot,3,Image 1,246,1000000371,406,
282,,Spot,3,Image 1,246,1000000401,407,
282,,Spot,3,Image 1,247,1000000372,408,
296,,Spot,3,Image 1,247,1000000371,409,
286,,Spot,3,Image 1,247,1000000401,410,
290,,Spot,3,Image 1,248,1000000372,411,
318,,Spot,3,Image 1,248,1000000371,412,
284,,Spot,3,Image 1,248,1000000401,413,
284,,Spot,3,Image 1,249,1000000372,414,
298,,Spot,3,Image 1,249,1000000371,415,
296,,Spot,3,Image 1,249,1000000401,416,
292,,Spot,3,Image 1,250,1000000372,417,
302,,Spot,3,Image 1,250,1000000371,418,
314,,Spot,3,Image 1,250,1000000401,419,
298,,Spot,3,Image 1,251,1000000372,420,
300,,Spot,3,Image 1,251,1000000371,421,
304,,Spot,3,Image 1,251,1000000401,422,
298,,Spot,3,Image 1,252,1000000372,423,
296,,Spot,3,Image 1,252,1000000371,424,
304,,Spot,3,Image 1,252,1000000401,425,
302,,Spot,3,Image 1,253,1000000372,426,
286,,Spot,3,Image 1,253,1000000371,427,
302,,Spot,3,Image 1,253,1000000401,428,
300,,Spot,3,Image 1,254,1000000372,429,
290,,Spot,3,Image 1,254,1000000371,430,
296,,Spot,3,Image 1,254,1000000401,431,
296,,Spot,3,Image 1,255,1000000372,432,
280,,Spot,3,Image 1,255,1000000371,433,
292,,Spot,3,Image 1,255,1000000401,434,
280,,Spot,3,Image 1,256,1000000371,435,
302,,Spot,3,Image 1,256,1000000401,436,
292,,Spot,3,Image 1,257,1000000371,437,
290,,Spot,3,Image 1,257,1000000401,438,
280,,Spot,3,Image 1,258,1000000371,439,
296,,Spot,3,Image 1,258,1000000401,440,
298,,Spot,3,Image 1,259,1000000371,441,
294,,Spot,3,Image 1,259,1000000401,442,
282,,Spot,3,Image 1,260,1000000371,443,
292,,Spot,3,Image 1,260,1000000401,444,
270,,Spot,3,Image 1,261,1000000371,445,
292,,Spot,3,Image 1,261,1000000401,446,
306,,Spot,3,Image 1,262,1000000371,447,
300,,Spot,3,Image 1,262,1000000401,448,
306,,Spot,3,Image 1,263,1000000371,449,
308,,Spot,3,Image 1,263,1000000401,450,
300,,Spot,3,Image 1,264,1000000371,451,
298,,Spot,3,Image 1,264,1000000401,452,
302,,Spot,3,Image 1,265,1000000401,453,
304,,Spot,3,Image 1,265,1000000371,454,
298,,Spot,3,Image 1,266,1000000401,455,
266,,Spot,3,Image 1,343,1000000456,456,
280,,Spot,3,Image 1,344,1000000456,457,
272,,Spot,3,Image 1,345,1000000456,458,
276,,Spot,3,Image 1,346,1000000456,459,
280,,Spot,3,Image 1,347,1000000456,460,
282,,Spot,3,Image 1,348,1000000456,461,
288,,Spot,3,Image 1,349,1000000456,462,
302,,Spot,3,Image 1,350,1000000456,463,
318,,Spot,3,Image 1,351,1000000456,464,
302,,Spot,3,Image 1,352,1000000456,465,
304,,Spot,3,Image 1,353,1000000456,466,
282,,Spot,3,Image 1,354,1000000456,467,
286,,Spot,3,Image 1,355,1000000456,468,
278,,Spot,3,Image 1,355,1000000469,469,
302,,Spot,3,Image 1,356,1000000456,470,
290,,Spot,3,Image 1,356,1000000469,471,
280,,Spot,3,Image 1,357,1000000456,472,
282,,Spot,3,Image 1,357,1000000469,473,
292,,Spot,3,Image 1,358,1000000456,474,
288,,Spot,3,Image 1,358,1000000469,475,
298,,Spot,3,Image 1,359,1000000456,476,
280,,Spot,3,Image 1,359,1000000469,477,
314,,Spot,3,Image 1,360,1000000456,478,
288,,Spot,3,Image 1,360,1000000469,479,
352,,Spot,3,Image 1,361,1000000456,480,
294,,Spot,3,Image 1,361,1000000469,481,
356,,Spot,3,Image 1,362,1000000456,482,
280,,Spot,3,Image 1,362,1000000469,483,
282,,Spot,3,Image 1,363,1000000469,484,
290,,Spot,3,Image 1,364,1000000469,485,
298,,Spot,3,Image 1,365,1000000469,486,
320,,Spot,3,Image 1,366,1000000469,487,
296,,Spot,3,Image 1,367,1000000469,488,
300,,Spot,3,Image 1,368,1000000469,489,
308,,Spot,3,Image 1,369,1000000469,490,
304,,Spot,3,Image 1,370,1000000469,491,
314,,Spot,3,Image 1,370,1000000496,496,
310,,Spot,3,Image 1,371,1000000469,497,
288,,Spot,3,Image 1,371,1000000496,498,
278,,Spot,3,Image 1,372,1000000496,499,
280,,Spot,3,Image 1,373,1000000496,500,
282,,Spot,3,Image 1,374,1000000496,501,
296,,Spot,3,Image 1,375,1000000496,502,
288,,Spot,3,Image 1,376,1000000496,503,
288,,Spot,3,Image 1,377,1000000496,504,
290,,Spot,3,Image 1,378,1000000496,505,
296,,Spot,3,Image 1,379,1000000496,506,
296,,Spot,3,Image 1,380,1000000496,507,
