
Generation
 ==================== 
Generation,Unit,Category,Time,TrackID,ID,
0,,Spot,28,1000000051,51,
0,,Spot,29,1000000051,52,
0,,Spot,30,1000000051,53,
0,,Spot,31,1000000051,54,
0,,Spot,32,1000000051,55,
0,,Spot,33,1000000051,56,
0,,Spot,34,1000000051,57,
0,,Spot,35,1000000051,58,
0,,Spot,36,1000000051,59,
0,,Spot,37,1000000051,60,
0,,Spot,38,1000000051,61,
0,,Spot,39,1000000051,62,
0,,Spot,40,1000000051,63,
0,,Spot,41,1000000051,64,
0,,Spot,42,1000000051,65,
0,,Spot,43,1000000051,66,
0,,Spot,44,1000000051,67,
0,,Spot,45,1000000051,68,
0,,Spot,46,1000000051,69,
0,,Spot,47,1000000051,70,
0,,Spot,48,1000000051,71,
0,,Spot,49,1000000051,72,
0,,Spot,50,1000000051,73,
0,,Spot,51,1000000051,74,
0,,Spot,52,1000000051,75,
0,,Spot,53,1000000051,76,
0,,Spot,54,1000000051,77,
0,,Spot,54,1000000094,94,
0,,Spot,55,1000000094,95,
0,,Spot,55,1000000051,181,
0,,Spot,56,1000000094,182,
0,,Spot,56,1000000051,183,
0,,Spot,57,1000000094,184,
0,,Spot,57,1000000051,185,
0,,Spot,58,1000000094,186,
0,,Spot,58,1000000051,187,
0,,Spot,59,1000000094,188,
0,,Spot,59,1000000051,189,
0,,Spot,60,1000000094,190,
0,,Spot,60,1000000051,191,
0,,Spot,61,1000000192,192,
0,,Spot,61,1000000094,193,
0,,Spot,61,1000000051,194,
0,,Spot,62,1000000195,195,
0,,Spot,62,1000000094,196,
0,,Spot,62,1000000192,197,
0,,Spot,62,1000000198,198,
0,,Spot,62,1000000051,199,
0,,Spot,63,1000000195,200,
0,,Spot,63,1000000094,201,
0,,Spot,63,1000000192,202,
0,,Spot,63,1000000198,203,
0,,Spot,63,1000000051,204,
0,,Spot,64,1000000195,205,
0,,Spot,64,1000000094,206,
0,,Spot,64,1000000192,207,
0,,Spot,64,1000000198,208,
0,,Spot,65,1000000195,209,
0,,Spot,65,1000000192,210,
0,,Spot,65,1000000198,211,
0,,Spot,66,1000000195,212,
0,,Spot,66,1000000192,213,
0,,Spot,66,1000000198,214,
0,,Spot,67,1000000195,215,
0,,Spot,67,1000000192,216,
0,,Spot,67,1000000198,217,
0,,Spot,68,1000000195,218,
0,,Spot,68,1000000192,219,
0,,Spot,68,1000000198,220,
0,,Spot,69,1000000195,221,
0,,Spot,69,1000000192,222,
0,,Spot,69,1000000198,223,
0,,Spot,70,1000000195,224,
0,,Spot,70,1000000192,225,
0,,Spot,70,1000000198,226,
0,,Spot,71,1000000195,227,
0,,Spot,71,1000000192,228,
0,,Spot,71,1000000198,229,
0,,Spot,72,1000000195,230,
0,,Spot,72,1000000192,231,
0,,Spot,72,1000000198,232,
