
Time Since Track Start
 ==================== 
Time Since Track Start,Unit,Category,Time,TrackID,ID,
0,,Spot,28,1000000051,51,
1,,Spot,29,1000000051,52,
2,,Spot,30,1000000051,53,
3,,Spot,31,1000000051,54,
4,,Spot,32,1000000051,55,
5,,Spot,33,1000000051,56,
6,,Spot,34,1000000051,57,
7,,Spot,35,1000000051,58,
8,,Spot,36,1000000051,59,
9,,Spot,37,1000000051,60,
10,,Spot,38,1000000051,61,
11,,Spot,39,1000000051,62,
12,,Spot,40,1000000051,63,
13,,Spot,41,1000000051,64,
14,,Spot,42,1000000051,65,
15,,Spot,43,1000000051,66,
16,,Spot,44,1000000051,67,
17,,Spot,45,1000000051,68,
18,,Spot,46,1000000051,69,
19,,Spot,47,1000000051,70,
20,,Spot,48,1000000051,71,
21,,Spot,49,1000000051,72,
22,,Spot,50,1000000051,73,
23,,Spot,51,1000000051,74,
24,,Spot,52,1000000051,75,
25,,Spot,53,1000000051,76,
26,,Spot,54,1000000051,77,
0,,Spot,54,1000000094,94,
1,,Spot,55,1000000094,95,
27,,Spot,55,1000000051,181,
2,,Spot,56,1000000094,182,
28,,Spot,56,1000000051,183,
3,,Spot,57,1000000094,184,
29,,Spot,57,1000000051,185,
4,,Spot,58,1000000094,186,
30,,Spot,58,1000000051,187,
5,,Spot,59,1000000094,188,
31,,Spot,59,1000000051,189,
6,,Spot,60,1000000094,190,
32,,Spot,60,1000000051,191,
0,,Spot,61,1000000192,192,
7,,Spot,61,1000000094,193,
33,,Spot,61,1000000051,194,
0,,Spot,62,1000000195,195,
8,,Spot,62,1000000094,196,
1,,Spot,62,1000000192,197,
0,,Spot,62,1000000198,198,
34,,Spot,62,1000000051,199,
1,,Spot,63,1000000195,200,
9,,Spot,63,1000000094,201,
2,,Spot,63,1000000192,202,
1,,Spot,63,1000000198,203,
35,,Spot,63,1000000051,204,
2,,Spot,64,1000000195,205,
10,,Spot,64,1000000094,206,
3,,Spot,64,1000000192,207,
2,,Spot,64,1000000198,208,
3,,Spot,65,1000000195,209,
4,,Spot,65,1000000192,210,
3,,Spot,65,1000000198,211,
4,,Spot,66,1000000195,212,
5,,Spot,66,1000000192,213,
4,,Spot,66,1000000198,214,
5,,Spot,67,1000000195,215,
6,,Spot,67,1000000192,216,
5,,Spot,67,1000000198,217,
6,,Spot,68,1000000195,218,
7,,Spot,68,1000000192,219,
6,,Spot,68,1000000198,220,
7,,Spot,69,1000000195,221,
8,,Spot,69,1000000192,222,
7,,Spot,69,1000000198,223,
8,,Spot,70,1000000195,224,
9,,Spot,70,1000000192,225,
8,,Spot,70,1000000198,226,
9,,Spot,71,1000000195,227,
10,,Spot,71,1000000192,228,
9,,Spot,71,1000000198,229,
10,,Spot,72,1000000195,230,
11,,Spot,72,1000000192,231,
10,,Spot,72,1000000198,232,
11,,Spot,73,1000000195,233,
12,,Spot,73,1000000192,234,
11,,Spot,73,1000000198,235,
12,,Spot,74,1000000195,236,
13,,Spot,74,1000000192,237,
12,,Spot,74,1000000198,238,
13,,Spot,75,1000000195,239,
14,,Spot,75,1000000192,240,
13,,Spot,75,1000000198,241,
14,,Spot,76,1000000195,242,
15,,Spot,76,1000000192,243,
14,,Spot,76,1000000198,244,
15,,Spot,77,1000000195,245,
16,,Spot,77,1000000192,246,
15,,Spot,77,1000000198,247,
16,,Spot,78,1000000195,248,
17,,Spot,78,1000000192,249,
16,,Spot,78,1000000198,250,
17,,Spot,79,1000000195,251,
18,,Spot,79,1000000192,252,
17,,Spot,79,1000000198,253,
18,,Spot,80,1000000195,254,
19,,Spot,81,1000000195,255,
20,,Spot,82,1000000195,256,
21,,Spot,83,1000000195,257,
22,,Spot,84,1000000195,258,
