
Average Distance To 5 Nearest Neighbours
 ==================== 
Average Distance To 5 Nearest Neighbours,Unit,Category,Time,TrackID,ID,
0,µm,Spot,54,1000000051,77,
0,µm,Spot,54,1000000094,94,
0,µm,Spot,55,1000000094,95,
0,µm,Spot,55,1000000051,181,
0,µm,Spot,56,1000000094,182,
0,µm,Spot,56,1000000051,183,
0,µm,Spot,57,1000000094,184,
0,µm,Spot,57,1000000051,185,
0,µm,Spot,58,1000000094,186,
0,µm,Spot,58,1000000051,187,
0,µm,Spot,59,1000000094,188,
0,µm,Spot,59,1000000051,189,
0,µm,Spot,60,1000000094,190,
0,µm,Spot,60,1000000051,191,
0,µm,Spot,61,1000000192,192,
0,µm,Spot,61,1000000094,193,
0,µm,Spot,61,1000000051,194,
0,µm,Spot,62,1000000195,195,
0,µm,Spot,62,1000000094,196,
0,µm,Spot,62,1000000192,197,
0,µm,Spot,62,1000000198,198,
0,µm,Spot,62,1000000051,199,
0,µm,Spot,63,1000000195,200,
0,µm,Spot,63,1000000094,201,
0,µm,Spot,63,1000000192,202,
0,µm,Spot,63,1000000198,203,
0,µm,Spot,63,1000000051,204,
0,µm,Spot,64,1000000195,205,
0,µm,Spot,64,1000000094,206,
0,µm,Spot,64,1000000192,207,
0,µm,Spot,64,1000000198,208,
0,µm,Spot,65,1000000195,209,
0,µm,Spot,65,1000000192,210,
0,µm,Spot,65,1000000198,211,
0,µm,Spot,66,1000000195,212,
0,µm,Spot,66,1000000192,213,
0,µm,Spot,66,1000000198,214,
0,µm,Spot,67,1000000195,215,
0,µm,Spot,67,1000000192,216,
0,µm,Spot,67,1000000198,217,
0,µm,Spot,68,1000000195,218,
0,µm,Spot,68,1000000192,219,
0,µm,Spot,68,1000000198,220,
0,µm,Spot,69,1000000195,221,
0,µm,Spot,69,1000000192,222,
0,µm,Spot,69,1000000198,223,
0,µm,Spot,70,1000000195,224,
0,µm,Spot,70,1000000192,225,
0,µm,Spot,70,1000000198,226,
0,µm,Spot,71,1000000195,227,
0,µm,Spot,71,1000000192,228,
0,µm,Spot,71,1000000198,229,
0,µm,Spot,72,1000000195,230,
0,µm,Spot,72,1000000192,231,
0,µm,Spot,72,1000000198,232,
0,µm,Spot,73,1000000195,233,
0,µm,Spot,73,1000000192,234,
0,µm,Spot,73,1000000198,235,
0,µm,Spot,74,1000000195,236,
0,µm,Spot,74,1000000192,237,
0,µm,Spot,74,1000000198,238,
0,µm,Spot,75,1000000195,239,
0,µm,Spot,75,1000000192,240,
0,µm,Spot,75,1000000198,241,
0,µm,Spot,76,1000000195,242,
0,µm,Spot,76,1000000192,243,
0,µm,Spot,76,1000000198,244,
0,µm,Spot,77,1000000195,245,
0,µm,Spot,77,1000000192,246,
0,µm,Spot,77,1000000198,247,
0,µm,Spot,78,1000000195,248,
0,µm,Spot,78,1000000192,249,
0,µm,Spot,78,1000000198,250,
0,µm,Spot,79,1000000195,251,
0,µm,Spot,79,1000000192,252,
0,µm,Spot,79,1000000198,253,
0,µm,Spot,140,1000000292,306,
0,µm,Spot,140,1000000307,307,
0,µm,Spot,141,1000000292,308,
0,µm,Spot,141,1000000307,309,
0,µm,Spot,142,1000000292,310,
0,µm,Spot,142,1000000307,311,
0,µm,Spot,143,1000000292,312,
0,µm,Spot,143,1000000307,313,
0,µm,Spot,144,1000000292,314,
0,µm,Spot,144,1000000307,315,
0,µm,Spot,145,1000000292,316,
0,µm,Spot,145,1000000307,317,
0,µm,Spot,146,1000000292,318,
0,µm,Spot,146,1000000307,319,
0,µm,Spot,147,1000000292,320,
0,µm,Spot,147,1000000307,321,
0,µm,Spot,148,1000000292,322,
0,µm,Spot,148,1000000307,323,
0,µm,Spot,149,1000000292,324,
0,µm,Spot,149,1000000307,325,
0,µm,Spot,150,1000000292,326,
0,µm,Spot,150,1000000307,327,
0,µm,Spot,151,1000000292,328,
0,µm,Spot,151,1000000307,329,
0,µm,Spot,151,1000000330,330,
0,µm,Spot,244,1000000372,372,
0,µm,Spot,244,1000000371,373,
0,µm,Spot,244,1000000401,401,
0,µm,Spot,245,1000000372,402,
0,µm,Spot,245,1000000371,403,
0,µm,Spot,245,1000000401,404,
0,µm,Spot,246,1000000372,405,
0,µm,Spot,246,1000000371,406,
0,µm,Spot,246,1000000401,407,
0,µm,Spot,247,1000000372,408,
0,µm,Spot,247,1000000371,409,
0,µm,Spot,247,1000000401,410,
0,µm,Spot,248,1000000372,411,
0,µm,Spot,248,1000000371,412,
0,µm,Spot,248,1000000401,413,
0,µm,Spot,249,1000000372,414,
0,µm,Spot,249,1000000371,415,
0,µm,Spot,249,1000000401,416,
0,µm,Spot,250,1000000372,417,
0,µm,Spot,250,1000000371,418,
0,µm,Spot,250,1000000401,419,
0,µm,Spot,251,1000000372,420,
0,µm,Spot,251,1000000371,421,
0,µm,Spot,251,1000000401,422,
0,µm,Spot,252,1000000372,423,
0,µm,Spot,252,1000000371,424,
0,µm,Spot,252,1000000401,425,
0,µm,Spot,253,1000000372,426,
0,µm,Spot,253,1000000371,427,
0,µm,Spot,253,1000000401,428,
0,µm,Spot,254,1000000372,429,
0,µm,Spot,254,1000000371,430,
0,µm,Spot,254,1000000401,431,
0,µm,Spot,255,1000000372,432,
0,µm,Spot,255,1000000371,433,
0,µm,Spot,255,1000000401,434,
0,µm,Spot,256,1000000371,435,
0,µm,Spot,256,1000000401,436,
0,µm,Spot,257,1000000371,437,
0,µm,Spot,257,1000000401,438,
0,µm,Spot,258,1000000371,439,
0,µm,Spot,258,1000000401,440,
0,µm,Spot,259,1000000371,441,
0,µm,Spot,259,1000000401,442,
0,µm,Spot,260,1000000371,443,
0,µm,Spot,260,1000000401,444,
0,µm,Spot,261,1000000371,445,
0,µm,Spot,261,1000000401,446,
0,µm,Spot,262,1000000371,447,
0,µm,Spot,262,1000000401,448,
0,µm,Spot,263,1000000371,449,
0,µm,Spot,263,1000000401,450,
0,µm,Spot,264,1000000371,451,
0,µm,Spot,264,1000000401,452,
0,µm,Spot,265,1000000401,453,
0,µm,Spot,265,1000000371,454,
0,µm,Spot,355,1000000456,468,
0,µm,Spot,355,1000000469,469,
0,µm,Spot,356,1000000456,470,
0,µm,Spot,356,1000000469,471,
0,µm,Spot,357,1000000456,472,
0,µm,Spot,357,1000000469,473,
0,µm,Spot,358,1000000456,474,
0,µm,Spot,358,1000000469,475,
0,µm,Spot,359,1000000456,476,
0,µm,Spot,359,1000000469,477,
0,µm,Spot,360,1000000456,478,
0,µm,Spot,360,1000000469,479,
0,µm,Spot,361,1000000456,480,
0,µm,Spot,361,1000000469,481,
0,µm,Spot,362,1000000456,482,
0,µm,Spot,362,1000000469,483,
0,µm,Spot,370,1000000469,491,
0,µm,Spot,370,1000000496,496,
0,µm,Spot,371,1000000469,497,
0,µm,Spot,371,1000000496,498,
