
Displacement Delta
 ==================== 
Displacement Delta X,Displacement Delta Y,Displacement Delta Z,Unit,Category,Collection,Time,TrackID,ID,
0,0,0,µm,Spot,Displacement Delta,28,1000000051,51,
1.32768,0.706062,0,µm,Spot,Displacement Delta,29,1000000051,52,
1.30592,-0.0639954,0,µm,Spot,Displacement Delta,30,1000000051,53,
0.683445,0.114923,-0.5,µm,Spot,Displacement Delta,31,1000000051,54,
-0.96436,0.196337,-0.5,µm,Spot,Displacement Delta,32,1000000051,55,
-0.277248,-0.210577,1.5,µm,Spot,Displacement Delta,33,1000000051,56,
-0.0482769,0.338238,-1.5,µm,Spot,Displacement Delta,34,1000000051,57,
0.129091,-0.198574,2.5,µm,Spot,Displacement Delta,35,1000000051,58,
1.37114,0.12767,-4,µm,Spot,Displacement Delta,36,1000000051,59,
0.936974,0.578203,3.80391,µm,Spot,Displacement Delta,37,1000000051,60,
-0.431506,-1.2882,0.196091,µm,Spot,Displacement Delta,38,1000000051,61,
2.17353,0.244297,-2.5,µm,Spot,Displacement Delta,39,1000000051,62,
1.3061,-0.797348,-2,µm,Spot,Displacement Delta,40,1000000051,63,
-0.219604,0.573305,0,µm,Spot,Displacement Delta,41,1000000051,64,
1.23059,1.18987,1.70461,µm,Spot,Displacement Delta,42,1000000051,65,
-0.245938,-0.582539,0.795395,µm,Spot,Displacement Delta,43,1000000051,66,
-0.376967,0.670094,1.5,µm,Spot,Displacement Delta,44,1000000051,67,
0.877074,-0.71253,-1,µm,Spot,Displacement Delta,45,1000000051,68,
0.111812,0.479574,1,µm,Spot,Displacement Delta,46,1000000051,69,
-0.558545,-0.58477,-1,µm,Spot,Displacement Delta,47,1000000051,70,
-0.447186,0.0763741,-1,µm,Spot,Displacement Delta,48,1000000051,71,
0.391641,0.0296402,-0.5,µm,Spot,Displacement Delta,49,1000000051,72,
-0.0539188,0.00677109,1.5,µm,Spot,Displacement Delta,50,1000000051,73,
0.390423,-0.124359,-1.5,µm,Spot,Displacement Delta,51,1000000051,74,
0.285699,0.144032,-0.5,µm,Spot,Displacement Delta,52,1000000051,75,
0.38876,0.113491,1.5,µm,Spot,Displacement Delta,53,1000000051,76,
-0.0516911,0.0368309,-0.5,µm,Spot,Displacement Delta,54,1000000051,77,
0,0,0,µm,Spot,Displacement Delta,54,1000000094,94,
0.186,-0.203665,-0.19278,µm,Spot,Displacement Delta,55,1000000094,95,
-0.170919,-0.311541,0.564415,µm,Spot,Displacement Delta,55,1000000051,181,
0.279,-0.0731506,0.560631,µm,Spot,Displacement Delta,56,1000000094,182,
-0.211809,-0.278999,-0.452034,µm,Spot,Displacement Delta,56,1000000051,183,
0.186,-0.904282,1.21016,µm,Spot,Displacement Delta,57,1000000094,184,
-0.0256538,-0.186001,0.185944,µm,Spot,Displacement Delta,57,1000000051,185,
0.279,-0.429058,0.464401,µm,Spot,Displacement Delta,58,1000000094,186,
-0.179255,-0.464998,-0.735725,µm,Spot,Displacement Delta,58,1000000051,187,
1.209,0.767179,0.147415,µm,Spot,Displacement Delta,59,1000000094,188,
0.865406,0.929998,0.503738,µm,Spot,Displacement Delta,59,1000000051,189,
0.372,-0.0684147,1.22996,µm,Spot,Displacement Delta,60,1000000094,190,
-0.0483475,0.186001,-0.67778,µm,Spot,Displacement Delta,60,1000000051,191,
0,0,0,µm,Spot,Displacement Delta,61,1000000192,192,
1.361,0.63467,-1.09059,µm,Spot,Displacement Delta,61,1000000094,193,
0.569447,2.697,-0.731476,µm,Spot,Displacement Delta,61,1000000051,194,
0,0,0,µm,Spot,Displacement Delta,62,1000000195,195,
0.870998,-1.12817,-0.655777,µm,Spot,Displacement Delta,62,1000000094,196,
-0.279,0.637383,0.757607,µm,Spot,Displacement Delta,62,1000000192,197,
0,0,0,µm,Spot,Displacement Delta,62,1000000198,198,
1.15298,0.278999,0.275116,µm,Spot,Displacement Delta,62,1000000051,199,
0.993336,-1.2668,2,µm,Spot,Displacement Delta,63,1000000195,200,
0.93,-0.244331,0.0859909,µm,Spot,Displacement Delta,63,1000000094,201,
3.069,-0.844734,-0.0905457,µm,Spot,Displacement Delta,63,1000000192,202,
1.86,-0.0399208,0.200885,µm,Spot,Displacement Delta,63,1000000198,203,
0.856686,0.93,-2.50132,µm,Spot,Displacement Delta,63,1000000051,204,
0.0815449,-0.877922,1.5,µm,Spot,Displacement Delta,64,1000000195,205,
1.395,-0.94421,-0.00296783,µm,Spot,Displacement Delta,64,1000000094,206,
1.302,-0.611353,-0.616486,µm,Spot,Displacement Delta,64,1000000192,207,
0.465,-1.42059,0.271164,µm,Spot,Displacement Delta,64,1000000198,208,
0.194212,-0.266193,0,µm,Spot,Displacement Delta,65,1000000195,209,
1.488,-1.46214,-0.137201,µm,Spot,Displacement Delta,65,1000000192,210,
0.186,-0.847198,-0.0603461,µm,Spot,Displacement Delta,65,1000000198,211,
-0.263498,-1.80948,-1,µm,Spot,Displacement Delta,66,1000000195,212,
0.186,-0.723499,-0.211542,µm,Spot,Displacement Delta,66,1000000192,213,
0.651,-0.958809,-0.0217524,µm,Spot,Displacement Delta,66,1000000198,214,
0.124279,-0.736015,0,µm,Spot,Displacement Delta,67,1000000195,215,
-1.209,0.370453,0.187778,µm,Spot,Displacement Delta,67,1000000192,216,
-0.0929995,0.0215912,-0.00778627,µm,Spot,Displacement Delta,67,1000000198,217,
-0.209558,-0.473953,1,µm,Spot,Displacement Delta,68,1000000195,218,
1.674,-0.637318,0.678577,µm,Spot,Displacement Delta,68,1000000192,219,
0,-0.330143,0.935331,µm,Spot,Displacement Delta,68,1000000198,220,
-0.0509949,-0.442125,-1,µm,Spot,Displacement Delta,69,1000000195,221,
-0.743999,-0.0394173,0.456863,µm,Spot,Displacement Delta,69,1000000192,222,
0,0.814617,0.076499,µm,Spot,Displacement Delta,69,1000000198,223,
0.0785217,-0.20332,0.5,µm,Spot,Displacement Delta,70,1000000195,224,
0.279,0.132198,-0.222862,µm,Spot,Displacement Delta,70,1000000192,225,
0.929999,-0.128756,-0.149427,µm,Spot,Displacement Delta,70,1000000198,226,
-1.15407,-2.08849,0,µm,Spot,Displacement Delta,71,1000000195,227,
1.116,0.421268,0.134938,µm,Spot,Displacement Delta,71,1000000192,228,
0,1.25603,-0.110359,µm,Spot,Displacement Delta,71,1000000198,229,
-0.783302,-0.478725,-1,µm,Spot,Displacement Delta,72,1000000195,230,
1.209,1.54522,-0.0234661,µm,Spot,Displacement Delta,72,1000000192,231,
1.395,2.23855,3.39443,µm,Spot,Displacement Delta,72,1000000198,232,
1.00524,1.10584,0.5,µm,Spot,Displacement Delta,73,1000000195,233,
1.302,1.21719,-0.117624,µm,Spot,Displacement Delta,73,1000000192,234,
-0.0930004,2.24348,0.29474,µm,Spot,Displacement Delta,73,1000000198,235,
0.111006,0.754604,0.5,µm,Spot,Displacement Delta,74,1000000195,236,
0.93,0.85206,0.514699,µm,Spot,Displacement Delta,74,1000000192,237,
0.0930004,0.776237,1.87061,µm,Spot,Displacement Delta,74,1000000198,238,
0.809496,-0.0739632,0.5,µm,Spot,Displacement Delta,75,1000000195,239,
0.278999,1.79393,1.20821,µm,Spot,Displacement Delta,75,1000000192,240,
0.743999,0.48555,-0.889204,µm,Spot,Displacement Delta,75,1000000198,241,
0.00495529,-0.157347,-1.5,µm,Spot,Displacement Delta,76,1000000195,242,
0.744001,0.39728,1.58058,µm,Spot,Displacement Delta,76,1000000192,243,
0.743999,0.533226,0.525404,µm,Spot,Displacement Delta,76,1000000198,244,
