
Track Intensity StdDev Ch=1 Img=1
 ==================== 
Track Intensity StdDev,Unit,Category,Channel,Image,ID,
158.415,,Track,1,Image 1,1000000128,
139.905,,Track,1,Image 1,1000000202,
138.2,,Track,1,Image 1,1000000806,
109.765,,Track,1,Image 1,1000001003,
129.661,,Track,1,Image 1,1000001011,
119.734,,Track,1,Image 1,1000001030,
124.285,,Track,1,Image 1,1000001092,
208.887,,Track,1,Image 1,1000001192,
109.327,,Track,1,Image 1,1000001217,
156.595,,Track,1,Image 1,1000001248,
