
Track Intensity Max Ch=2 Img=1
 ==================== 
Track Intensity Max,Unit,Category,Channel,Image,ID,
344,,Track,2,Image 1,1000000128,
326,,Track,2,Image 1,1000000202,
292,,Track,2,Image 1,1000000806,
326,,Track,2,Image 1,1000001003,
308,,Track,2,Image 1,1000001011,
318,,Track,2,Image 1,1000001030,
304,,Track,2,Image 1,1000001092,
298,,Track,2,Image 1,1000001192,
296,,Track,2,Image 1,1000001217,
314,,Track,2,Image 1,1000001248,
