
Average Distance To 3 Nearest Neighbours
 ==================== 
Average Distance To 3 Nearest Neighbours,Unit,Category,Time,TrackID,ID,
0,µm,Spot,124,1000000128,140,
0,µm,Spot,124,1000000202,202,
0,µm,Spot,125,1000000128,204,
0,µm,Spot,125,1000000202,205,
0,µm,Spot,126,1000000128,207,
0,µm,Spot,126,1000000202,208,
0,µm,Spot,127,1000000128,210,
0,µm,Spot,127,1000000202,211,
0,µm,Spot,128,1000000202,212,
0,µm,Spot,128,1000000128,801,
0,µm,Spot,129,1000000128,802,
0,µm,Spot,129,1000000202,803,
0,µm,Spot,130,1000000128,804,
0,µm,Spot,130,1000000202,805,
0,µm,Spot,130,1000000806,806,
0,µm,Spot,131,1000000128,807,
0,µm,Spot,131,1000000202,808,
0,µm,Spot,131,1000000806,809,
0,µm,Spot,132,1000000128,810,
0,µm,Spot,132,1000000202,811,
0,µm,Spot,132,1000000806,812,
0,µm,Spot,133,1000000128,813,
0,µm,Spot,133,1000000202,814,
0,µm,Spot,133,1000000806,815,
0,µm,Spot,134,1000000128,816,
0,µm,Spot,134,1000000202,817,
0,µm,Spot,134,1000000806,818,
0,µm,Spot,135,1000000128,819,
0,µm,Spot,135,1000000202,820,
0,µm,Spot,135,1000000806,821,
0,µm,Spot,136,1000000128,822,
0,µm,Spot,136,1000000202,823,
0,µm,Spot,136,1000000806,824,
0,µm,Spot,137,1000000128,825,
0,µm,Spot,137,1000000202,826,
0,µm,Spot,137,1000000806,827,
0,µm,Spot,138,1000000128,828,
0,µm,Spot,138,1000000202,829,
0,µm,Spot,138,1000000806,830,
0,µm,Spot,139,1000000128,831,
0,µm,Spot,139,1000000202,832,
0,µm,Spot,139,1000000806,833,
0,µm,Spot,140,1000000128,834,
0,µm,Spot,140,1000000202,835,
0,µm,Spot,140,1000000806,836,
0,µm,Spot,141,1000000128,837,
0,µm,Spot,141,1000000202,838,
0,µm,Spot,141,1000000806,839,
0,µm,Spot,142,1000000128,840,
0,µm,Spot,142,1000000202,841,
0,µm,Spot,142,1000000806,842,
0,µm,Spot,143,1000000128,843,
0,µm,Spot,143,1000000202,844,
0,µm,Spot,143,1000000806,845,
0,µm,Spot,144,1000000128,846,
0,µm,Spot,144,1000000202,847,
0,µm,Spot,144,1000000806,848,
0,µm,Spot,145,1000000128,849,
0,µm,Spot,145,1000000202,850,
0,µm,Spot,145,1000000806,851,
0,µm,Spot,146,1000000128,852,
0,µm,Spot,146,1000000202,853,
0,µm,Spot,146,1000000806,854,
0,µm,Spot,147,1000000128,855,
0,µm,Spot,147,1000000202,856,
0,µm,Spot,147,1000000806,857,
0,µm,Spot,148,1000000128,858,
0,µm,Spot,148,1000000202,859,
0,µm,Spot,148,1000000806,860,
0,µm,Spot,149,1000000128,861,
0,µm,Spot,149,1000000202,862,
0,µm,Spot,149,1000000806,863,
0,µm,Spot,150,1000000128,864,
0,µm,Spot,150,1000000202,865,
0,µm,Spot,150,1000000806,866,
0,µm,Spot,151,1000000128,867,
0,µm,Spot,151,1000000202,868,
0,µm,Spot,151,1000000806,869,
0,µm,Spot,152,1000000128,870,
0,µm,Spot,152,1000000202,871,
0,µm,Spot,152,1000000806,872,
0,µm,Spot,153,1000000128,873,
0,µm,Spot,153,1000000202,874,
0,µm,Spot,153,1000000806,875,
0,µm,Spot,154,1000000128,876,
0,µm,Spot,154,1000000202,877,
0,µm,Spot,154,1000000806,878,
0,µm,Spot,155,1000000128,879,
0,µm,Spot,155,1000000202,880,
0,µm,Spot,155,1000000806,881,
0,µm,Spot,156,1000000128,882,
0,µm,Spot,156,1000000202,883,
0,µm,Spot,156,1000000806,884,
0,µm,Spot,157,1000000128,885,
0,µm,Spot,157,1000000202,886,
0,µm,Spot,157,1000000806,887,
0,µm,Spot,158,1000000128,888,
0,µm,Spot,158,1000000202,889,
0,µm,Spot,158,1000000806,890,
0,µm,Spot,159,1000000128,891,
0,µm,Spot,159,1000000202,892,
0,µm,Spot,159,1000000806,893,
