
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,TrackID,ID,
178,,Spot,2,Image 1,118,1000000128,128,
178,,Spot,2,Image 1,119,1000000128,130,
168,,Spot,2,Image 1,120,1000000128,132,
178,,Spot,2,Image 1,121,1000000128,134,
178,,Spot,2,Image 1,122,1000000128,136,
180,,Spot,2,Image 1,123,1000000128,138,
184,,Spot,2,Image 1,124,1000000128,140,
182,,Spot,2,Image 1,124,1000000202,202,
182,,Spot,2,Image 1,125,1000000128,204,
170,,Spot,2,Image 1,125,1000000202,205,
180,,Spot,2,Image 1,126,1000000128,207,
170,,Spot,2,Image 1,126,1000000202,208,
178,,Spot,2,Image 1,127,1000000128,210,
178,,Spot,2,Image 1,127,1000000202,211,
176,,Spot,2,Image 1,128,1000000202,212,
172,,Spot,2,Image 1,128,1000000128,801,
178,,Spot,2,Image 1,129,1000000128,802,
172,,Spot,2,Image 1,129,1000000202,803,
180,,Spot,2,Image 1,130,1000000128,804,
172,,Spot,2,Image 1,130,1000000202,805,
178,,Spot,2,Image 1,130,1000000806,806,
184,,Spot,2,Image 1,131,1000000128,807,
180,,Spot,2,Image 1,131,1000000202,808,
180,,Spot,2,Image 1,131,1000000806,809,
172,,Spot,2,Image 1,132,1000000128,810,
172,,Spot,2,Image 1,132,1000000202,811,
178,,Spot,2,Image 1,132,1000000806,812,
184,,Spot,2,Image 1,133,1000000128,813,
162,,Spot,2,Image 1,133,1000000202,814,
180,,Spot,2,Image 1,133,1000000806,815,
178,,Spot,2,Image 1,134,1000000128,816,
182,,Spot,2,Image 1,134,1000000202,817,
178,,Spot,2,Image 1,134,1000000806,818,
170,,Spot,2,Image 1,135,1000000128,819,
170,,Spot,2,Image 1,135,1000000202,820,
176,,Spot,2,Image 1,135,1000000806,821,
178,,Spot,2,Image 1,136,1000000128,822,
180,,Spot,2,Image 1,136,1000000202,823,
180,,Spot,2,Image 1,136,1000000806,824,
184,,Spot,2,Image 1,137,1000000128,825,
178,,Spot,2,Image 1,137,1000000202,826,
180,,Spot,2,Image 1,137,1000000806,827,
176,,Spot,2,Image 1,138,1000000128,828,
170,,Spot,2,Image 1,138,1000000202,829,
178,,Spot,2,Image 1,138,1000000806,830,
180,,Spot,2,Image 1,139,1000000128,831,
178,,Spot,2,Image 1,139,1000000202,832,
178,,Spot,2,Image 1,139,1000000806,833,
176,,Spot,2,Image 1,140,1000000128,834,
176,,Spot,2,Image 1,140,1000000202,835,
180,,Spot,2,Image 1,140,1000000806,836,
170,,Spot,2,Image 1,141,1000000128,837,
176,,Spot,2,Image 1,141,1000000202,838,
178,,Spot,2,Image 1,141,1000000806,839,
182,,Spot,2,Image 1,142,1000000128,840,
180,,Spot,2,Image 1,142,1000000202,841,
178,,Spot,2,Image 1,142,1000000806,842,
180,,Spot,2,Image 1,143,1000000128,843,
182,,Spot,2,Image 1,143,1000000202,844,
176,,Spot,2,Image 1,143,1000000806,845,
182,,Spot,2,Image 1,144,1000000128,846,
178,,Spot,2,Image 1,144,1000000202,847,
182,,Spot,2,Image 1,144,1000000806,848,
176,,Spot,2,Image 1,145,1000000128,849,
176,,Spot,2,Image 1,145,1000000202,850,
178,,Spot,2,Image 1,145,1000000806,851,
182,,Spot,2,Image 1,146,1000000128,852,
178,,Spot,2,Image 1,146,1000000202,853,
178,,Spot,2,Image 1,146,1000000806,854,
178,,Spot,2,Image 1,147,1000000128,855,
178,,Spot,2,Image 1,147,1000000202,856,
178,,Spot,2,Image 1,147,1000000806,857,
178,,Spot,2,Image 1,148,1000000128,858,
182,,Spot,2,Image 1,148,1000000202,859,
178,,Spot,2,Image 1,148,1000000806,860,
178,,Spot,2,Image 1,149,1000000128,861,
180,,Spot,2,Image 1,149,1000000202,862,
178,,Spot,2,Image 1,149,1000000806,863,
180,,Spot,2,Image 1,150,1000000128,864,
180,,Spot,2,Image 1,150,1000000202,865,
178,,Spot,2,Image 1,150,1000000806,866,
178,,Spot,2,Image 1,151,1000000128,867,
172,,Spot,2,Image 1,151,1000000202,868,
176,,Spot,2,Image 1,151,1000000806,869,
182,,Spot,2,Image 1,152,1000000128,870,
178,,Spot,2,Image 1,152,1000000202,871,
178,,Spot,2,Image 1,152,1000000806,872,
184,,Spot,2,Image 1,153,1000000128,873,
180,,Spot,2,Image 1,153,1000000202,874,
180,,Spot,2,Image 1,153,1000000806,875,
176,,Spot,2,Image 1,154,1000000128,876,
178,,Spot,2,Image 1,154,1000000202,877,
180,,Spot,2,Image 1,154,1000000806,878,
174,,Spot,2,Image 1,155,1000000128,879,
174,,Spot,2,Image 1,155,1000000202,880,
178,,Spot,2,Image 1,155,1000000806,881,
180,,Spot,2,Image 1,156,1000000128,882,
176,,Spot,2,Image 1,156,1000000202,883,
188,,Spot,2,Image 1,156,1000000806,884,
178,,Spot,2,Image 1,157,1000000128,885,
188,,Spot,2,Image 1,157,1000000202,886,
0,,Spot,2,Image 1,157,1000000806,887,
170,,Spot,2,Image 1,158,1000000128,888,
180,,Spot,2,Image 1,158,1000000202,889,
174,,Spot,2,Image 1,158,1000000806,890,
184,,Spot,2,Image 1,159,1000000128,891,
182,,Spot,2,Image 1,159,1000000202,892,
178,,Spot,2,Image 1,159,1000000806,893,
180,,Spot,2,Image 1,160,1000000128,894,
178,,Spot,2,Image 1,160,1000000202,895,
180,,Spot,2,Image 1,160,1000000806,896,
184,,Spot,2,Image 1,161,1000000128,897,
172,,Spot,2,Image 1,161,1000000202,898,
182,,Spot,2,Image 1,161,1000000806,899,
184,,Spot,2,Image 1,162,1000000128,900,
170,,Spot,2,Image 1,162,1000000202,901,
178,,Spot,2,Image 1,162,1000000806,902,
182,,Spot,2,Image 1,163,1000000128,903,
172,,Spot,2,Image 1,163,1000000202,904,
178,,Spot,2,Image 1,163,1000000806,905,
170,,Spot,2,Image 1,164,1000000128,906,
170,,Spot,2,Image 1,164,1000000202,907,
180,,Spot,2,Image 1,164,1000000806,908,
178,,Spot,2,Image 1,165,1000000128,909,
180,,Spot,2,Image 1,165,1000000202,910,
178,,Spot,2,Image 1,165,1000000806,911,
178,,Spot,2,Image 1,166,1000000128,912,
178,,Spot,2,Image 1,166,1000000202,913,
176,,Spot,2,Image 1,166,1000000806,914,
180,,Spot,2,Image 1,167,1000000128,915,
178,,Spot,2,Image 1,167,1000000202,916,
182,,Spot,2,Image 1,167,1000000806,917,
178,,Spot,2,Image 1,168,1000000128,918,
182,,Spot,2,Image 1,168,1000000202,919,
180,,Spot,2,Image 1,168,1000000806,920,
174,,Spot,2,Image 1,169,1000000128,921,
174,,Spot,2,Image 1,169,1000000202,922,
186,,Spot,2,Image 1,169,1000000806,923,
180,,Spot,2,Image 1,170,1000000128,924,
178,,Spot,2,Image 1,170,1000000202,925,
180,,Spot,2,Image 1,170,1000000806,926,
170,,Spot,2,Image 1,171,1000000128,927,
178,,Spot,2,Image 1,171,1000000202,928,
178,,Spot,2,Image 1,171,1000000806,929,
180,,Spot,2,Image 1,172,1000000128,930,
178,,Spot,2,Image 1,172,1000000202,931,
178,,Spot,2,Image 1,172,1000000806,932,
180,,Spot,2,Image 1,173,1000000128,933,
160,,Spot,2,Image 1,173,1000000202,934,
176,,Spot,2,Image 1,173,1000000806,935,
176,,Spot,2,Image 1,174,1000000128,936,
178,,Spot,2,Image 1,174,1000000202,937,
172,,Spot,2,Image 1,174,1000000806,938,
172,,Spot,2,Image 1,175,1000000128,939,
178,,Spot,2,Image 1,175,1000000202,940,
168,,Spot,2,Image 1,175,1000000806,941,
184,,Spot,2,Image 1,176,1000000128,942,
180,,Spot,2,Image 1,176,1000000202,943,
182,,Spot,2,Image 1,176,1000000806,944,
176,,Spot,2,Image 1,177,1000000128,945,
184,,Spot,2,Image 1,177,1000000202,946,
178,,Spot,2,Image 1,177,1000000806,947,
174,,Spot,2,Image 1,178,1000000128,948,
180,,Spot,2,Image 1,178,1000000202,949,
178,,Spot,2,Image 1,178,1000000806,950,
180,,Spot,2,Image 1,179,1000000128,951,
158,,Spot,2,Image 1,179,1000000202,952,
182,,Spot,2,Image 1,179,1000000806,953,
174,,Spot,2,Image 1,180,1000000128,954,
178,,Spot,2,Image 1,180,1000000202,955,
180,,Spot,2,Image 1,180,1000000806,956,
178,,Spot,2,Image 1,181,1000000128,957,
178,,Spot,2,Image 1,181,1000000806,958,
182,,Spot,2,Image 1,181,1000000202,959,
162,,Spot,2,Image 1,182,1000000128,960,
180,,Spot,2,Image 1,182,1000000202,961,
168,,Spot,2,Image 1,182,1000000806,962,
180,,Spot,2,Image 1,183,1000000128,963,
168,,Spot,2,Image 1,183,1000000202,964,
178,,Spot,2,Image 1,183,1000000806,965,
178,,Spot,2,Image 1,184,1000000128,966,
180,,Spot,2,Image 1,184,1000000806,967,
176,,Spot,2,Image 1,184,1000000202,968,
182,,Spot,2,Image 1,185,1000000128,969,
176,,Spot,2,Image 1,185,1000000202,970,
178,,Spot,2,Image 1,185,1000000806,971,
172,,Spot,2,Image 1,186,1000000128,972,
180,,Spot,2,Image 1,186,1000000806,973,
180,,Spot,2,Image 1,186,1000000202,974,
178,,Spot,2,Image 1,187,1000000128,975,
182,,Spot,2,Image 1,187,1000000806,976,
178,,Spot,2,Image 1,187,1000000202,977,
178,,Spot,2,Image 1,188,1000000128,978,
178,,Spot,2,Image 1,188,1000000806,979,
174,,Spot,2,Image 1,188,1000000202,980,
168,,Spot,2,Image 1,189,1000000128,981,
184,,Spot,2,Image 1,189,1000000806,982,
174,,Spot,2,Image 1,189,1000000202,983,
180,,Spot,2,Image 1,190,1000000128,984,
182,,Spot,2,Image 1,190,1000000806,985,
186,,Spot,2,Image 1,190,1000000202,986,
180,,Spot,2,Image 1,191,1000000128,987,
182,,Spot,2,Image 1,191,1000000806,988,
172,,Spot,2,Image 1,191,1000000202,989,
172,,Spot,2,Image 1,192,1000000128,990,
180,,Spot,2,Image 1,192,1000000806,991,
178,,Spot,2,Image 1,192,1000000202,992,
182,,Spot,2,Image 1,193,1000000806,993,
174,,Spot,2,Image 1,193,1000000202,994,
178,,Spot,2,Image 1,194,1000000806,995,
182,,Spot,2,Image 1,194,1000000202,996,
180,,Spot,2,Image 1,195,1000000806,997,
184,,Spot,2,Image 1,195,1000000202,998,
178,,Spot,2,Image 1,196,1000000806,999,
178,,Spot,2,Image 1,197,1000000806,1000,
184,,Spot,2,Image 1,198,1000000806,1001,
156,,Spot,2,Image 1,199,1000000806,1002,
180,,Spot,2,Image 1,206,1000001003,1003,
180,,Spot,2,Image 1,207,1000001003,1004,
176,,Spot,2,Image 1,208,1000001003,1005,
178,,Spot,2,Image 1,209,1000001003,1006,
180,,Spot,2,Image 1,210,1000001003,1007,
182,,Spot,2,Image 1,211,1000001003,1008,
176,,Spot,2,Image 1,212,1000001003,1009,
184,,Spot,2,Image 1,213,1000001003,1010,
178,,Spot,2,Image 1,213,1000001011,1011,
156,,Spot,2,Image 1,214,1000001003,1012,
168,,Spot,2,Image 1,214,1000001011,1013,
168,,Spot,2,Image 1,215,1000001003,1014,
178,,Spot,2,Image 1,215,1000001011,1015,
172,,Spot,2,Image 1,216,1000001003,1016,
178,,Spot,2,Image 1,216,1000001011,1017,
180,,Spot,2,Image 1,217,1000001003,1018,
180,,Spot,2,Image 1,217,1000001011,1019,
178,,Spot,2,Image 1,218,1000001003,1020,
172,,Spot,2,Image 1,218,1000001011,1021,
178,,Spot,2,Image 1,219,1000001003,1022,
172,,Spot,2,Image 1,219,1000001011,1023,
170,,Spot,2,Image 1,220,1000001003,1024,
174,,Spot,2,Image 1,220,1000001011,1025,
168,,Spot,2,Image 1,221,1000001003,1026,
182,,Spot,2,Image 1,221,1000001011,1027,
178,,Spot,2,Image 1,222,1000001003,1028,
178,,Spot,2,Image 1,222,1000001011,1029,
176,,Spot,2,Image 1,222,1000001030,1030,
178,,Spot,2,Image 1,223,1000001003,1031,
176,,Spot,2,Image 1,223,1000001011,1032,
170,,Spot,2,Image 1,223,1000001030,1033,
176,,Spot,2,Image 1,224,1000001003,1034,
180,,Spot,2,Image 1,224,1000001011,1035,
180,,Spot,2,Image 1,224,1000001030,1036,
182,,Spot,2,Image 1,225,1000001011,1037,
174,,Spot,2,Image 1,225,1000001030,1038,
174,,Spot,2,Image 1,226,1000001011,1039,
180,,Spot,2,Image 1,226,1000001030,1040,
178,,Spot,2,Image 1,227,1000001011,1041,
176,,Spot,2,Image 1,227,1000001030,1042,
188,,Spot,2,Image 1,228,1000001011,1043,
182,,Spot,2,Image 1,228,1000001030,1044,
170,,Spot,2,Image 1,229,1000001011,1045,
170,,Spot,2,Image 1,229,1000001030,1046,
168,,Spot,2,Image 1,230,1000001011,1047,
184,,Spot,2,Image 1,230,1000001030,1048,
172,,Spot,2,Image 1,231,1000001011,1049,
168,,Spot,2,Image 1,231,1000001030,1050,
180,,Spot,2,Image 1,232,1000001011,1051,
180,,Spot,2,Image 1,232,1000001030,1052,
182,,Spot,2,Image 1,233,1000001011,1053,
180,,Spot,2,Image 1,233,1000001030,1054,
174,,Spot,2,Image 1,234,1000001011,1055,
178,,Spot,2,Image 1,234,1000001030,1056,
174,,Spot,2,Image 1,235,1000001011,1057,
168,,Spot,2,Image 1,235,1000001030,1058,
176,,Spot,2,Image 1,236,1000001011,1059,
182,,Spot,2,Image 1,236,1000001030,1060,
182,,Spot,2,Image 1,237,1000001011,1061,
176,,Spot,2,Image 1,237,1000001030,1062,
180,,Spot,2,Image 1,238,1000001030,1063,
178,,Spot,2,Image 1,238,1000001011,1064,
184,,Spot,2,Image 1,239,1000001030,1065,
