
Distance To Nearest Neighbour
 ==================== 
Distance To Nearest Neighbour,Unit,Category,Time,TrackID,ID,
4.7946,µm,Spot,124,1000000128,140,
4.7946,µm,Spot,124,1000000202,202,
5.59263,µm,Spot,125,1000000128,204,
5.59263,µm,Spot,125,1000000202,205,
5.74121,µm,Spot,126,1000000128,207,
5.74121,µm,Spot,126,1000000202,208,
5.48397,µm,Spot,127,1000000128,210,
5.48397,µm,Spot,127,1000000202,211,
4.49666,µm,Spot,128,1000000202,212,
4.49666,µm,Spot,128,1000000128,801,
5.02269,µm,Spot,129,1000000128,802,
5.02269,µm,Spot,129,1000000202,803,
3.89054,µm,Spot,130,1000000128,804,
3.89054,µm,Spot,130,1000000202,805,
4.24368,µm,Spot,130,1000000806,806,
4.22359,µm,Spot,131,1000000128,807,
4.03158,µm,Spot,131,1000000202,808,
4.03158,µm,Spot,131,1000000806,809,
4.59574,µm,Spot,132,1000000128,810,
3.98083,µm,Spot,132,1000000202,811,
3.98083,µm,Spot,132,1000000806,812,
3.75495,µm,Spot,133,1000000128,813,
3.75495,µm,Spot,133,1000000202,814,
4.68247,µm,Spot,133,1000000806,815,
3.99612,µm,Spot,134,1000000128,816,
3.99612,µm,Spot,134,1000000202,817,
5.19364,µm,Spot,134,1000000806,818,
3.63828,µm,Spot,135,1000000128,819,
3.63828,µm,Spot,135,1000000202,820,
5.25331,µm,Spot,135,1000000806,821,
3.48266,µm,Spot,136,1000000128,822,
3.48266,µm,Spot,136,1000000202,823,
5.442,µm,Spot,136,1000000806,824,
3.54862,µm,Spot,137,1000000128,825,
3.54862,µm,Spot,137,1000000202,826,
5.29393,µm,Spot,137,1000000806,827,
3.76354,µm,Spot,138,1000000128,828,
3.76354,µm,Spot,138,1000000202,829,
5.85126,µm,Spot,138,1000000806,830,
3.84967,µm,Spot,139,1000000128,831,
3.84967,µm,Spot,139,1000000202,832,
6.35637,µm,Spot,139,1000000806,833,
3.32065,µm,Spot,140,1000000128,834,
3.32065,µm,Spot,140,1000000202,835,
5.17508,µm,Spot,140,1000000806,836,
3.60716,µm,Spot,141,1000000128,837,
3.60716,µm,Spot,141,1000000202,838,
5.44894,µm,Spot,141,1000000806,839,
3.96746,µm,Spot,142,1000000128,840,
3.96746,µm,Spot,142,1000000202,841,
5.35193,µm,Spot,142,1000000806,842,
3.35896,µm,Spot,143,1000000128,843,
3.35896,µm,Spot,143,1000000202,844,
6.54916,µm,Spot,143,1000000806,845,
3.55475,µm,Spot,144,1000000128,846,
3.55475,µm,Spot,144,1000000202,847,
5.69048,µm,Spot,144,1000000806,848,
3.78542,µm,Spot,145,1000000128,849,
3.78542,µm,Spot,145,1000000202,850,
5.23048,µm,Spot,145,1000000806,851,
4.04068,µm,Spot,146,1000000128,852,
4.04068,µm,Spot,146,1000000202,853,
5.69443,µm,Spot,146,1000000806,854,
4.37629,µm,Spot,147,1000000128,855,
4.37629,µm,Spot,147,1000000202,856,
5.41444,µm,Spot,147,1000000806,857,
4.0176,µm,Spot,148,1000000128,858,
4.0176,µm,Spot,148,1000000202,859,
5.22703,µm,Spot,148,1000000806,860,
4.19183,µm,Spot,149,1000000128,861,
4.19183,µm,Spot,149,1000000202,862,
5.53781,µm,Spot,149,1000000806,863,
4.72451,µm,Spot,150,1000000128,864,
4.72451,µm,Spot,150,1000000202,865,
6.43198,µm,Spot,150,1000000806,866,
4.18983,µm,Spot,151,1000000128,867,
4.18983,µm,Spot,151,1000000202,868,
5.4182,µm,Spot,151,1000000806,869,
4.34443,µm,Spot,152,1000000128,870,
4.34443,µm,Spot,152,1000000202,871,
4.94746,µm,Spot,152,1000000806,872,
4.41626,µm,Spot,153,1000000128,873,
4.41626,µm,Spot,153,1000000202,874,
5.81246,µm,Spot,153,1000000806,875,
4.58697,µm,Spot,154,1000000128,876,
4.58697,µm,Spot,154,1000000202,877,
5.88302,µm,Spot,154,1000000806,878,
4.69597,µm,Spot,155,1000000128,879,
4.69597,µm,Spot,155,1000000202,880,
5.25082,µm,Spot,155,1000000806,881,
4.94583,µm,Spot,156,1000000128,882,
4.94583,µm,Spot,156,1000000202,883,
5.26752,µm,Spot,156,1000000806,884,
5.38974,µm,Spot,157,1000000128,885,
5.38974,µm,Spot,157,1000000202,886,
5.58755,µm,Spot,157,1000000806,887,
4.59241,µm,Spot,158,1000000128,888,
4.59241,µm,Spot,158,1000000202,889,
5.3838,µm,Spot,158,1000000806,890,
4.7093,µm,Spot,159,1000000128,891,
4.7093,µm,Spot,159,1000000202,892,
5.14971,µm,Spot,159,1000000806,893,
4.68036,µm,Spot,160,1000000128,894,
4.68036,µm,Spot,160,1000000202,895,
5.22544,µm,Spot,160,1000000806,896,
4.40342,µm,Spot,161,1000000128,897,
4.40342,µm,Spot,161,1000000202,898,
5.01169,µm,Spot,161,1000000806,899,
4.44878,µm,Spot,162,1000000128,900,
4.44878,µm,Spot,162,1000000202,901,
5.30202,µm,Spot,162,1000000806,902,
4.4947,µm,Spot,163,1000000128,903,
4.4947,µm,Spot,163,1000000202,904,
5.06169,µm,Spot,163,1000000806,905,
4.23762,µm,Spot,164,1000000128,906,
4.23762,µm,Spot,164,1000000202,907,
5.31352,µm,Spot,164,1000000806,908,
4.41352,µm,Spot,165,1000000128,909,
4.41352,µm,Spot,165,1000000202,910,
5.55939,µm,Spot,165,1000000806,911,
4.71629,µm,Spot,166,1000000128,912,
4.71629,µm,Spot,166,1000000202,913,
5.76467,µm,Spot,166,1000000806,914,
4.40607,µm,Spot,167,1000000128,915,
4.40607,µm,Spot,167,1000000202,916,
6.14343,µm,Spot,167,1000000806,917,
4.71724,µm,Spot,168,1000000128,918,
4.71724,µm,Spot,168,1000000202,919,
5.8134,µm,Spot,168,1000000806,920,
4.13087,µm,Spot,169,1000000128,921,
4.13087,µm,Spot,169,1000000202,922,
5.80426,µm,Spot,169,1000000806,923,
4.38838,µm,Spot,170,1000000128,924,
4.38838,µm,Spot,170,1000000202,925,
6.1169,µm,Spot,170,1000000806,926,
4.60983,µm,Spot,171,1000000128,927,
4.60983,µm,Spot,171,1000000202,928,
6.11386,µm,Spot,171,1000000806,929,
4.77273,µm,Spot,172,1000000128,930,
4.77273,µm,Spot,172,1000000202,931,
5.60875,µm,Spot,172,1000000806,932,
5.13004,µm,Spot,173,1000000128,933,
5.13004,µm,Spot,173,1000000202,934,
6.38792,µm,Spot,173,1000000806,935,
5.18241,µm,Spot,174,1000000128,936,
5.18241,µm,Spot,174,1000000202,937,
6.02219,µm,Spot,174,1000000806,938,
5.27443,µm,Spot,175,1000000128,939,
5.27443,µm,Spot,175,1000000202,940,
5.65817,µm,Spot,175,1000000806,941,
5.09546,µm,Spot,176,1000000128,942,
5.09546,µm,Spot,176,1000000202,943,
5.17784,µm,Spot,176,1000000806,944,
5.18081,µm,Spot,177,1000000128,945,
5.23576,µm,Spot,177,1000000202,946,
5.18081,µm,Spot,177,1000000806,947,
4.99094,µm,Spot,178,1000000128,948,
4.99094,µm,Spot,178,1000000202,949,
5.69599,µm,Spot,178,1000000806,950,
5.08462,µm,Spot,179,1000000128,951,
5.1845,µm,Spot,179,1000000202,952,
5.08462,µm,Spot,179,1000000806,953,
6.18636,µm,Spot,180,1000000128,954,
5.5743,µm,Spot,180,1000000202,955,
5.5743,µm,Spot,180,1000000806,956,
4.54816,µm,Spot,181,1000000128,957,
4.59954,µm,Spot,181,1000000806,958,
4.54816,µm,Spot,181,1000000202,959,
5.64569,µm,Spot,182,1000000128,960,
3.95327,µm,Spot,182,1000000202,961,
3.95327,µm,Spot,182,1000000806,962,
4.09027,µm,Spot,183,1000000128,963,
3.42825,µm,Spot,183,1000000202,964,
3.42825,µm,Spot,183,1000000806,965,
4.09945,µm,Spot,184,1000000128,966,
4.34294,µm,Spot,184,1000000806,967,
4.09945,µm,Spot,184,1000000202,968,
4.12768,µm,Spot,185,1000000128,969,
3.39433,µm,Spot,185,1000000202,970,
3.39433,µm,Spot,185,1000000806,971,
4.79232,µm,Spot,186,1000000128,972,
2.86152,µm,Spot,186,1000000806,973,
2.86152,µm,Spot,186,1000000202,974,
4.35866,µm,Spot,187,1000000128,975,
3.40523,µm,Spot,187,1000000806,976,
3.40523,µm,Spot,187,1000000202,977,
5.89628,µm,Spot,188,1000000128,978,
4.90878,µm,Spot,188,1000000806,979,
4.90878,µm,Spot,188,1000000202,980,
5.76726,µm,Spot,189,1000000128,981,
5.51565,µm,Spot,189,1000000806,982,
5.51565,µm,Spot,189,1000000202,983,
