
Intensity Min Ch=1 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,TrackID,ID,
360,,Spot,1,Image 1,118,1000000128,128,
406,,Spot,1,Image 1,119,1000000128,130,
396,,Spot,1,Image 1,120,1000000128,132,
400,,Spot,1,Image 1,121,1000000128,134,
434,,Spot,1,Image 1,122,1000000128,136,
448,,Spot,1,Image 1,123,1000000128,138,
396,,Spot,1,Image 1,124,1000000128,140,
344,,Spot,1,Image 1,124,1000000202,202,
316,,Spot,1,Image 1,125,1000000128,204,
324,,Spot,1,Image 1,125,1000000202,205,
312,,Spot,1,Image 1,126,1000000128,207,
388,,Spot,1,Image 1,126,1000000202,208,
294,,Spot,1,Image 1,127,1000000128,210,
416,,Spot,1,Image 1,127,1000000202,211,
304,,Spot,1,Image 1,128,1000000202,212,
394,,Spot,1,Image 1,128,1000000128,801,
294,,Spot,1,Image 1,129,1000000128,802,
288,,Spot,1,Image 1,129,1000000202,803,
394,,Spot,1,Image 1,130,1000000128,804,
344,,Spot,1,Image 1,130,1000000202,805,
400,,Spot,1,Image 1,130,1000000806,806,
278,,Spot,1,Image 1,131,1000000128,807,
312,,Spot,1,Image 1,131,1000000202,808,
428,,Spot,1,Image 1,131,1000000806,809,
284,,Spot,1,Image 1,132,1000000128,810,
322,,Spot,1,Image 1,132,1000000202,811,
478,,Spot,1,Image 1,132,1000000806,812,
308,,Spot,1,Image 1,133,1000000128,813,
360,,Spot,1,Image 1,133,1000000202,814,
402,,Spot,1,Image 1,133,1000000806,815,
308,,Spot,1,Image 1,134,1000000128,816,
358,,Spot,1,Image 1,134,1000000202,817,
414,,Spot,1,Image 1,134,1000000806,818,
390,,Spot,1,Image 1,135,1000000128,819,
402,,Spot,1,Image 1,135,1000000202,820,
404,,Spot,1,Image 1,135,1000000806,821,
476,,Spot,1,Image 1,136,1000000128,822,
348,,Spot,1,Image 1,136,1000000202,823,
412,,Spot,1,Image 1,136,1000000806,824,
442,,Spot,1,Image 1,137,1000000128,825,
366,,Spot,1,Image 1,137,1000000202,826,
396,,Spot,1,Image 1,137,1000000806,827,
354,,Spot,1,Image 1,138,1000000128,828,
392,,Spot,1,Image 1,138,1000000202,829,
404,,Spot,1,Image 1,138,1000000806,830,
414,,Spot,1,Image 1,139,1000000128,831,
326,,Spot,1,Image 1,139,1000000202,832,
416,,Spot,1,Image 1,139,1000000806,833,
480,,Spot,1,Image 1,140,1000000128,834,
418,,Spot,1,Image 1,140,1000000202,835,
398,,Spot,1,Image 1,140,1000000806,836,
372,,Spot,1,Image 1,141,1000000128,837,
494,,Spot,1,Image 1,141,1000000202,838,
416,,Spot,1,Image 1,141,1000000806,839,
422,,Spot,1,Image 1,142,1000000128,840,
450,,Spot,1,Image 1,142,1000000202,841,
444,,Spot,1,Image 1,142,1000000806,842,
460,,Spot,1,Image 1,143,1000000128,843,
368,,Spot,1,Image 1,143,1000000202,844,
394,,Spot,1,Image 1,143,1000000806,845,
424,,Spot,1,Image 1,144,1000000128,846,
382,,Spot,1,Image 1,144,1000000202,847,
404,,Spot,1,Image 1,144,1000000806,848,
422,,Spot,1,Image 1,145,1000000128,849,
484,,Spot,1,Image 1,145,1000000202,850,
404,,Spot,1,Image 1,145,1000000806,851,
452,,Spot,1,Image 1,146,1000000128,852,
386,,Spot,1,Image 1,146,1000000202,853,
390,,Spot,1,Image 1,146,1000000806,854,
390,,Spot,1,Image 1,147,1000000128,855,
382,,Spot,1,Image 1,147,1000000202,856,
440,,Spot,1,Image 1,147,1000000806,857,
480,,Spot,1,Image 1,148,1000000128,858,
412,,Spot,1,Image 1,148,1000000202,859,
426,,Spot,1,Image 1,148,1000000806,860,
430,,Spot,1,Image 1,149,1000000128,861,
348,,Spot,1,Image 1,149,1000000202,862,
426,,Spot,1,Image 1,149,1000000806,863,
374,,Spot,1,Image 1,150,1000000128,864,
328,,Spot,1,Image 1,150,1000000202,865,
422,,Spot,1,Image 1,150,1000000806,866,
384,,Spot,1,Image 1,151,1000000128,867,
482,,Spot,1,Image 1,151,1000000202,868,
402,,Spot,1,Image 1,151,1000000806,869,
378,,Spot,1,Image 1,152,1000000128,870,
452,,Spot,1,Image 1,152,1000000202,871,
410,,Spot,1,Image 1,152,1000000806,872,
382,,Spot,1,Image 1,153,1000000128,873,
342,,Spot,1,Image 1,153,1000000202,874,
388,,Spot,1,Image 1,153,1000000806,875,
376,,Spot,1,Image 1,154,1000000128,876,
342,,Spot,1,Image 1,154,1000000202,877,
400,,Spot,1,Image 1,154,1000000806,878,
380,,Spot,1,Image 1,155,1000000128,879,
330,,Spot,1,Image 1,155,1000000202,880,
410,,Spot,1,Image 1,155,1000000806,881,
392,,Spot,1,Image 1,156,1000000128,882,
330,,Spot,1,Image 1,156,1000000202,883,
420,,Spot,1,Image 1,156,1000000806,884,
362,,Spot,1,Image 1,157,1000000128,885,
396,,Spot,1,Image 1,157,1000000202,886,
0,,Spot,1,Image 1,157,1000000806,887,
366,,Spot,1,Image 1,158,1000000128,888,
364,,Spot,1,Image 1,158,1000000202,889,
376,,Spot,1,Image 1,158,1000000806,890,
398,,Spot,1,Image 1,159,1000000128,891,
358,,Spot,1,Image 1,159,1000000202,892,
398,,Spot,1,Image 1,159,1000000806,893,
370,,Spot,1,Image 1,160,1000000128,894,
364,,Spot,1,Image 1,160,1000000202,895,
392,,Spot,1,Image 1,160,1000000806,896,
380,,Spot,1,Image 1,161,1000000128,897,
392,,Spot,1,Image 1,161,1000000202,898,
376,,Spot,1,Image 1,161,1000000806,899,
390,,Spot,1,Image 1,162,1000000128,900,
342,,Spot,1,Image 1,162,1000000202,901,
378,,Spot,1,Image 1,162,1000000806,902,
342,,Spot,1,Image 1,163,1000000128,903,
360,,Spot,1,Image 1,163,1000000202,904,
380,,Spot,1,Image 1,163,1000000806,905,
340,,Spot,1,Image 1,164,1000000128,906,
360,,Spot,1,Image 1,164,1000000202,907,
366,,Spot,1,Image 1,164,1000000806,908,
394,,Spot,1,Image 1,165,1000000128,909,
290,,Spot,1,Image 1,165,1000000202,910,
364,,Spot,1,Image 1,165,1000000806,911,
344,,Spot,1,Image 1,166,1000000128,912,
356,,Spot,1,Image 1,166,1000000202,913,
370,,Spot,1,Image 1,166,1000000806,914,
376,,Spot,1,Image 1,167,1000000128,915,
322,,Spot,1,Image 1,167,1000000202,916,
366,,Spot,1,Image 1,167,1000000806,917,
400,,Spot,1,Image 1,168,1000000128,918,
366,,Spot,1,Image 1,168,1000000202,919,
358,,Spot,1,Image 1,168,1000000806,920,
402,,Spot,1,Image 1,169,1000000128,921,
346,,Spot,1,Image 1,169,1000000202,922,
356,,Spot,1,Image 1,169,1000000806,923,
324,,Spot,1,Image 1,170,1000000128,924,
320,,Spot,1,Image 1,170,1000000202,925,
362,,Spot,1,Image 1,170,1000000806,926,
306,,Spot,1,Image 1,171,1000000128,927,
292,,Spot,1,Image 1,171,1000000202,928,
366,,Spot,1,Image 1,171,1000000806,929,
300,,Spot,1,Image 1,172,1000000128,930,
284,,Spot,1,Image 1,172,1000000202,931,
390,,Spot,1,Image 1,172,1000000806,932,
284,,Spot,1,Image 1,173,1000000128,933,
290,,Spot,1,Image 1,173,1000000202,934,
370,,Spot,1,Image 1,173,1000000806,935,
266,,Spot,1,Image 1,174,1000000128,936,
306,,Spot,1,Image 1,174,1000000202,937,
382,,Spot,1,Image 1,174,1000000806,938,
294,,Spot,1,Image 1,175,1000000128,939,
324,,Spot,1,Image 1,175,1000000202,940,
384,,Spot,1,Image 1,175,1000000806,941,
372,,Spot,1,Image 1,176,1000000128,942,
338,,Spot,1,Image 1,176,1000000202,943,
374,,Spot,1,Image 1,176,1000000806,944,
268,,Spot,1,Image 1,177,1000000128,945,
328,,Spot,1,Image 1,177,1000000202,946,
374,,Spot,1,Image 1,177,1000000806,947,
282,,Spot,1,Image 1,178,1000000128,948,
400,,Spot,1,Image 1,178,1000000202,949,
350,,Spot,1,Image 1,178,1000000806,950,
280,,Spot,1,Image 1,179,1000000128,951,
362,,Spot,1,Image 1,179,1000000202,952,
376,,Spot,1,Image 1,179,1000000806,953,
228,,Spot,1,Image 1,180,1000000128,954,
294,,Spot,1,Image 1,180,1000000202,955,
362,,Spot,1,Image 1,180,1000000806,956,
272,,Spot,1,Image 1,181,1000000128,957,
414,,Spot,1,Image 1,181,1000000806,958,
286,,Spot,1,Image 1,181,1000000202,959,
276,,Spot,1,Image 1,182,1000000128,960,
304,,Spot,1,Image 1,182,1000000202,961,
468,,Spot,1,Image 1,182,1000000806,962,
318,,Spot,1,Image 1,183,1000000128,963,
348,,Spot,1,Image 1,183,1000000202,964,
420,,Spot,1,Image 1,183,1000000806,965,
294,,Spot,1,Image 1,184,1000000128,966,
306,,Spot,1,Image 1,184,1000000806,967,
294,,Spot,1,Image 1,184,1000000202,968,
268,,Spot,1,Image 1,185,1000000128,969,
384,,Spot,1,Image 1,185,1000000202,970,
384,,Spot,1,Image 1,185,1000000806,971,
284,,Spot,1,Image 1,186,1000000128,972,
442,,Spot,1,Image 1,186,1000000806,973,
350,,Spot,1,Image 1,186,1000000202,974,
348,,Spot,1,Image 1,187,1000000128,975,
476,,Spot,1,Image 1,187,1000000806,976,
348,,Spot,1,Image 1,187,1000000202,977,
222,,Spot,1,Image 1,188,1000000128,978,
420,,Spot,1,Image 1,188,1000000806,979,
314,,Spot,1,Image 1,188,1000000202,980,
216,,Spot,1,Image 1,189,1000000128,981,
392,,Spot,1,Image 1,189,1000000806,982,
372,,Spot,1,Image 1,189,1000000202,983,
204,,Spot,1,Image 1,190,1000000128,984,
382,,Spot,1,Image 1,190,1000000806,985,
368,,Spot,1,Image 1,190,1000000202,986,
254,,Spot,1,Image 1,191,1000000128,987,
368,,Spot,1,Image 1,191,1000000806,988,
368,,Spot,1,Image 1,191,1000000202,989,
280,,Spot,1,Image 1,192,1000000128,990,
382,,Spot,1,Image 1,192,1000000806,991,
234,,Spot,1,Image 1,192,1000000202,992,
248,,Spot,1,Image 1,193,1000000806,993,
304,,Spot,1,Image 1,193,1000000202,994,
282,,Spot,1,Image 1,194,1000000806,995,
