
Track Intensity Min Ch=2 Img=1
 ==================== 
Track Intensity Min,Unit,Category,Channel,Image,ID,
162,,Track,2,Image 1,1000000128,
158,,Track,2,Image 1,1000000202,
0,,Track,2,Image 1,1000000806,
156,,Track,2,Image 1,1000001003,
168,,Track,2,Image 1,1000001011,
154,,Track,2,Image 1,1000001030,
168,,Track,2,Image 1,1000001092,
160,,Track,2,Image 1,1000001192,
152,,Track,2,Image 1,1000001217,
158,,Track,2,Image 1,1000001248,
