
Intensity Center Ch=2 Img=1
 ==================== 
Intensity Center,Unit,Category,Channel,Image,Time,TrackID,ID,
212,,Spot,2,Image 1,118,1000000128,128,
196,,Spot,2,Image 1,119,1000000128,130,
210,,Spot,2,Image 1,120,1000000128,132,
214,,Spot,2,Image 1,121,1000000128,134,
202,,Spot,2,Image 1,122,1000000128,136,
212,,Spot,2,Image 1,123,1000000128,138,
216,,Spot,2,Image 1,124,1000000128,140,
208,,Spot,2,Image 1,124,1000000202,202,
222,,Spot,2,Image 1,125,1000000128,204,
216,,Spot,2,Image 1,125,1000000202,205,
208,,Spot,2,Image 1,126,1000000128,207,
218,,Spot,2,Image 1,126,1000000202,208,
216,,Spot,2,Image 1,127,1000000128,210,
226,,Spot,2,Image 1,127,1000000202,211,
220,,Spot,2,Image 1,128,1000000202,212,
212,,Spot,2,Image 1,128,1000000128,801,
214,,Spot,2,Image 1,129,1000000128,802,
224,,Spot,2,Image 1,129,1000000202,803,
214,,Spot,2,Image 1,130,1000000128,804,
214,,Spot,2,Image 1,130,1000000202,805,
220,,Spot,2,Image 1,130,1000000806,806,
214,,Spot,2,Image 1,131,1000000128,807,
214,,Spot,2,Image 1,131,1000000202,808,
210,,Spot,2,Image 1,131,1000000806,809,
214,,Spot,2,Image 1,132,1000000128,810,
204,,Spot,2,Image 1,132,1000000202,811,
224,,Spot,2,Image 1,132,1000000806,812,
220,,Spot,2,Image 1,133,1000000128,813,
230,,Spot,2,Image 1,133,1000000202,814,
214,,Spot,2,Image 1,133,1000000806,815,
216,,Spot,2,Image 1,134,1000000128,816,
222,,Spot,2,Image 1,134,1000000202,817,
214,,Spot,2,Image 1,134,1000000806,818,
220,,Spot,2,Image 1,135,1000000128,819,
228,,Spot,2,Image 1,135,1000000202,820,
228,,Spot,2,Image 1,135,1000000806,821,
222,,Spot,2,Image 1,136,1000000128,822,
216,,Spot,2,Image 1,136,1000000202,823,
204,,Spot,2,Image 1,136,1000000806,824,
204,,Spot,2,Image 1,137,1000000128,825,
208,,Spot,2,Image 1,137,1000000202,826,
210,,Spot,2,Image 1,137,1000000806,827,
220,,Spot,2,Image 1,138,1000000128,828,
210,,Spot,2,Image 1,138,1000000202,829,
220,,Spot,2,Image 1,138,1000000806,830,
210,,Spot,2,Image 1,139,1000000128,831,
218,,Spot,2,Image 1,139,1000000202,832,
206,,Spot,2,Image 1,139,1000000806,833,
240,,Spot,2,Image 1,140,1000000128,834,
202,,Spot,2,Image 1,140,1000000202,835,
232,,Spot,2,Image 1,140,1000000806,836,
206,,Spot,2,Image 1,141,1000000128,837,
212,,Spot,2,Image 1,141,1000000202,838,
222,,Spot,2,Image 1,141,1000000806,839,
210,,Spot,2,Image 1,142,1000000128,840,
214,,Spot,2,Image 1,142,1000000202,841,
