
Track Volume Mean
 ==================== 
Track Volume Mean,Unit,Category,ID,
55.76,,Track,1000000128,
55.76,,Track,1000000202,
55.76,,Track,1000000806,
55.7601,,Track,1000001003,
55.76,,Track,1000001011,
55.7601,,Track,1000001030,
55.76,,Track,1000001092,
55.76,,Track,1000001192,
55.76,,Track,1000001217,
55.76,,Track,1000001248,
