
Track Intensity Mean Ch=1 Img=1
 ==================== 
Track Intensity Mean,Unit,Category,Channel,Image,ID,
645.382,,Track,1,Image 1,1000000128,
654.533,,Track,1,Image 1,1000000202,
659.931,,Track,1,Image 1,1000000806,
672.653,,Track,1,Image 1,1000001003,
648.911,,Track,1,Image 1,1000001011,
654.69,,Track,1,Image 1,1000001030,
548.194,,Track,1,Image 1,1000001092,
734.683,,Track,1,Image 1,1000001192,
590.503,,Track,1,Image 1,1000001217,
749.643,,Track,1,Image 1,1000001248,
