
Track Intensity Mean Ch=2 Img=1
 ==================== 
Track Intensity Mean,Unit,Category,Channel,Image,ID,
217.671,,Track,2,Image 1,1000000128,
218.557,,Track,2,Image 1,1000000202,
216.735,,Track,2,Image 1,1000000806,
222.068,,Track,2,Image 1,1000001003,
220.323,,Track,2,Image 1,1000001011,
222.173,,Track,2,Image 1,1000001030,
219.738,,Track,2,Image 1,1000001092,
218.253,,Track,2,Image 1,1000001192,
218.44,,Track,2,Image 1,1000001217,
221.667,,Track,2,Image 1,1000001248,
