
Displacement Delta
 ==================== 
Displacement Delta X,Displacement Delta Y,Displacement Delta Z,Unit,Category,Collection,Time,TrackID,ID,
0,0,0,µm,Spot,Displacement Delta,118,1000000128,128,
-0.0227737,-0.368584,0.5325,µm,Spot,Displacement Delta,119,1000000128,130,
-0.491058,-0.273964,0.5325,µm,Spot,Displacement Delta,120,1000000128,132,
-0.206898,-0.354828,0,µm,Spot,Displacement Delta,121,1000000128,134,
-0.126926,-0.480896,0.532499,µm,Spot,Displacement Delta,122,1000000128,136,
-0.427979,-0.479568,0,µm,Spot,Displacement Delta,123,1000000128,138,
-0.916706,-0.629292,0.5325,µm,Spot,Displacement Delta,124,1000000128,140,
0,0,0,µm,Spot,Displacement Delta,124,1000000202,202,
-0.729206,-0.133598,-1.065,µm,Spot,Displacement Delta,125,1000000128,204,
-0.487049,-0.118057,0.214127,µm,Spot,Displacement Delta,125,1000000202,205,
-0.432919,-0.0131721,-0.5325,µm,Spot,Displacement Delta,126,1000000128,207,
-0.365288,-0.180176,-0.229156,µm,Spot,Displacement Delta,126,1000000202,208,
-0.361973,-0.25832,0.5325,µm,Spot,Displacement Delta,127,1000000128,210,
-0.487049,-0.0344124,0.0549469,µm,Spot,Displacement Delta,127,1000000202,211,
-0.365284,-0.0865288,0.170105,µm,Spot,Displacement Delta,128,1000000202,212,
0.358299,0.593243,0.486251,µm,Spot,Displacement Delta,128,1000000128,801,
-0.454884,-0.81218,0.578749,µm,Spot,Displacement Delta,129,1000000128,802,
0.243523,-0.444656,0.317886,µm,Spot,Displacement Delta,129,1000000202,803,
0.801342,0.258804,0.5325,µm,Spot,Displacement Delta,130,1000000128,804,
0.243523,-0.3801,-0.415421,µm,Spot,Displacement Delta,130,1000000202,805,
0,0,0,µm,Spot,Displacement Delta,130,1000000806,806,
0.940796,-0.501472,0,µm,Spot,Displacement Delta,131,1000000128,807,
0.487049,0.307373,0.57074,µm,Spot,Displacement Delta,131,1000000202,808,
0.276863,-0.243523,0.518841,µm,Spot,Displacement Delta,131,1000000806,809,
-0.0438576,0.238247,-0.5325,µm,Spot,Displacement Delta,132,1000000128,810,
0.365288,0.0861053,-0.164551,µm,Spot,Displacement Delta,132,1000000202,811,
-0.0704651,0,-0.187057,µm,Spot,Displacement Delta,132,1000000806,812,
-0.21719,0.511295,1.065,µm,Spot,Displacement Delta,133,1000000128,813,
-0.365288,-0.004673,0.00167847,µm,Spot,Displacement Delta,133,1000000202,814,
0.0401306,0.487049,-0.526249,µm,Spot,Displacement Delta,133,1000000806,815,
-0.195007,-0.347271,0,µm,Spot,Displacement Delta,134,1000000128,816,
-0.121761,-0.0286446,0.0553894,µm,Spot,Displacement Delta,134,1000000202,817,
0.000175476,0.121761,-0.42305,µm,Spot,Displacement Delta,134,1000000806,818,
0.111244,0.00707626,0,µm,Spot,Displacement Delta,135,1000000128,819,
-0.365288,-0.00428391,0.00410461,µm,Spot,Displacement Delta,135,1000000202,820,
0.15126,0,0.0448036,µm,Spot,Displacement Delta,135,1000000806,821,
0.0837631,0.340195,0,µm,Spot,Displacement Delta,136,1000000128,822,
-0.243523,0.0395851,0.512909,µm,Spot,Displacement Delta,136,1000000202,823,
-0.0949936,-0.243523,0.239155,µm,Spot,Displacement Delta,136,1000000806,824,
-0.222389,-0.0140152,0,µm,Spot,Displacement Delta,137,1000000128,825,
0.121761,-0.229286,-0.125809,µm,Spot,Displacement Delta,137,1000000202,826,
-0.449577,0.243523,0.0949516,µm,Spot,Displacement Delta,137,1000000806,827,
-0.384617,-0.0630913,1.065,µm,Spot,Displacement Delta,138,1000000128,828,
0.121761,0.0435944,0.498795,µm,Spot,Displacement Delta,138,1000000202,829,
0.322937,-0.121761,-0.14225,µm,Spot,Displacement Delta,138,1000000806,830,
0.209347,-0.189594,-0.5325,µm,Spot,Displacement Delta,139,1000000128,831,
-0.365284,-0.320267,0.669754,µm,Spot,Displacement Delta,139,1000000202,832,
-0.438446,0.121761,0.19025,µm,Spot,Displacement Delta,139,1000000806,833,
0.0850487,-0.361107,1.065,µm,Spot,Displacement Delta,140,1000000128,834,
0.121761,-0.0706482,-0.453247,µm,Spot,Displacement Delta,140,1000000202,835,
0.483131,-0.487049,0.847,µm,Spot,Displacement Delta,140,1000000806,836,
0.0269165,-0.328465,0,µm,Spot,Displacement Delta,141,1000000128,837,
0.365288,-0.33432,0.0811462,µm,Spot,Displacement Delta,141,1000000202,838,
0.419975,-0.60881,-0.314323,µm,Spot,Displacement Delta,141,1000000806,839,
-0.488026,0.204742,-0.5325,µm,Spot,Displacement Delta,142,1000000128,840,
-0.121765,0.0522346,-0.103119,µm,Spot,Displacement Delta,142,1000000202,841,
-0.187386,0.60881,0.218987,µm,Spot,Displacement Delta,142,1000000806,842,
0.398811,-0.115757,1.065,µm,Spot,Displacement Delta,143,1000000128,843,
-0.243523,0.0446892,0.510223,µm,Spot,Displacement Delta,143,1000000202,844,
-0.080307,0.243526,-0.707924,µm,Spot,Displacement Delta,143,1000000806,845,
-0.0178299,0.217831,0,µm,Spot,Displacement Delta,144,1000000128,846,
0.365288,0.00100708,-0.0209808,µm,Spot,Displacement Delta,144,1000000202,847,
-0.187477,-0.243526,0.7099,µm,Spot,Displacement Delta,144,1000000806,848,
0.109055,0.00698471,0,µm,Spot,Displacement Delta,145,1000000128,849,
0.60881,-0.31662,-1.12003,µm,Spot,Displacement Delta,145,1000000202,850,
0.482307,-0.365284,-0.652718,µm,Spot,Displacement Delta,145,1000000806,851,
-0.138569,0.00764465,-0.532501,µm,Spot,Displacement Delta,146,1000000128,852,
