
Track Displacement Length
 ==================== 
Track Displacement Length,Unit,Category,ID,
22.6585,,Track,1000000128,
24.4086,,Track,1000000202,
23.2135,,Track,1000000806,
10.1185,,Track,1000001003,
31.5618,,Track,1000001011,
31.3138,,Track,1000001030,
2.81581,,Track,1000001092,
19.9828,,Track,1000001192,
10.4078,,Track,1000001217,
12.0234,,Track,1000001248,
