
Track Intensity StdDev Ch=2 Img=1
 ==================== 
Track Intensity StdDev,Unit,Category,Channel,Image,ID,
9.40252,,Track,2,Image 1,1000000128,
9.55083,,Track,2,Image 1,1000000202,
9.2329,,Track,2,Image 1,1000000806,
11.8585,,Track,2,Image 1,1000001003,
10.1682,,Track,2,Image 1,1000001011,
11.8273,,Track,2,Image 1,1000001030,
9.91432,,Track,2,Image 1,1000001092,
9.60517,,Track,2,Image 1,1000001192,
9.3121,,Track,2,Image 1,1000001217,
10.8545,,Track,2,Image 1,1000001248,
