
Generation
 ==================== 
Generation,Unit,Category,Time,TrackID,ID,
0,,Spot,118,1000000128,128,
0,,Spot,119,1000000128,130,
0,,Spot,120,1000000128,132,
0,,Spot,121,1000000128,134,
0,,Spot,122,1000000128,136,
0,,Spot,123,1000000128,138,
0,,Spot,124,1000000128,140,
0,,Spot,124,1000000202,202,
0,,Spot,125,1000000128,204,
0,,Spot,125,1000000202,205,
0,,Spot,126,1000000128,207,
0,,Spot,126,1000000202,208,
0,,Spot,127,1000000128,210,
0,,Spot,127,1000000202,211,
0,,Spot,128,1000000202,212,
0,,Spot,128,1000000128,801,
0,,Spot,129,1000000128,802,
0,,Spot,129,1000000202,803,
0,,Spot,130,1000000128,804,
0,,Spot,130,1000000202,805,
0,,Spot,130,1000000806,806,
0,,Spot,131,1000000128,807,
0,,Spot,131,1000000202,808,
0,,Spot,131,1000000806,809,
0,,Spot,132,1000000128,810,
0,,Spot,132,1000000202,811,
0,,Spot,132,1000000806,812,
0,,Spot,133,1000000128,813,
0,,Spot,133,1000000202,814,
0,,Spot,133,1000000806,815,
0,,Spot,134,1000000128,816,
0,,Spot,134,1000000202,817,
0,,Spot,134,1000000806,818,
0,,Spot,135,1000000128,819,
0,,Spot,135,1000000202,820,
0,,Spot,135,1000000806,821,
0,,Spot,136,1000000128,822,
0,,Spot,136,1000000202,823,
0,,Spot,136,1000000806,824,
0,,Spot,137,1000000128,825,
0,,Spot,137,1000000202,826,
0,,Spot,137,1000000806,827,
0,,Spot,138,1000000128,828,
0,,Spot,138,1000000202,829,
0,,Spot,138,1000000806,830,
0,,Spot,139,1000000128,831,
0,,Spot,139,1000000202,832,
0,,Spot,139,1000000806,833,
0,,Spot,140,1000000128,834,
0,,Spot,140,1000000202,835,
0,,Spot,140,1000000806,836,
0,,Spot,141,1000000128,837,
0,,Spot,141,1000000202,838,
0,,Spot,141,1000000806,839,
0,,Spot,142,1000000128,840,
0,,Spot,142,1000000202,841,
0,,Spot,142,1000000806,842,
0,,Spot,143,1000000128,843,
0,,Spot,143,1000000202,844,
0,,Spot,143,1000000806,845,
0,,Spot,144,1000000128,846,
0,,Spot,144,1000000202,847,
0,,Spot,144,1000000806,848,
0,,Spot,145,1000000128,849,
0,,Spot,145,1000000202,850,
0,,Spot,145,1000000806,851,
0,,Spot,146,1000000128,852,
0,,Spot,146,1000000202,853,
0,,Spot,146,1000000806,854,
0,,Spot,147,1000000128,855,
0,,Spot,147,1000000202,856,
0,,Spot,147,1000000806,857,
0,,Spot,148,1000000128,858,
0,,Spot,148,1000000202,859,
0,,Spot,148,1000000806,860,
0,,Spot,149,1000000128,861,
0,,Spot,149,1000000202,862,
0,,Spot,149,1000000806,863,
0,,Spot,150,1000000128,864,
0,,Spot,150,1000000202,865,
0,,Spot,150,1000000806,866,
0,,Spot,151,1000000128,867,
0,,Spot,151,1000000202,868,
0,,Spot,151,1000000806,869,
0,,Spot,152,1000000128,870,
0,,Spot,152,1000000202,871,
0,,Spot,152,1000000806,872,
0,,Spot,153,1000000128,873,
0,,Spot,153,1000000202,874,
0,,Spot,153,1000000806,875,
