
Track Length
 ==================== 
Track Length,Unit,Category,ID,
72.6018,,Track,1000000128,
71.4294,,Track,1000000202,
72.114,,Track,1000000806,
17.7238,,Track,1000001003,
44.0277,,Track,1000001011,
71.9518,,Track,1000001030,
35.7876,,Track,1000001092,
38.6765,,Track,1000001192,
22.298,,Track,1000001217,
31.9875,,Track,1000001248,
