
Intensity StdDev Ch=2 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,TrackID,ID,
8.42437,,Spot,2,Image 1,118,1000000128,128,
8.58657,,Spot,2,Image 1,119,1000000128,130,
8.6272,,Spot,2,Image 1,120,1000000128,132,
8.95572,,Spot,2,Image 1,121,1000000128,134,
8.82312,,Spot,2,Image 1,122,1000000128,136,
9.19823,,Spot,2,Image 1,123,1000000128,138,
8.91721,,Spot,2,Image 1,124,1000000128,140,
9.13405,,Spot,2,Image 1,124,1000000202,202,
8.76348,,Spot,2,Image 1,125,1000000128,204,
9.30542,,Spot,2,Image 1,125,1000000202,205,
8.72491,,Spot,2,Image 1,126,1000000128,207,
9.87668,,Spot,2,Image 1,126,1000000202,208,
8.38937,,Spot,2,Image 1,127,1000000128,210,
9.19053,,Spot,2,Image 1,127,1000000202,211,
9.24146,,Spot,2,Image 1,128,1000000202,212,
8.99335,,Spot,2,Image 1,128,1000000128,801,
8.71208,,Spot,2,Image 1,129,1000000128,802,
9.53141,,Spot,2,Image 1,129,1000000202,803,
9.0729,,Spot,2,Image 1,130,1000000128,804,
9.73133,,Spot,2,Image 1,130,1000000202,805,
8.9988,,Spot,2,Image 1,130,1000000806,806,
8.52276,,Spot,2,Image 1,131,1000000128,807,
9.00779,,Spot,2,Image 1,131,1000000202,808,
8.42219,,Spot,2,Image 1,131,1000000806,809,
8.61255,,Spot,2,Image 1,132,1000000128,810,
9.51514,,Spot,2,Image 1,132,1000000202,811,
8.72192,,Spot,2,Image 1,132,1000000806,812,
8.78337,,Spot,2,Image 1,133,1000000128,813,
9.47112,,Spot,2,Image 1,133,1000000202,814,
8.74906,,Spot,2,Image 1,133,1000000806,815,
8.75475,,Spot,2,Image 1,134,1000000128,816,
8.91363,,Spot,2,Image 1,134,1000000202,817,
8.42552,,Spot,2,Image 1,134,1000000806,818,
9.57314,,Spot,2,Image 1,135,1000000128,819,
9.47385,,Spot,2,Image 1,135,1000000202,820,
8.74377,,Spot,2,Image 1,135,1000000806,821,
9.21624,,Spot,2,Image 1,136,1000000128,822,
9.36122,,Spot,2,Image 1,136,1000000202,823,
8.49004,,Spot,2,Image 1,136,1000000806,824,
8.91769,,Spot,2,Image 1,137,1000000128,825,
9.22806,,Spot,2,Image 1,137,1000000202,826,
8.35013,,Spot,2,Image 1,137,1000000806,827,
9.33941,,Spot,2,Image 1,138,1000000128,828,
9.84444,,Spot,2,Image 1,138,1000000202,829,
8.68498,,Spot,2,Image 1,138,1000000806,830,
9.01255,,Spot,2,Image 1,139,1000000128,831,
9.34354,,Spot,2,Image 1,139,1000000202,832,
8.53005,,Spot,2,Image 1,139,1000000806,833,
9.63315,,Spot,2,Image 1,140,1000000128,834,
9.5599,,Spot,2,Image 1,140,1000000202,835,
8.7356,,Spot,2,Image 1,140,1000000806,836,
9.3236,,Spot,2,Image 1,141,1000000128,837,
9.93116,,Spot,2,Image 1,141,1000000202,838,
8.95801,,Spot,2,Image 1,141,1000000806,839,
8.86238,,Spot,2,Image 1,142,1000000128,840,
9.31831,,Spot,2,Image 1,142,1000000202,841,
8.71032,,Spot,2,Image 1,142,1000000806,842,
9.06814,,Spot,2,Image 1,143,1000000128,843,
9.23444,,Spot,2,Image 1,143,1000000202,844,
8.43766,,Spot,2,Image 1,143,1000000806,845,
8.94853,,Spot,2,Image 1,144,1000000128,846,
9.27654,,Spot,2,Image 1,144,1000000202,847,
8.48208,,Spot,2,Image 1,144,1000000806,848,
9.01208,,Spot,2,Image 1,145,1000000128,849,
9.13448,,Spot,2,Image 1,145,1000000202,850,
8.68466,,Spot,2,Image 1,145,1000000806,851,
8.98835,,Spot,2,Image 1,146,1000000128,852,
9.18577,,Spot,2,Image 1,146,1000000202,853,
8.72371,,Spot,2,Image 1,146,1000000806,854,
8.92185,,Spot,2,Image 1,147,1000000128,855,
9.03097,,Spot,2,Image 1,147,1000000202,856,
8.49061,,Spot,2,Image 1,147,1000000806,857,
9.05371,,Spot,2,Image 1,148,1000000128,858,
9.26352,,Spot,2,Image 1,148,1000000202,859,
8.51144,,Spot,2,Image 1,148,1000000806,860,
8.98186,,Spot,2,Image 1,149,1000000128,861,
9.3532,,Spot,2,Image 1,149,1000000202,862,
8.52298,,Spot,2,Image 1,149,1000000806,863,
8.78041,,Spot,2,Image 1,150,1000000128,864,
9.46127,,Spot,2,Image 1,150,1000000202,865,
8.36762,,Spot,2,Image 1,150,1000000806,866,
9.34708,,Spot,2,Image 1,151,1000000128,867,
10.0561,,Spot,2,Image 1,151,1000000202,868,
8.89721,,Spot,2,Image 1,151,1000000806,869,
8.99061,,Spot,2,Image 1,152,1000000128,870,
9.72809,,Spot,2,Image 1,152,1000000202,871,
8.63268,,Spot,2,Image 1,152,1000000806,872,
8.81708,,Spot,2,Image 1,153,1000000128,873,
9.26662,,Spot,2,Image 1,153,1000000202,874,
8.52662,,Spot,2,Image 1,153,1000000806,875,
9.50408,,Spot,2,Image 1,154,1000000128,876,
9.64916,,Spot,2,Image 1,154,1000000202,877,
8.91564,,Spot,2,Image 1,154,1000000806,878,
9.36541,,Spot,2,Image 1,155,1000000128,879,
9.45654,,Spot,2,Image 1,155,1000000202,880,
8.71646,,Spot,2,Image 1,155,1000000806,881,
9.27394,,Spot,2,Image 1,156,1000000128,882,
9.60499,,Spot,2,Image 1,156,1000000202,883,
8.89517,,Spot,2,Image 1,156,1000000806,884,
8.68595,,Spot,2,Image 1,157,1000000128,885,
9.40503,,Spot,2,Image 1,157,1000000202,886,
22.2038,,Spot,2,Image 1,157,1000000806,887,
9.10676,,Spot,2,Image 1,158,1000000128,888,
9.73528,,Spot,2,Image 1,158,1000000202,889,
8.63998,,Spot,2,Image 1,158,1000000806,890,
8.66074,,Spot,2,Image 1,159,1000000128,891,
9.1323,,Spot,2,Image 1,159,1000000202,892,
8.53236,,Spot,2,Image 1,159,1000000806,893,
8.76836,,Spot,2,Image 1,160,1000000128,894,
9.23234,,Spot,2,Image 1,160,1000000202,895,
8.57859,,Spot,2,Image 1,160,1000000806,896,
9.30496,,Spot,2,Image 1,161,1000000128,897,
9.75629,,Spot,2,Image 1,161,1000000202,898,
8.56968,,Spot,2,Image 1,161,1000000806,899,
8.77322,,Spot,2,Image 1,162,1000000128,900,
9.136,,Spot,2,Image 1,162,1000000202,901,
8.21959,,Spot,2,Image 1,162,1000000806,902,
8.87661,,Spot,2,Image 1,163,1000000128,903,
9.1794,,Spot,2,Image 1,163,1000000202,904,
8.46562,,Spot,2,Image 1,163,1000000806,905,
8.82938,,Spot,2,Image 1,164,1000000128,906,
9.61605,,Spot,2,Image 1,164,1000000202,907,
8.59651,,Spot,2,Image 1,164,1000000806,908,
9.15279,,Spot,2,Image 1,165,1000000128,909,
9.31249,,Spot,2,Image 1,165,1000000202,910,
8.82897,,Spot,2,Image 1,165,1000000806,911,
9.2155,,Spot,2,Image 1,166,1000000128,912,
9.46265,,Spot,2,Image 1,166,1000000202,913,
8.58836,,Spot,2,Image 1,166,1000000806,914,
8.90471,,Spot,2,Image 1,167,1000000128,915,
9.16698,,Spot,2,Image 1,167,1000000202,916,
8.36641,,Spot,2,Image 1,167,1000000806,917,
8.81662,,Spot,2,Image 1,168,1000000128,918,
9.19824,,Spot,2,Image 1,168,1000000202,919,
8.3964,,Spot,2,Image 1,168,1000000806,920,
9.00534,,Spot,2,Image 1,169,1000000128,921,
9.24764,,Spot,2,Image 1,169,1000000202,922,
8.69957,,Spot,2,Image 1,169,1000000806,923,
8.47918,,Spot,2,Image 1,170,1000000128,924,
8.80918,,Spot,2,Image 1,170,1000000202,925,
8.29151,,Spot,2,Image 1,170,1000000806,926,
8.3368,,Spot,2,Image 1,171,1000000128,927,
8.83661,,Spot,2,Image 1,171,1000000202,928,
8.65909,,Spot,2,Image 1,171,1000000806,929,
8.50295,,Spot,2,Image 1,172,1000000128,930,
9.04169,,Spot,2,Image 1,172,1000000202,931,
8.32928,,Spot,2,Image 1,172,1000000806,932,
8.6138,,Spot,2,Image 1,173,1000000128,933,
9.44561,,Spot,2,Image 1,173,1000000202,934,
8.77424,,Spot,2,Image 1,173,1000000806,935,
8.40027,,Spot,2,Image 1,174,1000000128,936,
9.27002,,Spot,2,Image 1,174,1000000202,937,
8.76271,,Spot,2,Image 1,174,1000000806,938,
8.74363,,Spot,2,Image 1,175,1000000128,939,
9.54441,,Spot,2,Image 1,175,1000000202,940,
8.89544,,Spot,2,Image 1,175,1000000806,941,
8.44298,,Spot,2,Image 1,176,1000000128,942,
8.82982,,Spot,2,Image 1,176,1000000202,943,
8.54037,,Spot,2,Image 1,176,1000000806,944,
8.25036,,Spot,2,Image 1,177,1000000128,945,
8.99886,,Spot,2,Image 1,177,1000000202,946,
8.51917,,Spot,2,Image 1,177,1000000806,947,
8.74953,,Spot,2,Image 1,178,1000000128,948,
9.73713,,Spot,2,Image 1,178,1000000202,949,
8.97729,,Spot,2,Image 1,178,1000000806,950,
