
Volume
 ==================== 
Volume,Unit,Category,Time,TrackID,ID,
33.5103,µm^3,Spot,38,1000101212,101212,
33.5103,µm^3,Spot,39,1000101212,101213,
33.5103,µm^3,Spot,40,1000101212,101214,
33.5103,µm^3,Spot,41,1000101212,101215,
33.5103,µm^3,Spot,42,1000101212,101216,
33.5103,µm^3,Spot,43,1000101212,101217,
33.5103,µm^3,Spot,44,1000101212,101218,
33.5103,µm^3,Spot,45,1000101212,101219,
33.5103,µm^3,Spot,46,1000101212,101220,
33.5103,µm^3,Spot,76,1000101221,101221,
33.5103,µm^3,Spot,77,1000101221,101222,
33.5103,µm^3,Spot,78,1000101221,101223,
33.5103,µm^3,Spot,79,1000101221,101224,
33.5103,µm^3,Spot,81,1000101225,101225,
33.5103,µm^3,Spot,82,1000101225,101226,
33.5103,µm^3,Spot,83,1000101225,101227,
33.5103,µm^3,Spot,289,1000101229,101229,
33.5103,µm^3,Spot,290,1000101229,101230,
33.5103,µm^3,Spot,291,1000101229,101231,
33.5103,µm^3,Spot,292,1000101229,101232,
33.5103,µm^3,Spot,293,1000101229,101233,
33.5103,µm^3,Spot,313,1000101234,101234,
33.5103,µm^3,Spot,314,1000101234,101235,
33.5103,µm^3,Spot,315,1000101234,101236,
33.5103,µm^3,Spot,316,1000101234,101237,
33.5103,µm^3,Spot,317,1000101234,101238,
33.5103,µm^3,Spot,318,1000101234,101239,
33.5103,µm^3,Spot,15,1000101240,101240,
33.5103,µm^3,Spot,16,1000101240,101241,
33.5103,µm^3,Spot,17,1000101240,101242,
33.5103,µm^3,Spot,18,1000101240,101243,
33.5103,µm^3,Spot,104,1000101244,101244,
33.5103,µm^3,Spot,105,1000101244,101245,
33.5103,µm^3,Spot,106,1000101244,101246,
33.5103,µm^3,Spot,23,1000101247,101247,
33.5103,µm^3,Spot,24,1000101247,101248,
33.5103,µm^3,Spot,25,1000101247,101249,
33.5103,µm^3,Spot,19,1000101250,101250,
33.5103,µm^3,Spot,20,1000101250,101251,
33.5103,µm^3,Spot,18,1000101250,101253,
