
Track Position X Mean
 ==================== 
Track Position X Mean,Unit,Category,Collection,ID,
19.6158,µm,Track,Track Position,1000101212,
20.0985,µm,Track,Track Position,1000101221,
42.9815,µm,Track,Track Position,1000101225,
4.21882,µm,Track,Track Position,1000101229,
14.0159,µm,Track,Track Position,1000101234,
17.5033,µm,Track,Track Position,1000101240,
42.8575,µm,Track,Track Position,1000101244,
10.5729,µm,Track,Track Position,1000101247,
11.3301,µm,Track,Track Position,1000101250,
