
Track Position
 ==================== 
Track Position X Mean,Track Position Y Mean,Track Position Z Mean,Unit,Category,Collection,ID,
19.6158,34.6777,15.9705,µm,Track,Track Position,1000101212,
20.0985,10.6485,24.7768,µm,Track,Track Position,1000101221,
42.9815,30.1393,25.4748,µm,Track,Track Position,1000101225,
4.21882,12.0249,31.7934,µm,Track,Track Position,1000101229,
14.0159,20.15,36.2384,µm,Track,Track Position,1000101234,
17.5033,31.7371,20.0206,µm,Track,Track Position,1000101240,
42.8575,43.5673,39.1305,µm,Track,Track Position,1000101244,
10.5729,22.6523,23.0833,µm,Track,Track Position,1000101247,
11.3301,32.2449,18.0833,µm,Track,Track Position,1000101250,
