
Position X
 ==================== 
Position X,Unit,Category,Collection,Time,TrackID,ID,
13.8853,µm,Spot,Position,38,1000101212,101212,
18.8325,µm,Spot,Position,39,1000101212,101213,
19.7625,µm,Spot,Position,40,1000101212,101214,
20.1345,µm,Spot,Position,41,1000101212,101215,
20.3205,µm,Spot,Position,42,1000101212,101216,
20.4135,µm,Spot,Position,43,1000101212,101217,
20.5995,µm,Spot,Position,44,1000101212,101218,
21.3435,µm,Spot,Position,45,1000101212,101219,
21.2505,µm,Spot,Position,46,1000101212,101220,
18.2871,µm,Spot,Position,76,1000101221,101221,
19.5256,µm,Spot,Position,77,1000101221,101222,
20.7851,µm,Spot,Position,78,1000101221,101223,
21.7962,µm,Spot,Position,79,1000101221,101224,
42.8265,µm,Spot,Position,81,1000101225,101225,
43.0125,µm,Spot,Position,82,1000101225,101226,
43.1055,µm,Spot,Position,83,1000101225,101227,
4.58131,µm,Spot,Position,289,1000101229,101229,
4.30868,µm,Spot,Position,290,1000101229,101230,
4.33607,µm,Spot,Position,291,1000101229,101231,
3.95663,µm,Spot,Position,292,1000101229,101232,
3.91145,µm,Spot,Position,293,1000101229,101233,
13.8039,µm,Spot,Position,313,1000101234,101234,
13.9402,µm,Spot,Position,314,1000101234,101235,
13.7656,µm,Spot,Position,315,1000101234,101236,
13.9005,µm,Spot,Position,316,1000101234,101237,
14.2929,µm,Spot,Position,317,1000101234,101238,
14.392,µm,Spot,Position,318,1000101234,101239,
16.4929,µm,Spot,Position,15,1000101240,101240,
17.2186,µm,Spot,Position,16,1000101240,101241,
17.9343,µm,Spot,Position,17,1000101240,101242,
18.3675,µm,Spot,Position,18,1000101240,101243,
42.0825,µm,Spot,Position,104,1000101244,101244,
42.9195,µm,Spot,Position,105,1000101244,101245,
43.5705,µm,Spot,Position,106,1000101244,101246,
10.2791,µm,Spot,Position,23,1000101247,101247,
10.6489,µm,Spot,Position,24,1000101247,101248,
10.7907,µm,Spot,Position,25,1000101247,101249,
11.1064,µm,Spot,Position,19,1000101250,101250,
11.6462,µm,Spot,Position,20,1000101250,101251,
11.2378,µm,Spot,Position,18,1000101250,101253,
