
Track Length
 ==================== 
Track Length,Unit,Category,ID,
13.6904,,Track,1000101212,
4.8243,,Track,1000101221,
0.572182,,Track,1000101225,
1.93375,,Track,1000101229,
2.55835,,Track,1000101234,
3.91762,,Track,1000101240,
3.02876,,Track,1000101244,
1.56715,,Track,1000101247,
2.21708,,Track,1000101250,
