
Displacement Delta
 ==================== 
Displacement Delta X,Displacement Delta Y,Displacement Delta Z,Unit,Category,Collection,Time,TrackID,ID,
0,0,0,µm,Spot,Displacement Delta,15,1000101240,101240,
0.725676,0.465002,-1.39059,µm,Spot,Displacement Delta,16,1000101240,101241,
0.715712,-0.465002,1.27002,µm,Spot,Displacement Delta,17,1000101240,101242,
0.433193,-0.554676,-0.263275,µm,Spot,Displacement Delta,18,1000101240,101243,
-0.408454,0.0415993,2,µm,Spot,Displacement Delta,18,1000101250,101253,
-0.1314,0.056839,0,µm,Spot,Displacement Delta,19,1000101250,101250,
0.539854,-0.0984383,-2,µm,Spot,Displacement Delta,20,1000101250,101251,
0,0,0,µm,Spot,Displacement Delta,23,1000101247,101247,
0.369716,-0.479893,-1,µm,Spot,Displacement Delta,24,1000101247,101248,
0.141809,-0.371849,0,µm,Spot,Displacement Delta,25,1000101247,101249,
0,0,0,µm,Spot,Displacement Delta,38,1000101212,101212,
4.94722,-1.00338,-3.5273,µm,Spot,Displacement Delta,39,1000101212,101213,
0.929998,0.369972,-1.02713,µm,Spot,Displacement Delta,40,1000101212,101214,
0.372002,-0.00726318,0.833221,µm,Spot,Displacement Delta,41,1000101212,101215,
0.185999,0.999367,2.35858,µm,Spot,Displacement Delta,42,1000101212,101216,
0.0930004,-0.379436,0.284592,µm,Spot,Displacement Delta,43,1000101212,101217,
0.186001,0.0437126,0.381927,µm,Spot,Displacement Delta,44,1000101212,101218,
0.743999,-0.224571,-0.264008,µm,Spot,Displacement Delta,45,1000101212,101219,
-0.0930004,0.252983,0.84404,µm,Spot,Displacement Delta,46,1000101212,101220,
0,0,0,µm,Spot,Displacement Delta,76,1000101221,101221,
1.23851,-1.488,-0.443481,µm,Spot,Displacement Delta,77,1000101221,101222,
1.25954,0.558001,0.954483,µm,Spot,Displacement Delta,78,1000101221,101223,
1.01111,0.372,0.435883,µm,Spot,Displacement Delta,79,1000101221,101224,
0,0,0,µm,Spot,Displacement Delta,81,1000101225,101225,
0.185997,-0.13965,-0.230072,µm,Spot,Displacement Delta,82,1000101225,101226,
0.0930023,0.190153,0.123413,µm,Spot,Displacement Delta,83,1000101225,101227,
0,0,0,µm,Spot,Displacement Delta,104,1000101244,101244,
0.837002,0.138508,-1.44309,µm,Spot,Displacement Delta,105,1000101244,101245,
0.651001,0.537853,-1.05939,µm,Spot,Displacement Delta,106,1000101244,101246,
0,0,0,µm,Spot,Displacement Delta,289,1000101229,101229,
-0.272633,0.651,-0.159592,µm,Spot,Displacement Delta,290,1000101229,101230,
0.0273895,-0.186,0.249344,µm,Spot,Displacement Delta,291,1000101229,101231,
-0.379436,-0.279,-0.153854,µm,Spot,Displacement Delta,292,1000101229,101232,
-0.0451825,0.279,0.286438,µm,Spot,Displacement Delta,293,1000101229,101233,
0,0,0,µm,Spot,Displacement Delta,313,1000101234,101234,
0.136368,-0.186001,-0.0979614,µm,Spot,Displacement Delta,314,1000101234,101235,
-0.174631,-0.465,0.00537109,µm,Spot,Displacement Delta,315,1000101234,101236,
0.134903,0,0.25325,µm,Spot,Displacement Delta,316,1000101234,101237,
0.392398,0.0930004,0.149902,µm,Spot,Displacement Delta,317,1000101234,101238,
0.0991068,0.465,0.985138,µm,Spot,Displacement Delta,318,1000101234,101239,
