
Track Position Z Mean
 ==================== 
Track Position Z Mean,Unit,Category,Collection,ID,
15.9705,µm,Track,Track Position,1000101212,
24.7768,µm,Track,Track Position,1000101221,
25.4748,µm,Track,Track Position,1000101225,
31.7934,µm,Track,Track Position,1000101229,
36.2384,µm,Track,Track Position,1000101234,
20.0206,µm,Track,Track Position,1000101240,
39.1305,µm,Track,Track Position,1000101244,
23.0833,µm,Track,Track Position,1000101247,
18.0833,µm,Track,Track Position,1000101250,
