
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,TrackID,ID,
220,,Spot,2,Image 1,38,1000101212,101212,
218,,Spot,2,Image 1,39,1000101212,101213,
210,,Spot,2,Image 1,40,1000101212,101214,
206,,Spot,2,Image 1,41,1000101212,101215,
220,,Spot,2,Image 1,42,1000101212,101216,
218,,Spot,2,Image 1,43,1000101212,101217,
216,,Spot,2,Image 1,44,1000101212,101218,
212,,Spot,2,Image 1,45,1000101212,101219,
214,,Spot,2,Image 1,46,1000101212,101220,
182,,Spot,2,Image 1,76,1000101221,101221,
202,,Spot,2,Image 1,77,1000101221,101222,
196,,Spot,2,Image 1,78,1000101221,101223,
156,,Spot,2,Image 1,79,1000101221,101224,
192,,Spot,2,Image 1,81,1000101225,101225,
204,,Spot,2,Image 1,82,1000101225,101226,
192,,Spot,2,Image 1,83,1000101225,101227,
182,,Spot,2,Image 1,289,1000101229,101229,
174,,Spot,2,Image 1,290,1000101229,101230,
178,,Spot,2,Image 1,291,1000101229,101231,
172,,Spot,2,Image 1,292,1000101229,101232,
166,,Spot,2,Image 1,293,1000101229,101233,
182,,Spot,2,Image 1,313,1000101234,101234,
190,,Spot,2,Image 1,314,1000101234,101235,
206,,Spot,2,Image 1,315,1000101234,101236,
214,,Spot,2,Image 1,316,1000101234,101237,
200,,Spot,2,Image 1,317,1000101234,101238,
174,,Spot,2,Image 1,318,1000101234,101239,
202,,Spot,2,Image 1,15,1000101240,101240,
210,,Spot,2,Image 1,16,1000101240,101241,
210,,Spot,2,Image 1,17,1000101240,101242,
210,,Spot,2,Image 1,18,1000101240,101243,
198,,Spot,2,Image 1,104,1000101244,101244,
200,,Spot,2,Image 1,105,1000101244,101245,
192,,Spot,2,Image 1,106,1000101244,101246,
194,,Spot,2,Image 1,23,1000101247,101247,
212,,Spot,2,Image 1,24,1000101247,101248,
192,,Spot,2,Image 1,25,1000101247,101249,
180,,Spot,2,Image 1,19,1000101250,101250,
198,,Spot,2,Image 1,20,1000101250,101251,
188,,Spot,2,Image 1,18,1000101250,101253,
